"","AAPL","MSFT","BA","JPM","V","DIS","INTC","CSCO","UNH","JNJ"
"1",0.0062757795676589,-0.00727100763469934,0.00786809343844652,0.000276033650152385,-0.000108155873022042,-0.00100633222609758,-0.000243988310103305,-0.00334423338063061,-0.00657863216474652,0.00147528457455337
"2",-0.00829097349196672,0.00326985423453152,0.00567367253825068,0.0041942703537643,-0.00414578802883625,0.0049872905947268,0.000519662746228278,0.00409066397696733,0.00560624292120337,-0.0036537516862154
"3",-0.00422145333141088,-0.0061480775475502,0.00204925425350666,0.00818416010588408,-0.0029908143915236,-0.00420467555522919,-0.0109624015167356,-0.00021438863768708,0.00686500174924731,0.00715072453022003
"4",0.00673611368983984,-0.00127437431365252,0.00822547543793917,-0.00210272381082177,0.00103748508263379,-0.00326669681817293,-0.0127603774890304,-0.000525033450685441,0.00681331846863031,-0.000980301992967725
"5",-0.00730282906442881,0.00217942707240582,0.00811033695936203,0.0014665269991383,0.000970705877989531,-0.000802832248155028,-0.000530496356077492,0.00330131431110203,0.00229239603504539,0.00146514957305044
"6",0.00565802399069071,-0.00333332503214478,-0.0026983548887074,0.000930620124563575,0.00232869409956038,0.00557317398488522,-0.000265048496657982,-0.00577315222471952,0.00706298975273967,0.002822206588462
"7",0.00245155533775687,0.00963771250098944,-0.00377102987840772,-0.00364954024553299,0.0017309986287728,-0.00525689544156194,0.00524235377088189,0.0145832160487771,-0.0012438443955034,-0.00361649133265018
"8",0.00724809663370252,0.00340999057516456,0.0063627390190959,-0.00592450750991702,-0.00264435890130699,-0.00104495836421847,0.00861060339957476,0.0061888569034636,-0.00663295015692711,0.00214437046088278
"9",0.00963958632200956,0.00255925417877734,0.000313921977067366,-0.00853038672357798,0.00490880478173494,0.00128996418789029,-0.0132284015417099,0.00174818909727037,-0.00368601735681295,-0.00144259794615209
"10",0.00267835264094174,0.0110072251409292,-0.0169562362134457,-0.00104340782854706,-0.000588087597861886,-0.00169438135344535,-0.0113887647166848,-0.00088969460921362,-0.00118805491365492,0.00120405049528927
"11",0.00539004895836115,0.00523240538313985,0.00555290747433901,-0.00499243522062898,-0.00114129623398185,-0.000482091854792088,0.00277024391107261,0.000226509859203361,-0.000390008644899353,0.000930428737774491
"12",0.00366791430860758,-0.00767945451661944,-0.00388320186175406,0.0029511593747884,-0.00408284878358245,-9.52920818235725e-05,-0.00369485677219927,0.000416627444792539,0.00377940223552287,-0.00502947485074401
"13",0.000689692969899625,0.00608546938747168,-0.00685128197073936,-0.00677667139098048,0.00476839952170849,0.00011411975719966,0.0116209704428911,-0.00246003363281488,2.23661299969535e-05,-0.00333641353063285
"14",0.0157619211822748,-0.00351464282721281,0.00351331895217299,0.00602012407034636,0.000479821348562837,-0.00402694102376699,0.00798213575035334,0.00647509470582008,0.000337650155415758,0.00265858275815845
"15",-0.00502525176852942,-0.0043278350494802,-0.0135882347822189,0.00274216802790761,-0.000485775235574692,0.00312063214369118,-0.00238309148699045,0.00651055248454213,0.000543830508831888,0.0013395749265328
"16",-0.00492888037115335,0.0038142972625792,-0.00660778023302555,-0.000357824756065384,-0.00253529171459377,0.000913208234123886,-0.00405224692076445,-0.000601442239712924,0.000736980582587421,0.00471711019054055
"17",7.2165195888374e-05,-0.00665320036932826,-0.0200245808809996,0.00295135215856135,0.00575364241376519,-0.000320945517159998,0.00677520968019962,0.00233106384985149,0.00152628473006189,0.00047855990123935
"18",-0.00405931705608964,-0.00538489548489451,-0.0101843317970634,0.000695978233125061,-0.00178292172495276,0.00112379842903465,0.000488618388772011,0.00290182046592236,0.00809670519083738,0.00117860257159919
"19",0.00541840586811304,0.00408868538215756,-0.00327005004510283,-0.00372054032050073,-0.000272340403171256,0.0021768391598016,0.00601856922730803,0.00274622556753457,0.00661595026031137,5.85642301302869e-05
"20",0.00192131940275431,0.000584407011047006,-0.00453066732734442,-0.00203860993497074,0.000172710584593005,-0.00184288970194757,-0.00084099976811558,0.00187383056618273,-0.000904608867131174,-0.00510098272934556
"21",0.000726730504538864,0.000864512810949236,-0.0110552813857794,-0.00703887548297644,0.00124258652795106,-0.000796578649897128,0.00106907193548977,0.00282826693728566,0.00483787152916193,0.00187218317296356
