"","AAPL","MSFT","GE","DIS","JPM","PFE","XOM","INTC","JNJ","CVX"
"1",-0.00276573630981147,-0.0102353869006038,0.0105868969112635,0.00422285590320826,-0.00307300430722535,0.00239195278845727,-0.000791136350017041,-0.00765425618737936,-0.0043852343223989,0.00470179645344615
"2",0.00566296512261033,-0.018529137596488,-0.000905001885257661,0.0118752075359225,-0.0104246353730559,-0.000461775489384308,-0.00440147751942277,0.00735212722793221,-0.00645790155977011,-0.000936048454605043
"3",0.0139560224488378,0.036272868514061,-0.000704036676324904,-0.000944934843573719,-0.01473034825176,-0.000517237931489944,-0.003320028539747,0.00039752759039402,-0.0061021251603961,-0.00202751322649419
"4",-0.00162120955064893,0.0105272252112627,0.00339220883324742,0.0049769482575357,-0.00808706507086754,-0.00349855306558311,-0.00864250026643276,-0.00290079554542899,-0.00257473858073354,-0.00340546551160514
"5",-0.00866344943642616,0.0196266192942858,0.00618595909327269,0.0105857960879803,0.0129170790314674,-0.000100313918665051,0.0160724576562643,-0.00650253472849727,0.00247368006967008,0.00194325228221714
"6",0.000207076795049943,0.0130669716745615,-0.0102552743628621,0.000258332380326465,-0.000317856698529795,-0.00227832398377359,-0.00689074350520968,-0.00567196263000369,0.00370231340639293,-0.0302722174674273
"7",0.00154297961853445,0.00419796211645007,0.00419002072885633,0.000600149505771697,0.00123272824566811,-0.00333655206486583,-0.00364184798672795,0.00144584209192544,0.000648776651360095,-0.0149411959573627
"8",-0.000672431371640414,0.0102336779236794,-0.00550759211182594,-0.000495599349960685,0.0107215838506818,-0.00530776660889387,0.00127804139629006,-0.00174601061735302,-0.00148138357326388,0.00387136032804847
"9",0.0311312433332205,0.0112416325137019,0.000685963721480221,-0.00241774646565318,-0.00910161063075066,-0.00384281435981393,-0.00761551037430763,-0.00799964927136898,-4.53951906820294e-05,-0.00933738425374031
"10",-0.0134208276867867,-0.0187898762524128,-0.0014176097465679,5.2034043619642e-05,-0.0247103609144688,0.00502093881368637,-0.00510163279250264,0.00702851405367255,-0.00541923008859158,0.00394756207242608
"11",0.00772623252123594,0.0109701305627823,0.00302151148207486,0.00568377552554011,-0.0167166609317064,-0.000775320047978312,0.000953942537307739,-0.00508374767377973,-0.00333050731569529,0.0151148047298193
"12",-0.00538572575896978,-0.00845551770180464,-0.00162280234508216,0.00219155265949667,-0.00694928783923388,0.000665982137434185,-0.00457526929676533,0.000505215139128268,-0.00523398956283927,0.00305378530174494
"13",0.00798552855849266,-0.0124908154830337,-0.00164869497530162,-0.000473989231977612,0.00163113372400403,-0.000368044275091961,-0.000881298386957496,-0.00354678346775472,0.00215134955942631,-0.0109100621193647
"14",-0.00324661331251264,-0.000293347169645131,-0.0013384964549914,0.00888732820749283,0.00217921752482653,-0.00414651352912188,-0.00315769598819315,-0.00464239250868559,0.00601076195016503,0.00677840039134026
"15",-0.00332479365170002,0.000898067199159414,0.00222405046224594,0.00692505994811654,0.00895418971776962,-0.00209182826802135,-0.00125745346304029,0.000768517958931625,-0.00198326376266778,-0.000160175608471036
"16",-0.0156141230836511,0.00439747469499707,0.000685355509631336,-0.0145142897963524,0.000667449668981135,-0.00347468489781022,-0.0013453527353704,-0.00635630823671818,-0.00186993228271604,-0.00362237123772502
"17",-0.00168621307238936,-0.0108382171019912,0.00218563014641404,-0.00468806084245443,-0.0149321304634213,-0.00377367250621319,-0.00896071549504995,0.000275835453066975,0.00105378834996372,-0.000602163723669946
"18",-0.00381167349405587,-0.0049080066382885,0.00463405624032021,0.00088963657617569,-0.0210840590298176,0.000504467869177461,-0.0076660979539156,-0.002786431228742,-0.000222597009269521,0.00473862560465932
"19",-0.00688165286555886,-0.00497885793447495,0.000816985266283154,0.00178666389547288,-0.0156332775950432,0.00263980613090098,0.00459798006340861,-0.00276842364110053,-0.00495010986924171,-0.0226642917841673
"20",0.00940588023513556,0.00140368915162981,0.00272461376152933,-0.00151561829261482,-0.0043931407853961,-0.000920312537346035,-0.00420985324308276,0.000914870877750218,-0.00338206347078085,-0.00342194107361138
"21",-0.0114287501201034,-0.00106981478165835,0.0074491030536592,0.00747316470369697,0.000444677192717791,-0.00496246665716171,0.00272245495580137,-0.00178390892688185,-0.00248593417927623,0.0099522527307272
