"","BAC","MSFT","JPM","XOM","CSCO","INTC","GE","HPQ","PFE","IBM"
"1",-0.00670372089371085,-0.00351481721736491,0.0191714521497488,0.00419499119743705,-0.00297091831453145,0.00250254920683801,0.00931355264037848,0.00489771226420999,-0.00348425307311118,-0.00153447117190808
"2",0.00150681647937745,0.000509605335537344,0.000250168173806742,-0.000654339382890612,-0.019196892157197,0.000284281588392332,-0.000686633342411369,0.00295027485117316,-0.0098693436011672,-0.00349229271523654
"3",-0.00340033485554159,-0.00990013405680656,0.00083587464177981,0.000403628539061174,0.00733092008158565,0.00173280574381351,0.00147554720751941,-0.00182724662590772,0.00141172553412616,-0.00115114019718021
"4",-0.0164504889398813,-0.00202541355974972,-0.00919794756919146,0.00202678656205535,-0.00414273282513022,-0.00291919894516468,-0.000151501677464694,0.0067369919270277,-0.000797836517449468,0.00563480379059911
"5",-0.0116728665307164,7.87277531344444e-05,0.00286524929106236,0.00445338012650609,-0.00141797086689621,0.00593696488067508,-0.00550675764679909,-0.0020618902053684,9.34455674723722e-05,-0.00181450578384101
"6",-0.00982447527348995,0.00780541729182005,-0.000463294360088184,0.0018318904330954,-0.00932604726403952,0.00658469181507826,0.00053480250062421,-0.00373262236826122,-0.00622959434986115,0.00109831290319562
"7",0.008507932536304,0.00451056100428104,-0.00217688758857548,-0.00214602006599307,0.00245954026468098,-0.00150496140122414,0.00286890380084515,0.00956039875745773,-0.00633603520691395,0.000439275754615664
"8",-0.010950512252748,-0.00551752978935838,0.0126527575775981,0.00364309595897794,0.00701979640871286,-0.00206828257068992,0.00596931297332048,0.0072531420737505,-0.000162868062034249,0.000885974441189319
"9",-0.0131272375583649,0.00174913776572794,0.00356558291241527,0.00246275658719242,0.00265865446999669,0.00609878217801452,0.000439988216385245,0.000270397431449965,-0.00112112739589065,0.0034100201446563
"10",0.00518607534468174,0.00549787096679211,-0.00171918945852667,0.000505465897731483,0.0052458792924881,0.00592442136257887,0.00219849147833884,0.00670494046062231,-0.00444735772907734,0.00378767447546124
"11",-0.00657064933329821,0.00301590515300632,-0.00965157896280289,-0.00110018043778837,0.00507093081250787,0.00256443163380027,-0.00313564226962626,-0.00312448688782752,-0.00528127048164606,0.000727465550880879
"12",0.00394221162423491,0.00791541021317244,0.00843867938965559,0.0031587453559041,0.00267920480109751,0.00314602418802679,0.00199047313071787,-0.000998397939838469,-0.00171709025744349,0.00154888036195189
"13",-0.00328055932186544,0.00443572411313653,0.00393960671499372,0.00084025488467887,0.00246268603950739,0.00376990460790694,0.00180935161188245,0.00720044923946261,-0.00241147936321795,-0.00179734686389565
"14",-0.00326164159923792,0.00198489846661687,0.0102848773822188,-0.000976554118096828,0.00649734074249864,0.00334413326345384,0.00408392492681742,0.00317459879443049,-0.00482909055426717,0.000748446153011173
"15",0.000628777779638767,-0.00334923877380788,-0.00225824397057295,-0.00183940690476447,0.00630068499594927,0.00130806269589812,0.00579231744632125,0.000407657498726621,-0.00232117786072195,0.00184709101449698
"16",-0.00869196094572544,0.00601403973996639,0.0189304612576962,0.00482003577053547,-0.000163455231813714,0.00418007094413042,-0.00189090811181813,-0.00528084998950362,0.00138822838198394,0.00232747476547956
"17",0.0086068157106638,-0.000165217788890004,-0.000111307119368576,0.00122274132445455,0.00263256137259305,0.00642416439950466,0.00110628502443433,-0.00669042998924851,-0.00035107575240545,-0.00260659935884178
"18",-0.00542874168604612,0.00155272579286247,-0.0147962504997849,0.00103697495069355,0.000808267446700484,0.00400923565030098,-0.00195490126498044,0.00764702912420034,-0.00650389678776264,0.00606629531830549
"19",0.00555398035794497,-0.00025575642939657,0.000332730385707691,0.00118743919301778,-0.0009735357016325,0.000337336619850248,-0.0018322808900848,-0.0105669694021344,-0.0040993127040565,-0.00191272620577365
"20",-0.00180265121161938,-0.00116561853792518,-0.0127931600436568,0.00677069323137403,0.00130520632956177,0.00280106952413917,0.00402247859165072,0.0054796920157969,0.00202765921130776,0.0023879858199507
"21",-0.00648712879046798,0.00126573641318828,0.0107588907703757,-0.00196239026263356,0.00746955676004291,0.00198228913359344,-0.000339438673108816,-0.00234220433048904,0.000944166153203696,-0.00207682745531201
