"","MSFT","XOM","INTC","C","GE","WMT","PFE","HPQ","JNJ","JPM"
"1",0.00664880406111479,0.00550449220463634,0.00032899432699196,0.00148017110768706,0.00178845436312258,0.00733089027926326,0.00322917033918202,0.000165863384609111,-0.00402309605851769,0.000108605316199828
"2",0.00502069247886539,-0.00787098053842783,0.0254892893135548,0.000890880357474089,0.00499294092878699,-0.00510635646060109,-0.00145066413097084,-0.00125309871509671,0.00138648401480168,-0.00026073562912643
"3",0.000641885271761566,0.00490377377718687,0.0338845141232014,-0.00171175063587725,0.00494668539613485,-0.00800656899809837,-0.00877144187688828,0.00344367255456746,0.00157539325300604,0.0147864678874612
"4",0.00243618106469512,0.00615354161709547,0.0200055651366711,0.00158220028970391,0.00457381224259734,-0.00197986559942365,0.00167266849894077,-0.00145495089236647,0.000616147764958441,-0.00333354691974819
"5",0.00270686019212008,-0.0064228386618197,0.00532357906922698,-0.00335737084969878,0.0061121117323637,0.00205872091464698,-0.00996214896440506,-0.000575030280742794,0.00217030267231166,0.00136400992050767
"6",0.00380628299899399,-0.00280925235711038,0.00198962795548141,0.00087677116971463,0.00597893074154854,-0.000453537184512243,0.00107288383878767,-0.00256123254075646,4.35661895608064e-05,0.012432498857379
"7",-0.000219505935092457,0.000923434796277434,0.00370422471314669,0.0002933464711532,0.000678170006722212,0.00134082324802876,0.0103320637717843,0.000554305443074554,-0.000949700071942061,0.00140088039916009
"8",-0.00247861840762198,0.000641355116385967,0.000581111235078424,0.000825831026304513,-0.000261767796473578,-0.00482478551566601,-0.00107212539296597,0.000636431272141635,-0.000730619940441102,-0.00335932266898453
"9",0.00907860975712538,-0.00528560299426317,-0.00590796070173383,0.0047569377347827,0.00909361615777016,-3.32545896526426e-05,-0.0124572739005089,0.000960757024586201,0.00279878498986363,0.00314731057733297
"10",0.0042300526984036,0.00303383474238217,0.00357057619839907,0.00028473322163336,-0.0162395592778921,0.00502630975097418,-0.00638538785278797,0.000135015390696935,-0.000401874800445512,0.00286373193375766
"11",-0.00195365841500461,0.00147282145917416,0.000390844681533054,0.00291608087718487,0.00930839218199253,0.007690470200032,-0.0044855484738946,0.00177398032974452,0.00432219076901674,-0.0109111974015832
"12",0.00270309951156378,-0.00640264619141817,0.00190701382234693,-0.00311471871100366,0.00401363521814346,0.00212995358742774,-0.00399810541421175,-0.000408894062275067,-0.00143573153764009,0.00362843903712928
"13",0.00715666264295578,-0.00647395290434361,0.00632904330268502,-0.000516729487571865,-0.000934857118409127,0.00507048098370433,-0.00776925357058644,0.00484686950221658,-0.000150506879435852,0.0132795060053468
"14",0.00804824661463499,0.00241496227681637,-0.0035234778188169,-9.92224431684008e-06,-0.00343445315957069,0.00425769342109561,0.00169125664979219,0.00857348926365376,0.00316922878846526,-0.0067349779419601
"15",0.00259972689673305,-0.0136747825890779,0.00394153781235218,0.00132874026894569,-0.00127448828425258,0.000644540297798812,-0.00492214411497116,0.000217969427467324,0.000486815260956064,0.00243620690889657
"16",0.00289807561784983,0.00339379510842264,0.00211569340899587,-0.00400725798681378,0.000919491343665868,0.00111827021464705,0.0028782170265913,0.0010961996158585,-0.00084973534103483,0.0017102025449276
"17",0.00689516915008426,0.00804079324007034,0.00410160329192877,0.00177231407724321,0.00184038374572992,-0.00125809211749583,0.00229193083941936,0.000359569559805095,-0.00251242611557245,0.00329750683158636
"18",0.00134831725154072,0.00104229710996151,0.00140386796556413,0.00220029731281102,-0.00571745680645108,-0.00831624027341604,0.00659026252105832,0.000997065682895482,-0.000145690486533567,-0.00109490030445158
"19",0.00241802958771586,-0.0104766190052032,0.000366742577170953,-0.00356595194898546,0.000976538634859025,-0.00281107542105019,-0.00429020030423999,0.00261844508349895,0.000933254661504179,-0.000280164764262736
"20",0.00449914252385497,0.0016768395435065,-0.00349823129363358,0.00240274867974222,-0.00281145726330578,0.00856476090848446,-0.00378874852322042,-0.00267134257592261,0.00244816276244819,-0.000305314548313618
"21",0.00281105120666325,-0.00391072034835815,-0.00310081639327109,0.000383970036637038,0.00568715622648597,0.0060011837631464,-0.00126836902927607,0.00162227882537991,-0.00398436887189746,0.00375560787506402
