"","AAPL","MSFT","GE","DIS","XOM","JPM","INTC","PFE","JNJ","CVX"
"1",0.0287150144577026,0.00860951561480761,-0.00152021937537938,0.00212869793176651,0.0340034812688828,0.00845318101346493,0.0021655005402863,-0.0053208852186799,0.00539680989459157,0.0029779642354697
"2",0.000560210959520191,0.0125672146677971,-0.00753979198634624,-0.0161170400679111,0.00273160357028246,0.0074414387345314,0.0405959524214268,-0.00365039287135005,0.0057512023486197,-0.0021627580281347
"3",-0.000305159919662401,0.00519222114235163,0.00404549390077591,0.0173083748668432,0.00304230605252087,0.0106074484065175,0.00278994766995311,0.00588817056268454,-0.00161494873464108,-0.00165816291701049
"4",-0.0315758846700191,0.00968872103840113,-0.0102886641398072,0.0053109023720026,-0.0147795900702477,-0.000880661071278155,-0.00423207599669695,-0.000270900985924527,0.00691767781972885,0.0129313739016652
"5",0.00226519000716507,0.0012524863705039,-0.00618967972695827,-0.00463241152465343,0.00167296105064452,-0.0150486873462796,0.0110020590946078,0.0010841122129932,0.0182293877005577,0.00630783615633845
"6",0.00288967601954937,0.00442412681877613,0.00284372526220977,-0.0087917847558856,-0.00111412990372628,0.00979303009808064,0.000639375357422978,-0.004938212223351,-0.00548996822908521,-0.00112138874828815
"7",0.00386981409974396,-0.00282366713508964,0.00122962088789791,-0.00155724422074854,-0.0131518812850118,-0.0092260055243969,0.00107553752604872,-0.00169945962261409,-0.00253264955244958,0.00271428027190268
"8",0.0087748384103179,-0.00316780689172447,0.00064040714642033,-0.00512638688087463,0.00272769085131586,0.0143574504181743,-0.00358417350798845,-0.00197598501108587,-0.00292538176290691,-0.0135551299899817
"9",-0.00485389865934849,-0.00446127727627754,-0.00343262567184865,-0.000766450422815979,-0.00189925194717944,0.000762992247473449,0.00272068846970797,-0.00271895434707403,-0.0105938287451863,0.0117528857663274
"10",0.010488442145288,-0.00409817462787032,-0.00052129226969555,-0.00284751318395138,0.0098426416516304,0.0068447096273303,0.000721911434084177,-0.0036032956559211,0.00346300168894231,0.00240442762151361
"11",0.000666570675093681,-0.0133193880319595,0.00123311951756477,0.00159035134129226,-0.000128208033856936,0.00740736583247781,0.00716060539707541,-0.00177354831248522,0.00253462651744485,-0.00145549338776618
"12",-0.00346158700995147,-0.0071603343822062,0.00752452295273542,-0.0111275548115373,-0.00763391749933362,-0.00128611933905631,-0.00288481684401631,0.000586792884860188,-0.00256672687828541,0.00354783982038498
"13",-0.00626501115038991,0.00596255902200937,0.00637602899223566,-0.00250094779767096,-0.0131413489580154,-0.000524937640875578,-0.00451920833438635,0.00135975168086588,-0.000819857465103269,-0.0126197282224894
"14",-0.0128804920241237,-0.000116452174552251,0.00131876009982079,0.00765789812430739,-0.00963243003934622,-0.00872320402413607,0.00357332918792963,0.00272031244821846,-0.00796077866107225,0.000897052872460335
"15",-0.00177910400088876,-0.00443174038082361,0.0117424260824919,-0.0165617913007736,0.00201062904670835,0.00138676876667887,0.00488360319286585,-0.00406270055100322,-0.007901256904006,0.00332616921514273
"16",0.00106883968692273,-0.00183268205728382,0.00936987064778805,0.00324345612898469,-0.00417470140382648,-0.00845702178776264,-0.00206465949304402,-0.00356888864189386,0.00394419394433498,-0.00195125211030245
"17",0.000826410483568907,0.0026368557009846,0.0133768524974585,0.00459706922993064,0.000362469610990956,0.00178957800380886,1.6336058251909e-05,0.00248729647137225,0.00361713138408959,0.00302334316074848
"18",0.000749156693927944,0.00620950479060411,0.00724785076454282,-0.0101784113794565,-0.00462627084925771,-0.00603380240499973,0.00341204833239317,0.00367397256195545,-0.00199731532484293,-0.0141652496531606
"19",-0.00937587022781372,0.00373514601960778,0.00957353506237268,-0.00288439821451902,-0.00758152222260833,-0.00210498180240393,-0.00327808572910726,0.000548605457879603,-0.00561597896739841,-0.00488852942362428
"20",0.000182044430403039,0.00309769483283162,0.0113483369350433,0.00214081583544612,0.000892230949830264,-0.000354256655555218,-0.0022933199070394,0.0026909017469734,-0.00960970763117075,-0.00448673591017723
"21",-0.00618703756481409,-0.00269535649567842,-0.00426697731018066,-0.00720412703230977,0.00110829283948988,-0.00174394808709621,-0.00192442478146404,0.00231630075722933,0.00641702115535736,-0.00461249379441142
