"","MSFT","XOM","INTC","C","GE","WMT","PFE","HPQ","JNJ","IBM"
"1",-0.0031554049346596,0.00399325462058187,0.00993978232145309,0.000499227724503726,0.0036733893211931,-0.000547062722034752,-0.00867980904877186,-0.000869085895828903,0.00373292085714638,0.00667542917653918
"2",0.00049824028974399,-0.00872278865426779,0.00146555458195508,0.000362739199772477,0.0163159091025591,0.00182055227924138,-0.00160717230755836,0.00517148291692138,0.000236975829466246,0.00716263009235263
"3",-0.0030999390874058,-0.0134990103542805,0.00983443111181259,-0.0014126927126199,0.00267627672292292,-0.0112335197627544,-0.00348391244187951,-0.00134047784376889,-0.000665583240333945,-0.00479810172691941
"4",-0.00571849523112178,0.0111695686355233,0.00763039849698544,-0.000264530419372022,0.00316208205185831,-0.000487424316816032,-0.00237817410379648,0.0020228773355484,-0.00348220951855183,0.00018159591127187
"5",-0.00659045251086354,0.000994434114545584,-0.00519956508651376,0.00339434947818518,0.00172780209686607,9.14558913791552e-05,-0.00277260248549283,0.0027630606200546,0.00276575610041618,0.00167327851522714
"6",-0.00197608838789165,-0.00276082684285939,0.00476298620924354,-0.014287693426013,6.46809858153574e-05,0.00561252050101757,0.000850900658406317,0.00312265986576676,0.00117121706716716,0.00996360648423433
"7",0.00246548163704574,-0.00122515019029379,0.00158835831098258,-0.00114568485878408,-0.00460669817402959,0.0029704412445426,-0.00356160406954587,-0.00125716172624379,0.00145005527883768,5.43193054909352e-05
"8",0.000493259984068573,0.00710214115679264,-0.00515496172010899,0.00319640687666833,0.00145135470665991,0.0111424019560218,0.00163528928533196,0.0029582935385406,-0.00025025915238075,5.61778142582625e-05
"9",0.00312660820782185,0.00632343720644712,0.00421801675111055,-0.00244086747989058,-0.00244368822313845,0.00524724600836635,-0.000663510814774781,-0.00101697572972625,0.0021241307258606,0.000472382846055552
"10",-0.00398211600258946,0.004437739495188,-0.00331860431469977,0.000994110130704939,0.000447320373496041,0.0125566497445107,-0.00315218511968851,-0.00645108008757234,0.00115374708548188,-0.00444800220429897
"11",-0.000627003260888159,-0.00879550166428089,-0.00635240925475955,0.00251447362825274,0.00248254975304008,0.0063706892542541,-0.00270050414837897,-0.000881623243913054,0.000986706698313355,0.00256909895688295
"12",0.0054011344909668,0.00186868966557086,-0.00580562464892864,-0.0050558396615088,0.00346711277961731,0.00380417495034635,-0.0049735102802515,3.04514396702871e-05,0.00157751725055277,0.00359341478906572
"13",0.00433137686923146,-0.0128635670989752,0.00154891225975007,-0.00308892130851746,-0.00680179428309202,-0.0154240848496556,-0.00383989047259092,-0.00356506416574121,-0.0022939823102206,-0.00158504862338305
"14",-0.000296936021186411,0.00730168772861362,0.00190335838124156,-0.000438053335528821,0.00187549786642194,0.00574159482493997,-0.0054530156776309,-0.000581281608901918,-0.00135168351698667,0.000307531445287168
"15",0.00312533043324947,0.000988506712019444,-0.00230135745368898,-0.0006891816155985,-0.00112768076360226,-0.00776883400976658,-0.00486847618594766,0.00341981276869774,-0.00117641862016171,0.00128350907471031
"16",0.0012222402729094,-0.000415289483498782,-0.00854209996759892,0.000579401850700378,0.00347897200845182,-0.00027132936520502,-0.00488039944320917,0.000452325155492872,-0.00209281244315207,0.00452774297446012
"17",0.0105651179328561,0.000478849135106429,0.00937994942069054,-0.00897021498531103,0.00627780193462968,0.00455099111422896,-0.0030764127150178,-0.0029695057310164,-0.000851290067657828,0.00129864399787039
"18",-0.00248168362304568,-0.00553008215501904,0.00734468316659331,0.00504937814548612,0.00398785248398781,0.00303478771820664,-0.00373502145521343,0.00657218974083662,-0.000908607966266572,0.000450058287242427
"19",-0.00531699880957603,0.00804746802896261,-0.00508987670764327,0.000956824165768921,-0.000775215798057616,0.00513749942183495,0.00215487484820187,0.00314335664734244,8.6601976363454e-05,0.00787192396819592
"20",0.00744413072243333,-0.00606855377554893,-0.000838430714793503,-0.00073921459261328,0.00291834538802505,0.00224435748532414,0.00393641041591763,0.000958658463787287,-0.000909849302843213,-0.00309242191724479
"21",-0.00202497141435742,-0.00231460179202259,-0.00303480471484363,0.00348145863972604,0.00413219537585974,0.000776989676523954,0.00655603501945734,-0.00394329754635692,-0.000784229603596032,-0.000874049786943942
