"","C","MSFT","BAC","XOM","GE","JPM","INTC","WMT","CVX","IBM"
"1",0.00399144273251295,-0.0150550752878189,-0.0430372767150402,-0.0310127828270197,0.0609799548983574,-0.0238666459918022,0.0165290255099535,0.0387758351862431,-0.0167260430753231,0.00485687982290983
"2",0.0609568804502487,0.0154362078756094,0.0903565436601639,0.0318326726555824,0.0491107441484928,0.0403678342700005,0.0192483644932508,-0.0167938061058521,0.0188679881393909,0.00870702229440212
"3",-0.0204303506761789,-0.00297401589341462,0.149590596556664,-0.0106317382305861,-0.00710857473313808,0.13611689209938,-0.0150499949231744,-0.00982823502272367,0.0289359502494335,0.00267978175543249
"4",-0.00713502569124103,0.00714195612818003,-0.0507663302123547,0.00210560858249664,0.00797043461352587,-0.0628907904028893,-0.00192624004557729,-0.00412373617291451,0.00712869642302394,0.00814617332071066
"5",0.0161259602755308,-0.0126934321597219,0.0121789304539561,0.0180044025182724,0.01723094843328,0.00383535376749933,0.0217881239950657,-0.00327700888738036,0.00241189659573138,0.00175961025524884
"6",-0.0264360792934895,-0.00260494207032025,0.0140277734026313,-0.00480444356799126,0.0222652964293957,-0.0154371848329902,-0.00375868263654411,0.0152379283681512,-0.0955851599574089,0.00506759993731976
"7",-0.0143155585974455,-0.00206045364029706,-0.000572287710383534,0.000216845975955948,0.00850574672222137,0.0330955907702446,-0.0570257529616356,0.0429947078227997,0.0436918362975121,0.00485908472910523
"8",0.0269381441175938,0.00853943265974522,0.00201775832101703,-0.000132120097987354,0.0585879683494568,0.0742587521672249,0.00400578882545233,0.0109627619385719,-0.00595101155340672,-0.00538643077015877
"9",0.00963631924241781,-0.0043725473806262,-0.0489960387349129,-0.0787078738212585,0.0211433805525303,0.00881490111351013,-0.00639624707400799,-0.0121130086481571,0.0228803101927042,-0.0129136824980378
"10",0.0102672213688493,0.0029981192201376,0.0215994697064161,0.0460119806230068,-0.0190917886793613,0.0494315288960934,-0.00415998650714755,-0.00250179483555257,0.042255274951458,-0.0110143413767219
"11",0.0123579669743776,-0.00435001915320754,0.00564572308212519,-0.0149706341326237,-0.0198094937950373,6.59814540995285e-05,0.0146978441625834,0.0063961474224925,-0.0151287540793419,-0.00791225861757994
"12",0.00501289358362556,0.0163682140409946,-0.00743428012356162,0.024602685123682,-0.00078504451084882,0.00642356043681502,0.0053015467710793,-0.0113603938370943,0.0115271667018533,-0.00816627126187086
"13",-0.0256057400256395,-0.00515347812324762,0.00705562764778733,-0.0130946366116405,0.00618997076526284,-0.0158065687865019,0.00635694013908505,-0.0052171815186739,-0.027162903919816,0.00785846449434757
"14",0.0183850228786469,-0.00533951073884964,0.0550941340625286,-0.0050313170067966,-0.0133133577182889,-0.0176310781389475,-0.000733860302716494,0.00727036874741316,0.018875515088439,-0.00851178448647261
"15",-0.00252049742266536,0.000614283606410027,-0.0201886929571629,-0.00914744939655066,0.0103754745796323,-0.00304863625206053,-0.0536413267254829,0.00707291672006249,-0.00260763079859316,-0.0012564854696393
"16",-0.0226117577403784,0.00380682526156306,-0.0188891086727381,-0.00210777996107936,-0.0165989678353071,-0.0070470473729074,0.0137711204588413,0.00289036892354488,-0.00464514875784516,0.00379992183297873
"17",-0.0388392470777035,-0.0104883732274175,0.00813690945506096,0.0149257052689791,-0.00450502429157495,-0.0161985773593187,-0.0220384001731873,0.00303320097737014,0.018319284543395,0.00650635967031121
"18",-0.00661051925271749,0.00755750434473157,-0.00866309273988008,-0.0124868294224143,0.0112366722896695,-0.014686917886138,0.0113665256649256,-0.00133472646120936,-0.0064978301525116,-0.00504316855221987
"19",0.00320111261680722,0.00708133308216929,0.00417839456349611,-0.0816276967525482,-0.000374540948541835,-0.00206241034902632,-0.005298703443259,-0.00077508669346571,0.00819649081677198,0.00868041533976793
"20",-0.0107722552493215,-0.00381750706583261,-0.00111156236380339,0.0467530228197575,-0.0223236605525017,0.00522893201559782,-0.0128966849297285,-0.00949861574918032,-0.000298258062684909,-0.000228019242058508
"21",0.00298908795230091,-0.00628281012177467,-0.00760528957471251,-0.019726786762476,0.0114306584000587,-0.00396019360050559,0.0285032335668802,-0.00340100936591625,0.00522246770560741,-0.00640247156843543
