"","BAC","MSFT","JPM","XOM","GE","INTC","JNJ","PFE","CSCO","IBM"
"1",-0.00585204316303134,0.00233187922276556,-0.000444992212578654,0.000514798797667027,0.00168662564828992,-0.00589483603835106,0.000520198838785291,0.000849489646498114,0.0415016002953053,0.00102677673567086
"2",0.00732531072571874,-7.84573494456708e-05,0.00562310591340065,0.0014238707954064,0.0036456745583564,0.00095763144781813,-0.00678716320544481,0.00468407245352864,-0.00513988547027111,0.00216940371319652
"3",0.00693830382078886,-0.00596007332205772,0.00937781203538179,0.00581939611583948,-0.00446717580780387,-0.00151878863107413,0.00710311578586698,0.00389065872877836,-0.00648870412260294,0.00177083490416408
"4",0.00807041674852371,0.000336178956786171,-0.00198006629943848,-0.0080565894022584,-1.26083532450139e-05,0.000723884906619787,0.0199046935886145,0.00139927887357771,-0.00145685370080173,-0.000895440171007067
"5",0.00460696779191494,0.00598402321338654,0.0121041117236018,0.00310517102479935,-0.00165432668291032,-0.000312935095280409,0.0297429356724024,0.00169762701261789,-0.000819025444798172,-0.000107785708678421
"6",0.015433850698173,-0.00432594818994403,-0.00099551526363939,0.00546392099931836,0.00307623972184956,-0.00737851019948721,0.0113496128469706,0.0138359880074859,0.0118290651589632,0.00195230275858194
"7",-0.0015164278447628,0.00397731922566891,-0.0071078035980463,-0.00305371941067278,-0.00366860930807889,-0.00693561043590307,0.0224652849137783,-0.0034555469173938,0.000129068866954185,-0.000581340107601136
"8",-0.000690964167006314,8.59017063703504e-07,0.00304034608416259,-0.000159069240908138,0.00142828794196248,-0.00594438891857862,0.000880505074746907,-0.000414138339692727,0.00135964853689075,0.00330295786261559
"9",-0.00447190599516034,0.000466685683932155,0.0128235649317503,0.00344951986335218,-0.00210844352841377,0.00807324517518282,0.00190325698349625,0.00417177379131317,0.00916741415858269,0.000871628639288247
"10",-5.19189870828995e-06,0.00679814768955112,-0.0196758359670639,0.004402129445225,0.00777177279815078,-0.00198516226373613,0.000629827787633985,0.000817498832475394,-0.00256750942207873,0.00274033565074205
"11",-0.00620312616229057,-0.00211888994090259,0.00690296525135636,0.00123182730749249,-0.00244634062983096,-0.00220911507494748,0.00704936217516661,0.00456703454256058,-0.0025549647398293,0.00197929725982249
"12",-0.00630174251273274,0.00108263280708343,0.0134782092645764,-0.000478429719805717,0.00219058687798679,0.00135349424090236,-6.18751146248542e-05,-0.00281742005608976,-0.000265765382209793,0.00244039366953075
"13",0.0102565428242087,0.00490880245342851,-0.0144090112298727,-0.00455210078507662,0.00124514498747885,-0.0027860866393894,-0.00143371836747974,-0.00024146334908437,-0.00341610098257661,0.00118961103726178
"14",-0.00323619577102363,0.00085796182975173,0.00891206320375204,0.00232617720030248,0.000384203071007505,-0.004679084289819,0.00125860900152475,-0.00293951295316219,-0.00383978220634162,0.00211217440664768
"15",0.0143947238102555,0.00291966390796006,0.00130323367193341,0.00118027289863676,-0.000203835938009433,-0.00158591684885323,0.00252964184619486,0.00299896625801921,-0.0076946266926825,0.000770308019127697
"16",0.00896527897566557,0.00110714451875538,0.000927846704144031,-0.00350715103559196,0.00388245447538793,-0.0101344585418701,0.00452573364600539,-0.00723149627447128,0.0043786158785224,0.0021428142208606
"17",0.00982280075550079,-0.00564072141423821,-0.000995587441138923,0.00439192354679108,0.000318574340781197,-0.0110329706221819,0.000839664426166564,0.00596713786944747,-0.000211990409297869,0.000824585498776287
"18",0.00168132316321135,0.00602856231853366,-0.00101271341554821,0.00128460675477982,-0.00470475573092699,-0.00106788508128375,-0.00154836184810847,0.00111151579767466,0.00217615207657218,0.000527005700860173
"19",-0.00244100531563163,-0.00188260420691222,-0.00204281788319349,0.00168523087631911,-2.05325668503065e-05,0.00622886978089809,0.00433799251914024,0.00848945789039135,0.00587795069441199,-8.63254754221998e-05
"20",0.0132368979975581,0.00409831246361136,0.00897875428199768,0.00320962257683277,-0.00116437370888889,-0.000545244954992086,-0.00191178056411445,0.00604602275416255,0.00749583402648568,0.0021428142208606
"21",0.00736800348386168,0.00282022077590227,-0.00598745513707399,-0.00358201703056693,0.00159698526840657,-0.0032692588865757,0.000549119373317808,-0.00391653180122375,-0.00267028831876814,0.000659029697999358
