"","AAPL","MSFT","JPM","CVX","V","BA","DIS","INTC","UNH","CRM"
"1",-0.0140546159818769,0.0032682225573808,-0.00352577609010041,0.00599674042314291,-0.00308135151863098,0.00803682580590248,-0.00608102092519403,-0.00962761975824833,-0.00230540544725955,0.00643401546403766
"2",-0.00876829773187637,0.0038429400883615,0.0132508492097259,-0.00550104957073927,-0.00723806256428361,0.0138433976098895,0.00362833100371063,0.00744127621874213,0.00559277134016156,0.000552554789464921
"3",-0.00724396947771311,-0.00512224528938532,0.00562991201877594,0.00567893963307142,-0.00285013695247471,-0.0191192626953125,-0.00889175105839968,-0.0402030870318413,-0.00600883597508073,-0.0215662643313408
"4",0.01839654520154,0.0242560561746359,-0.0071967882104218,0.00158435804769397,-0.00135669286828488,-0.0402971506118774,-0.0167014803737402,-0.00483977375552058,0.000183326817932539,0.00274039572104812
"5",0.0070672482252121,0.00874670222401619,-0.00918425526469946,0.00468198070302606,-0.00994238629937172,-0.0387224704027176,-0.00483612529933453,0.00616180570796132,0.000284044508589432,-0.00490120751783252
"6",0.00511583499610424,0.0162915196269751,-0.0195011906325817,-0.00428994698449969,0.00815822836011648,-0.0160417277365923,-0.0110438307747245,0.00214591901749372,0.000268111878540367,-0.00371002010069788
"7",0.0157493110746145,-0.00171876046806574,-0.013900276273489,-0.00321604637429118,0.00764763867482543,-0.0238757990300655,-0.00746778910979629,-0.0111040621995926,-0.00708160270005465,0.00795847736299038
"8",-0.00121748144738376,0.0106809940189123,-0.0064785685390234,0.0012510665692389,-0.00694617442786694,-0.0141398096457124,0.00375456875190139,0.00289672426879406,-0.00371039006859064,-0.0158940050750971
"9",-0.0200771801173687,-0.00298538524657488,0.006704431027174,0.00747702782973647,0.000387199863325804,-0.00265750545077026,-0.0118075972422957,0.01637595705688,-0.0104115149006248,-0.00836703926324844
"10",-0.00525754410773516,-0.00843883957713842,-0.00914189033210278,0.0164148323237896,0.000931362737901509,0.0468480102717876,-0.000205921998713166,-0.00328042940236628,-0.0101384352892637,-0.0118578905239701
"11",-0.0156988706439734,-0.0286409240216017,-0.0104742906987667,0.00207844283431768,0.00792920775711536,0.0309244301170111,-0.0125528452917933,0.0150259025394917,-0.0058293417096138,-0.0129009187221527
"12",-0.0150000778958201,0.00592162320390344,0.014911912381649,0.0086292615160346,0.00890434812754393,-0.00501966523006558,-0.0102433813735843,0.00425642728805542,-0.00228981510736048,-0.0144865736365318
"13",-0.0136570921167731,0.00191628758329898,0.0131578966975212,-3.07579307445849e-06,-0.00441128853708506,0.014655782841146,-0.00478828744962811,-0.0026431439910084,0.0024038371630013,-0.0116599705070257
"14",-0.0163367912173271,-0.00653861556202173,-0.00156465626787394,0.0139157744124532,-0.00748876016587019,-0.0251764468848705,-0.00322217820212245,-0.0104539860039949,-0.00355652254074812,-0.0136579759418964
"15",0.0058638658374548,-0.00541739910840988,0.00483989203348756,0.00202029314823449,-0.00118210737127811,-0.00757259782403708,-0.0117483399808407,0.00368724018335342,-0.00156950834207237,-0.0210633240640163
"16",-0.00625030323863029,-0.00552770029753447,0.00342033174820244,0.00890958495438099,0.000400618533603847,-0.00783710274845362,0.00156954827252775,-0.00788898952305317,0.00122368661686778,-0.00402178056538105
"17",0.003623470896855,-0.0141739835962653,-0.0174547769129276,-0.00417510699480772,-0.00798853579908609,-0.00202374742366374,-0.00872897915542126,0.0037544877268374,-0.0036885617300868,-0.00443235319107771
"18",0.00347908469848335,-0.0114174773916602,-0.0092915715649724,0.0130421342328191,-0.00288522709161043,-0.00236285175196826,-0.00536300288513303,0.0142465131357312,-0.00559271220117807,-0.00703239301219583
"19",-0.00754634756594896,-0.00126156385522336,-0.00206785858608782,0.00584118207916617,-0.00671984814107418,-0.00704227527603507,-0.0059917364269495,-0.00228752684779465,-0.00531224580481648,-0.0191480573266745
"20",-0.00364279677160084,0.00106265884824097,-0.00125293957535177,0.0106831733137369,-0.00746991252526641,-0.0277134552598,-0.00499910302460194,0.0160019192844629,-0.00347726605832577,-0.0243795029819012
"21",-0.00260687759146094,-0.0126370564103127,-0.0025868013035506,-9.4151240773499e-05,-0.00597778148949146,-0.00356009183451533,-0.0121227987110615,-0.00494283717125654,-0.0079916138201952,0.00138727808371186
