"","AAPL","MSFT","GE","XOM","JPM","DIS","INTC","PFE","JNJ","CVX"
"1",0.0012469933135435,0.00424762303009629,-0.00239580357447267,-0.0047230594791472,-0.00333417789079249,0.0311521384865046,-0.00181327725294977,-0.00821805465966463,-0.00537586165592074,0.0067065148614347
"2",0.00904278829693794,0.00620525749400258,0.00597064942121506,0.0039396695792675,0.00463291630148888,0.030344607308507,0.000722467608284205,0.00422534765675664,0.00297360518015921,0.00572967436164618
"3",0.00171475007664412,-0.00095425610197708,-0.00148806464858353,-0.00235586962662637,-0.0131786530837417,0.0159630663692951,-0.00301940878853202,0.00621007289737463,0.00258693937212229,0.00555161666125059
"4",0.0032172950450331,-0.00542882224544883,-0.00713817542418838,-0.00282718776725233,0.000783574650995433,-0.0045010750181973,-0.0138752050697803,-0.000161187825142406,0.00102023012004793,-0.0040007927455008
"5",-0.0109623335301876,-0.00184277421794832,0.00612125219777226,-0.00569994701072574,0.00273290439508855,0.00141912535764277,0.00151114177424461,-0.00496084243059158,0.000897111953236163,-0.00232160603627563
"6",-0.00425756070762873,0.00210984074510634,-3.33293974108528e-05,0.00788859464228153,0.00154034059960395,-0.00781849026679993,-0.0115469060838223,-0.00208038091659546,-0.00164470821619034,-0.000147549319081008
"7",-0.0132544096559286,-0.00250759138725698,0.00424256129190326,-0.00326262507587671,-0.00760986795648932,0.000646147527731955,-0.00682852463796735,-0.00553219160065055,-0.00430234987288713,0.0051905270665884
"8",-0.00229154713451862,-0.0142369624227285,0.00255342689342797,-0.00607828563079238,0.00535260140895844,-0.00170641310978681,0.00176998029928654,-0.00167308794334531,-0.000769461155869067,-0.00407274952158332
"9",0.00853341072797775,-0.00245327106676996,0.000768677971791476,0.000586731592193246,-0.00821708515286446,-0.00181067152880132,-0.00243113562464714,0.00355707528069615,-0.00312860053963959,-0.00539104826748371
"10",0.00307925185188651,0.000113963396870531,0.00031634807237424,0.00272985501214862,-0.00860764272511005,-0.00471583753824234,-0.00057582778390497,-0.00032628359622322,-0.00176730134990066,-0.0113151241093874
"11",-0.00288410624489188,-0.00432252045720816,0.00434496765956283,-0.00541978282853961,-0.00459597958251834,-0.000124830621643923,-0.00784383248537779,-0.00654562842100859,-0.00254381005652249,-0.00556853041052818
"12",-0.00608652597293258,0.00280852126888931,-0.00448190560564399,-0.000188572244951501,0.00290737277828157,-0.000226182004553266,0.00261270394548774,8.69648647494614e-05,-0.00186068401671946,-0.000368932320270687
"13",0.00366654922254384,0.00453700684010983,-0.000357518409145996,0.00145778222940862,0.000937849574256688,-0.00702656293287873,0.00109671300742775,0.000262932735495269,-0.00310203200206161,0.00109763641376048
"14",-0.00433482136577368,0.00325921084731817,0.00567307835444808,-0.00334730464965105,0.00912061799317598,0.00452503049746156,-0.0020270524546504,-0.00262401951476932,-0.00500311888754368,-0.00136992649640888
"15",-0.00700760539621115,0.00981490593403578,-0.00594829674810171,-0.00658408692106605,0.0023221445735544,-0.00427590450271964,-0.00214569270610809,-0.0024987580254674,-0.00204157689586282,0.00228498387150466
"16",-0.00107535347342491,-0.00539858592674136,0.00135240203235298,0.0101312473416328,-0.00335543137043715,-0.00145001173950732,-0.000991381006315351,-0.0115411039441824,0.000127068706206046,-0.00482170376926661
"17",-0.00131976814009249,0.00315499422140419,0.00866496749222279,-0.000650374975521117,-0.00497229862958193,0.00145744439214468,0.00401946809142828,-0.00268130679614842,-0.00602131290361285,-0.0076891933567822
"18",-0.00144812918733805,0.00139110384043306,-0.00356619642116129,-0.00368692679330707,-0.00629134569317102,0.00169643945991993,0.00024944223696366,-7.80897826189175e-05,-0.00685304589569569,-0.00039393620681949
"19",-0.00458747427910566,-0.00696669425815344,0.000695710768923163,-0.00450737122446299,0.00104725628625602,0.00186937570106238,-0.0054767532274127,0.000516945496201515,0.00437431503087282,-0.00377544388175011
"20",0.0107645699754357,-0.0139227584004402,0.00513836881145835,-0.000996919465251267,0.000976054696366191,0.00382833043113351,0.00296124117448926,-0.00164412322919816,0.0055307880975306,0.00141914235427976
"21",0.00553316902369261,-0.00330719840712845,-0.0085884490981698,-0.00215124106034636,0.00934071745723486,0.00284959655255079,-0.00408302480354905,-0.00392224965617061,-0.00382581423036754,0.00467083184048533
