"","BAC","JPM","XOM","MSFT","GE","INTC","WMT","CSCO","IBM","PFE"
"1",0.00348234269768,-0.00808944832533598,0.00281731830909848,0.00853855069726706,-0.0066815740428865,-0.0139925004914403,0.00363872153684497,-0.0149601818993688,0.000717281713150442,0.00709383236244321
"2",0.00147978228051215,0.00170893757604063,-0.00737466244027019,-0.00389995379373431,-0.00991689506918192,0.018564036116004,-0.0127209005877376,-0.00634768651798368,-0.0100854067131877,4.49790022685193e-05
"3",-0.0235064886510372,-0.0127924168482423,-0.00191094190813601,0.0094786137342453,0.00337685062550008,-0.002864436712116,0.00467756995931268,-0.00415051775053144,0.00828542467206717,0.00428455090150237
"4",-0.0113910920917988,0.00242333998903632,-0.00578442495316267,0.000861054519191384,-0.00477620819583535,-0.00093596987426281,-0.0165301188826561,-0.0108637092635036,0.00308840372599661,0.000965259969234467
"5",0.0143188489601016,0.00535164214670658,0.00974047277122736,0.00112012436147779,0.00585794076323509,-0.00222522765398026,0.00878403522074223,-0.00215019332244992,0.000534313439857215,0.0100756715983152
"6",-0.0112837851047516,0.0023604657035321,-0.0041831242851913,-0.000348893023328856,-0.00329943234100938,-0.00567894382402301,-0.0183721538633108,-0.0200463123619556,0.000993556925095618,-0.00337181473150849
"7",0.0036115765105933,-0.00734620727598667,-0.00665425416082144,0.013652428984642,-0.00628721062093973,0.0004395934229251,0.00538102723658085,-0.000750954612158239,-0.00240569445304573,-0.00268317083828151
"8",0.00777886528521776,0.00619949167594314,-0.0212672650814056,0.00402647163718939,0.00135611381847411,0.0097445035353303,-0.012700310908258,0.00404206477105618,0.0118954228237271,0.00747070461511612
"9",0.00440075667575002,-0.0110500762239099,-0.0047634937800467,0.00839780643582344,-0.00638316478580236,0.00412087235599756,-0.000719911011401564,-0.00564334494993091,0.00139476964250207,0.00741711771115661
"10",0.00854284409433603,0.00401703966781497,0.00215901318006217,-0.00593528430908918,0.00607540039345622,0.00164661300368607,-0.00992703717201948,0.00639941031113267,-0.000244043272687122,0.00139006017707288
"11",-0.00781626813113689,-0.0155488485470414,-0.00687585724517703,0.00336799351498485,-0.00227173860184848,0.00724703073501587,0.00138412811793387,0.00709628220647573,0.000742409261874855,0.00145088927820325
"12",-0.00998817570507526,0.054114107042551,0.00580838229507208,-0.00235280441120267,0.00452181044965982,-0.0108647961169481,-0.00469635473564267,0.00220637954771519,-0.00511446036398411,0.00923811923712492
"13",0.0124442055821419,0.00145059870555997,0.00602713599801064,-0.00462229736149311,-0.0062945457175374,0.00443511735647917,0.0149620287120342,0.0122379874810576,0.00352313159964979,0.0130647569894791
"14",0.00243482342921197,-0.00950049050152302,0.00781704485416412,-0.00259285396896303,-0.00711953965947032,0.00308851874433458,-0.000348683242918923,0.00276014395058155,0.00441242614760995,0.00118752964772284
"15",-0.0124190328642726,-0.00598252797499299,0.0101275537163019,0.0105804307386279,0.0052079213783145,-0.00135150272399187,0.00289257359690964,0.00689744669944048,-0.00106445595156401,0.00650824280455709
"16",0.00308390986174345,-0.00779198715463281,0.00180753192398697,0.00662720622494817,0.000695586204528809,0.00488418200984597,6.43851453787647e-05,-0.00919211003929377,-0.00304196891374886,-0.00709511945024133
"17",-0.00471257604658604,-0.0123587846755981,-0.0016749381320551,0.00935621652752161,0.00195070228073746,0.0205043070018291,-0.00202864944003522,-0.00916385278105736,0.000154979119542986,0.00691266637295485
"18",-0.0116869881749153,-0.0201499816030264,0.00407171063125134,-0.0048819831572473,-0.00574344350025058,-0.00200776313431561,-0.00932559464126825,-0.0145418755710125,0.00100979255512357,0.00333666754886508
"19",-0.00999847892671824,0.0131563795730472,0.00134314503520727,0.0126306815072894,-0.00480062374845147,-0.00207179156132042,-0.00303946807980537,0.00552212446928024,0.00315585895441473,-0.00236229202710092
"20",-0.00958515238016844,0.00207326048985124,0.00154420780017972,-0.00495588593184948,0.00532387010753155,-0.00815790984779596,0.00662300130352378,-0.0126912808045745,0.00404652440920472,0.00555410282686353
"21",0.00797218270599842,0.00468782987445593,-0.00395928043872118,-0.00356192281469703,-0.00221931911073625,-0.000850446580443531,0.00338143366388977,-0.00897089019417763,0.00648814952000976,0.00672199809923768
