"","C","MSFT","BAC","XOM","GE","JPM","INTC","WMT","AIG","CVX"
"1",0.00481174280866981,0.00434670643880963,0.00978702213615179,0.0130171747878194,-0.00255190464667976,0.00742767099291086,-0.00568765681236982,0.0015716019552201,0.0039053219370544,-0.00683777034282684
"2",0.00130399793852121,-0.0063622877933085,0.0428668148815632,0.00856104400008917,0.0088893249630928,0.0718456283211708,0.004241026006639,0.00728748133406043,-0.0072755110450089,0.00662060361355543
"3",0.0348002314567566,0.00707166362553835,-0.0137438988313079,-0.0127696981653571,-0.000126390834338963,0.023205503821373,-0.000959867727942765,0.00966789200901985,0.0149129889905453,-0.0019027735106647
"4",0.0190810915082693,-0.00628187926486135,0.0355840437114239,0.0154558140784502,-0.0147826429456472,-0.0101697640493512,0.0137391416355968,-0.00242751534096897,0.0135152097791433,0.0108008403331041
"5",0.0130258267745376,-0.0214856918901205,0.0230992436408997,0.000128949715872295,0.0156367439776659,-0.0319948457181454,0.0105325058102608,0.00305097899399698,-0.0299923233687878,-0.00166900688782334
"6",0.0220975391566753,-0.0060990983620286,-0.0337668247520924,-0.0168364867568016,0.00360143976286054,0.0271908231079578,-0.0172090101987123,0.00535996584221721,0.0171036086976528,-0.00815202668309212
"7",0.00595389725640416,-0.0100514618679881,-0.00181083544157445,-0.0133338775485754,-0.00164975179359317,-0.0172840263694525,-0.00145452294964343,0.00127991335466504,-0.0224236641079187,0.00623645400628448
"8",-0.00051991967484355,0.0172385089099407,-0.0299249924719334,0.0233161803334951,0.00562814576551318,-0.00628588395193219,0.00944035872817039,0.005494499579072,0.0138739654794335,-0.00454973243176937
"9",-0.0241906326264143,-0.00951971299946308,0.0143838757649064,0.00504147447645664,0.00119836768135428,0.0145543850958347,-0.00126526842359453,-0.00139032618608326,-0.00561621878296137,0.0065681878477335
"10",-0.00944583117961884,-0.000788714562077075,-0.00330944289453328,0.00200404901988804,-0.0149683570489287,-0.000174760047229938,0.00806788168847561,-0.00311000272631645,-0.0215806718915701,0.000169981867657043
"11",-0.0205236878246069,-0.00238236808218062,0.00560973072424531,-0.00189827254507691,-0.00733972480520606,-0.00290957419201732,-0.000775685533881187,-0.000616690958850086,0.00996976625174284,-0.00456304615363479
"12",-0.00411560572683811,-0.00887943059206009,-0.00739586679264903,-0.0013140314258635,-0.00102642085403204,0.00531974015757442,-0.00327419675886631,-0.00542831514030695,-0.00678335037082434,0.0057457098737359
"13",-0.00504157599061728,0.00389254745095968,0.00997843872755766,0.00227703503333032,-0.00022338297276292,0.0260177478194237,0.00604037288576365,0.00566468434408307,0.00620925612747669,0.00243247207254171
"14",0.00128161965403706,-0.0289977863430977,0.00278972159139812,-7.34835848561488e-05,-0.00425280770286918,-0.0150305936113,-0.000710570777300745,0.00121365115046501,-0.00361251691356301,0.0087823960930109
"15",-0.0152174029499292,0.00894737429916859,0.00182850286364555,0.00193835760001093,-0.00369717949070036,-0.0081986915320158,-0.0123573606833816,-0.00255349185317755,-0.0117148971185088,-0.0014672118704766
"16",-0.00376524566672742,-0.0115723647177219,0.00588454026728868,-0.00416862266138196,-0.00286108534783125,-0.00771115161478519,0.00337517471052706,0.00146201229654253,-0.00127538864035159,-0.00508482567965984
"17",0.0108256656676531,0.00168473494704813,-0.0259052384644747,-0.00830200780183077,-0.00452241534367204,-0.00415981654077768,0.00204502185806632,0.00574805121868849,-0.00509606534615159,0.00634801154956222
"18",-0.00984305609017611,0.0180443357676268,-0.0123938210308552,-0.00145349744707346,-0.00174372631590813,5.55784135940485e-05,-0.00629476876929402,-0.00344674708321691,-0.00766865443438292,-0.00631237309426069
"19",-0.00738666765391827,0.0121960481628776,-0.00905110407620668,-0.00180733646266162,-0.00337230553850532,-0.00413072993978858,-0.00357831572182477,-0.000107656254840549,0.00247535016387701,0.00897394493222237
"20",0.000479166454169899,-0.00746872182935476,0.00583561509847641,-0.000981678604148328,-0.00123170809820294,-0.0100090140476823,-0.00847888551652431,-0.00324743730016053,-0.00338991428725421,-0.00376321258954704
"21",-0.0215953607112169,0.00958230439573526,-0.0185055900365114,0.00451351795345545,-0.0061848908662796,-0.0107189416885376,-0.00435413094237447,-0.00318272388540208,-0.00337108923122287,-0.005692008882761
