"","AAPL","MSFT","XOM","GE","INTC","JPM","DIS","JNJ","PFE","CVX"
"1",-0.00593884009867907,0.0341998562216759,0.0235409084707499,-0.000364920153515413,0.00311299529857934,0.00677980203181505,0.0134919853881001,0.00642301281914115,-0.000835690239910036,-0.00300101842731237
"2",-0.0482700392603874,0.00340654328465462,0.000920570862945169,0.00300634256564081,0.00088144262554124,0.00334554212167859,0.00432158168405294,0.00766504695639014,0.0214100163429976,0.00669228611513972
"3",0.00257850019261241,0.000696002680342644,0.0133970808237791,0.00134885066654533,-0.0062674512155354,0.0078004733659327,-0.00230404990725219,0.0107973255217075,0.0117139285430312,0.0060324827209115
"4",0.00417185435071588,-0.0205403361469507,0.00743064004927874,0.0185875687748194,0.00469992542639375,0.0200514476746321,-0.0556032620370388,0.0188482459634542,0.0161740202456713,-0.0106837442144752
"5",-0.00333647429943085,-0.00648720189929008,0.0120265297591686,0.00979858636856079,-0.000499383138958365,0.00711503997445107,-0.00247805239632726,0.0135860564187169,0.0188982523977757,0.00723047973588109
"6",0.0210892669856548,-0.000330313137965277,0.00854571163654327,0.0139251127839088,0.00835368782281876,-0.00759973051026464,0.00756471510976553,0.0137246632948518,0.00941937603056431,0.00658126780763268
"7",0.010067836381495,-0.00287781259976327,-0.00801627244800329,0.00507811130955815,-0.00341321458108723,0.00517382984980941,-0.0120529038831592,0.014009851962328,0.00933037418872118,0.0057267970405519
"8",-0.0114883063361049,0.00235406891442835,-0.0118597568944097,-5.90068229939789e-05,-0.000837763422168791,0.0179819036275148,0.000794057152234018,0.00963911693543196,0.00441401125863194,0.000394590606447309
"9",-0.00847333110868931,0.00341890379786491,-0.00538966013118625,0.00498073687776923,0.00478755543008447,0.0100398054346442,0.00527881179004908,-0.000723854056559503,-0.000282731227343902,-0.0155553082004189
"10",-0.020140279084444,-0.00260635791346431,-0.0106499325484037,-0.00477235252037644,0.000691504159476608,0.0016268128529191,0.00135489681269974,0.00117365992628038,-0.000318418082315475,-0.000557059072889388
"11",-0.0140350237488747,0.00133418210316449,0.014262406155467,-0.00489776954054832,-0.00419153971597552,0.00674691423773766,-0.00180684158112854,-0.00375728099606931,0.00171821680851281,-0.00487484689801931
"12",-0.00356879457831383,0.00294310296885669,-0.0029970605392009,-0.0020523383282125,-0.00636132946237922,-0.00206010532565415,0.00046808595652692,-0.0070876581594348,0.00302016362547874,-0.00987021159380674
"13",0.00758123444393277,0.000298060534987599,0.00171406893059611,0.00127274903934449,-0.00137671362608671,0.00577750150114298,-0.00396394124254584,0.000652823655400425,-0.00900259148329496,0.00332969683222473
"14",0.00804488640278578,-0.0154820736497641,-0.00289916293695569,0.00477839121595025,0.00677272211760283,0.00449783354997635,-0.000290462223347276,0.000218551067519002,-0.0023077386431396,-0.00815341249108315
"15",0.0117301186546683,-0.012664744630456,-0.00575883826240897,0.000519360648468137,-0.00411834334954619,0.00698824506253004,0.00683511700481176,-0.000869307608809322,-0.000743074109777808,-0.00164393405430019
"16",-0.00420157425105572,-0.00821195729076862,-0.00101287744473666,-0.00151273666415364,-0.00315625313669443,0.000201815782929771,-0.00324385100975633,-0.00342992483638227,0.00266183819621801,-0.00471703847870231
"17",-0.00278921891003847,-0.0102035421878099,0.00772240990772843,0.00249040382914245,-0.00410047266632318,-0.000174873188370839,-0.00356993731111288,-0.0010021737543866,0.00962561555206776,-0.00193303474225104
"18",-0.00922990869730711,-0.00245347479358315,-0.00185358535964042,-0.000338305806508288,0.00038635588134639,-0.00195425329729915,0.00110980670433491,-0.00518537824973464,-0.00131995871197432,0.00261694216169417
"19",-0.0129708740860224,0.00032561770058237,-0.00686441268771887,0.0025834864936769,-0.00507412757724524,-0.00486190430819988,0.00465702451765537,-0.00167429086286575,0.0015638890909031,-0.00315751158632338
"20",-0.0130512584000826,-0.0036177346482873,0.00704954890534282,0.000640871177893132,-0.00161163089796901,-0.00179798039607704,-0.00546709494665265,-0.00428370758891106,-0.00991680379956961,0.00762057118117809
"21",0.00476969545707107,-0.00372848357073963,-0.00389379891566932,0.00105095992330462,-0.00535415858030319,0.00275709177367389,0.00326903467066586,-0.00423147669062018,0.00683808978646994,-0.00149799883365631
