"","MSFT","XOM","C","INTC","GE","WMT","PFE","JPM","AIG","IBM"
"1",-0.000468708050902933,-0.0148086613044143,-0.00439253961667418,0.0110882287845016,-0.00540606258437037,0.00292353029362857,0.000102535741461907,-0.00459289085119963,0.00249381852336228,0.000322531705023721
"2",-0.0116219092160463,-0.00523881753906608,-0.0201389919966459,-0.0117776868864894,0.00368430325761437,-0.00365887652151287,-0.00323797482997179,-0.0186153743416071,0.00647856714203954,-0.00524100288748741
"3",-0.0012791216140613,0.00496711023151875,-0.0131615875288844,0.0029759407043457,-0.00726914498955011,-0.000332221563439816,-0.000764288008213043,0.00539757218211889,-0.00999788660556078,-0.00676545407623053
"4",0.000295842997729778,-0.00380006269551814,-0.00711999321356416,0.000390598317608237,0.00621190993115306,-0.00483830785378814,0.00199085869826376,-0.00279706413857639,-0.0111088221892715,-0.00358287408016622
"5",0.00462184194475412,0.00720186531543732,-0.0129792867228389,0.00493168225511909,-0.00775549514219165,-0.00824066717177629,-0.00321308732964098,-0.00671327812597156,0.000936526281293482,0.0143479080870748
"6",0.00415639067068696,-0.0048200711607933,-0.00824218243360519,-0.00782080180943012,-0.000642409780994058,0.0018978351727128,0.000181080409674905,0.00346325919963419,-0.00187568110413849,-0.00215735728852451
"7",0.00299658509902656,-0.00411180080845952,-0.013075509108603,0.0052167410030961,0.00230761035345495,0.00386553118005395,0.00235130893997848,0.00821517873555422,-0.0020806142129004,-0.00222439761273563
"8",-0.00398678192868829,0.00453263102099299,-0.0157244447618723,0.0183760300278664,-0.00162411294877529,-0.000876271049492061,-0.0031396746635437,-0.000843866728246212,-0.00115730741526932,-0.00137752899900079
"9",0.00602443842217326,-0.000795679865404963,-0.00357934576459229,0.00521632935851812,0.00182025646790862,0.00365669257007539,-0.0040030051022768,-0.00307259545661509,0.00104465766344219,-0.00298259500414133
"10",0.0079601826146245,0.00562515622004867,-0.012904423289001,-0.00160165911074728,-0.00102011940907687,0.00530444970354438,0.00318591273389757,0.00240012188442051,0.00388773204758763,0.00563943665474653
"11",0.00110053294338286,0.000753743399400264,0.00554989464581013,-0.00644907401874661,-0.000704252801369876,0.00524780713021755,-0.00620296597480774,0.000931441318243742,0.00239266105927527,0.00085092888912186
"12",-0.00647117849439383,-0.00514134904369712,-0.0103643536567688,0.00438138982281089,0.00367493042722344,-0.000600284547545016,-0.00428076786920428,-0.00171550980303437,0.00329723069444299,0.00392873492091894
"13",0.00317122833803296,-0.00422912510111928,-0.0180308148264885,-0.000860489555634558,0.00234728120267391,0.00146781245712191,0.00751909147948027,0.00384305114857852,0.00276614725589752,-0.00277327722869813
"14",0.00527749303728342,-0.00223214435391128,-0.00305003696121275,0.00728684104979038,0.00636070175096393,0.00179813208524138,-0.00404995586723089,0.000401994213461876,-0.00193447445053607,-0.00217189872637391
"15",0.00115407118573785,-0.00516635179519653,0.00815435685217381,-0.003473284188658,0.000396196002839133,0.00547106703743339,-0.00414292002096772,0.0117404880002141,-0.00361378956586123,0.00284603401087224
"16",0.0048184972256422,0.00128044676966965,-0.0124191651120782,-0.00762985646724701,0.00532274367287755,-0.00170635303948075,0.00554818939417601,-0.00394534924998879,0.000138239221996628,0.00416608573868871
"17",0.00586996087804437,0.00188519596122205,0.000967468833550811,0.000923305400647223,0.00115384964738041,0.000143508688779548,-0.00413846736773849,0.00252790795639157,-0.00129237119108438,-0.00506292469799519
"18",-0.00437185307964683,-0.00108636729419231,-0.00595079315826297,0.0108762392774224,0.00113418407272547,0.00213107862509787,-0.00407346384599805,-0.00356391840614378,0.00278299348428845,-0.00358265498653054
"19",0.01251404825598,-0.00333751807920635,0.00345677277073264,-0.00247108144685626,0.00507307425141335,0.00448204902932048,0.000891496776603162,0.00301236938685179,0.00195296574383974,0.00206958223134279
"20",-0.00460661761462688,-0.00226544006727636,0.00352225359529257,-0.00563783757388592,0.000172044441569597,0.000808910641353577,0.00199467758648098,-0.0065559484064579,0.000674173701554537,-0.0045186378993094
"21",-0.00172900641337037,-0.00610773311927915,-0.00495255598798394,-0.00465321587398648,-0.0011769545963034,-0.000682142039295286,-0.00421614199876785,-0.000643849722109735,0.00224843272008002,0.00148224306758493
