"","BAC","XOM","JPM","C","GE","MSFT","WMT","INTC","CVX","PG"
"1",0.0652539804577827,0.00666380720213056,0.0236357264220715,0.0115584852173924,0.0173296798020601,0.00636130385100842,0.00211820751428604,-0.00358293228782713,-0.00852231215685606,0.00663205329328775
"2",-0.031309362500906,-0.0191983785480261,-0.0363232083618641,-0.00706729432567954,-0.0050264960154891,0.0424426719546318,-0.00588695984333754,-0.00943145994096994,-0.00589602440595627,0.00519670778885484
"3",0.0691966190934181,-0.00216147932223976,-0.0637595504522324,0.0565037280321121,0.0202640742063522,0.0310755092650652,0.00152450450696051,-0.0102812154218554,0.00185618340037763,0.00909995473921299
"4",0.0317669063806534,-0.00174478092230856,-0.000983373844064772,-0.0368815064430237,0.0356138311326504,-0.0109291719272733,-0.0073467455804348,-0.00501894485205412,-0.022864630445838,-0.00383118540048599
"5",-0.0881964117288589,-0.00805157423019409,-0.00725363567471504,0.0026382957585156,-0.0118668545037508,0.0195488464087248,-0.00137894076760858,-0.00843732059001923,-0.00294774281792343,-0.000981954508461058
"6",0.0167002324014902,0.00435150414705276,0.0116705745458603,-0.00204520346596837,0.0029779199976474,-0.00539057748392224,0.0118365045636892,-0.00981713924556971,-0.00514933839440346,-0.00611858302727342
"7",0.0277358703315258,-0.0035411820281297,0.0115597480908036,0.0116224708035588,0.0127358539029956,0.00685176672413945,0.00720185367390513,0.00623763538897038,-0.0275037884712219,-0.000499796937219799
"8",-0.00659623136743903,-0.0188173558562994,-0.00085449789185077,0.00756930653005838,-0.0142560908570886,0.00858051422983408,-0.0045853229239583,-0.00516210589557886,-0.00982426013797522,0.00285778963007033
"9",-0.0630896687507629,0.000418590469053015,0.00581297092139721,-0.0711937174201012,-0.00218887021765113,0.00380489090457559,0.0107432398945093,-0.00601864559575915,0.0129181873053312,0.00186792714521289
"10",0.107462331652641,0.0182190462946892,0.0353701338171959,-0.0200917404145002,0.00304986746050417,-0.00977511703968048,8.75584810273722e-05,0.00616220105439425,-0.00804150383919477,-0.00619053142145276
"11",-0.00881308224052191,-0.00178937043529004,-0.028012353926897,0.0182259790599346,0.0115156108513474,0.00575350131839514,-0.00239750277251005,-0.00332211749628186,-0.0120534421876073,-0.00546320108696818
"12",0.012183359824121,0.0133528281003237,0.00453489786013961,0.00242185313254595,-0.0319914408028126,0.00653220852836967,0.00737396301701665,-0.0131440693512559,-0.00386468134820461,0.00109895842615515
"13",-0.0202698409557343,0.00230754492804408,-0.00721307378262281,0.0192964822053909,-0.0130305187776685,0.00448924815282226,-0.000194863983779214,-0.0124414023011923,0.020157003775239,-0.0101150739938021
"14",0.0510095097124577,0.0171581376343966,-0.0182353127747774,-0.0202037822455168,0.0102921770885587,-0.00348429032601416,-0.00102842436172068,-0.00461198901757598,-0.00816064421087503,0.000560080050490797
"15",-0.0131560796871781,-0.00834513548761606,-0.0426878295838833,0.00779341859742999,-0.00659948121756315,-0.00490532023832202,0.0249557681381702,-0.0189676843583584,0.00233480497263372,0.00262976461090147
"16",-0.02960604429245,0.00036541122244671,-0.00634770467877388,-0.0133764473721385,0.0044345804490149,-0.00526938121765852,0.00188358826562762,-0.00408463599160314,-0.000537296116817743,-0.00441888673231006
"17",0.00449247658252716,-0.00143510161433369,-0.00853796023875475,-0.0216051284223795,0.0101325614377856,-0.00646169250831008,-0.0109104095026851,-0.00521738408133388,0.00367034366354346,-0.00865047983825207
"18",-0.0178504828363657,-0.00168843625579029,-0.00569540308788419,-0.0157437324523926,-0.0164629146456718,-0.00184442696627229,0.00339286960661411,-0.011424507945776,-0.00185711751691997,0.000695545924827456
"19",0.0294452831149101,-0.00841260235756636,0.0183003209531307,-0.01877486333251,-0.0181947853416204,0.00542087061330676,-0.00627807527780533,0.00295189465396106,0.0201843082904816,-0.00688149500638247
"20",-0.0157243572175503,-0.00432545179501176,-0.0259965118020773,0.0019511200953275,0.00352279865182936,-0.000737817492336035,0.0065445420332253,-0.00630442751571536,0.000764683878514916,-0.0109979044646025
"21",-0.00338515499606729,-0.00396678410470486,0.00561285158619285,-0.0520493201911449,0.00795817747712135,0.00486875884234905,-0.00881373882293701,-0.00737426988780499,-0.00545235397294164,-0.0089356591925025
