"","AAPL","MSFT","INTC","XOM","GE","JPM","JNJ","PFE","DIS","CVX"
"1",0.0149623211473227,0.00360020762309432,-0.00736632850021124,0.00975359603762627,0.00547205749899149,0.000803979462943971,-0.00411211745813489,0.000295677338726819,0.00170633289963007,-0.00044082838576287
"2",0.00236361450515687,0.00983387790620327,0.00129773968365043,0.00225092703476548,0.00140945450402796,0.00467950105667114,0.00316147180274129,-0.000730850326362997,0.00015773402992636,0.00923983473330736
"3",-0.00719672115519643,0.00928260292857885,0.00690689729526639,0.001217708340846,0.000429754145443439,-0.00415527541190386,0.00239116372540593,0.00493801664561033,-0.00403559720143676,0.017191493883729
"4",-0.00500326510518789,0.007775261066854,-0.00475198263302445,0.00372289842925966,0.00492583261802793,0.00400555180385709,0.00289371958933771,0.00371117773465812,0.00635508494451642,0.00290460325777531
"5",0.000384150887839496,-0.00064545008353889,-0.00817342381924391,0.00789456535130739,0.0042840288951993,0.00645838631317019,-0.00060116226086393,0.000709128682501614,-0.000914442702196538,-0.00362237403169274
"6",-0.0103206392377615,0.00360042066313326,0.00927733816206455,-0.00583939533680677,0.00567035051062703,-0.00375886657275259,-0.000271366385277361,0.00667930906638503,-0.00167431950103492,-0.0152819147333503
"7",-0.00578837050125003,-0.00665621506050229,-0.00360254198312759,-0.000531012774445117,0.00101387000177056,0.00184636178892106,0.00228345347568393,1.15660659503192e-05,-0.00296354759484529,-0.00519685028120875
"8",0.00588216632604599,-0.00492834206670523,0.000532037578523159,-0.00986625626683235,0.00293168402276933,0.0032978851813823,-0.00456237699836493,-0.00543425837531686,-0.00574278738349676,-0.00650341575965285
"9",0.00977458991110325,0.00595056964084506,-0.00873170141130686,-0.00677786162123084,-0.00100257620215416,0.00446272129192948,-0.00206227297894657,0.00303625804372132,0.00159259233623743,-0.00176704733166844
"10",0.000260919390711933,-0.00675665959715843,0.0030997721478343,-0.00873673893511295,0.00323218945413828,0.00652469275519252,0.00077749730553478,0.00558900320902467,-0.00342259486205876,0.00241435575298965
"11",-0.00100017909426242,-0.005598075222224,0.00100358517374843,0.00892801210284233,0.00330240628682077,-0.000848088297061622,-0.0012202390935272,0.00304742949083447,0.00439242692664266,-0.00105473725125194
"12",-0.00221368344500661,0.00148542725946754,-0.00504384469240904,-0.00264657009392977,-0.00147269107401371,0.00247346726246178,-0.00385986920446157,0.00431870250031352,-0.00249983440153301,-0.000655803480185568
"13",-0.0153813362121582,-0.00587422074750066,0.00420895684510469,-0.00187961920164526,0.00471822218969464,0.00515861576423049,0.000794931256677955,0.00305802514776587,-0.00428494205698371,0.0021710132714361
"14",-0.0154608925804496,-0.00225303415209055,-0.0027859122492373,-0.000758603797294199,3.84649247280322e-05,0.000186666191439144,-0.00261133816093206,-0.00221383757889271,0.00153545965440571,0.00110386591404676
"15",0.014850246720016,-0.00124961917754263,-0.00374166783876717,0.00309384590946138,0.0028209222946316,0.0053962841629982,-0.0020996886305511,0.000262563495198265,-0.000603695283643901,-0.00020878940995317
"16",0.0122191589325666,-0.00260119396261871,-1.07160303741693e-05,-0.00420898338779807,0.000154449124238454,0.000787113851401955,0.000119131611427292,-0.000643691222649068,-0.00516406260430813,-0.000962444464676082
"17",0.00740965409204364,-0.00412250868976116,0.00632789963856339,0.00045945736928843,0.00166794692631811,0.00174120569135994,-0.00301879248581827,0.000612689007539302,-0.00133215181995183,-0.00388183281756938
"18",0.00320796435698867,-0.00081482925452292,0.00271133612841368,0.0065897791646421,0.00310649233870208,0.0103859584778547,-0.00257961009629071,0.00251277955248952,0.0065821404568851,-0.00524811586365104
"19",0.00655255187302828,0.00201862002722919,-0.0051462659612298,-0.00389475678093731,0.000424956902861595,-0.0042363959364593,0.000744133722037077,0.00514790089800954,-0.00817187130451202,0.00183604878839105
"20",-0.00162449351046234,0.00228214403614402,-0.00340441497974098,-0.00687606586143374,0.00836583040654659,0.00366615317761898,-0.00202376185916364,0.00175412860698998,0.000506349315401167,-0.00116943975444883
"21",-0.00238658371381462,0.00331237749196589,-0.00836793519556522,0.00377718452364206,-0.00470072356984019,-0.00137298100162297,-0.00103928311727941,0.00116420583799481,0.0040497831068933,0.00799157470464706
