"","AAPL","MSFT","JPM","BA","INTC","V","CSCO","JNJ","DIS","XOM"
"1",-0.00224046129733324,-0.011267582885921,-0.012371857650578,0.00636069290339947,-0.000284280657069758,-0.00030186036019586,-0.00778017845004797,0.00158187642227858,-0.00511918170377612,-0.00596564123407006
"2",0.00599530292674899,0.00385085586458445,-0.0107168573886156,0.0156910512596369,0.00452116131782532,-0.00162205414380878,0.000440121017163619,-0.0136950593441725,0.00220511527732015,0.00218927580863237
"3",-0.00748309167101979,-0.00637962203472853,0.0031501310877502,0.000177416353835724,-0.0179960764944553,0.00561067694798112,-0.0047150757163763,0.00409449962899089,-0.00340907135978341,-0.00781753472983837
"4",-0.0934234261512756,-0.00684678461402655,0.0114378267899156,-0.0124717652797699,0.0024849153123796,0.00775071699172258,0.000951754278503358,-0.00792308058589697,0.00432729395106435,3.65352098015137e-05
"5",0.0303348358720541,0.00723168766126037,0.00275499513372779,0.0378581061959267,0.00864971056580544,0.00183362339157611,-0.00601048581302166,0.00459002889692783,-0.000206297772820108,-0.00225843233056366
"6",-0.0034284801222384,0.00727261137217283,0.000189167243661359,0.00580014334991574,-0.0129694174975157,0.0046006110496819,0.0013075788738206,0.000643110659439117,-0.00655228504911065,0.00286950101144612
"7",0.0103723220527172,-0.0112025300040841,0.00170034670736641,0.0271799024194479,0.0196417346596718,-0.0051277969032526,0.00341237406246364,-0.00273475772701204,-0.00434055086225271,-0.00207124650478363
"8",-0.0112229753285646,0.00801576860249043,-0.0154122998937964,-0.015226487070322,0.000961778627242893,-0.0019099140772596,0.00352129084058106,0.0101738153025508,0.00327730784192681,0.00127465929836035
"9",-0.00825783051550388,-0.00520129222422838,-0.00591491535305977,0.0217636879533529,-0.00204739579930902,-0.00343834771774709,0.00153936655260623,-0.00464876834303141,-0.00405576778575778,0.00227136863395572
"10",-0.00772992195561528,0.00430107861757278,-0.0141037609428167,0.00685240840539336,-0.00320303719490767,-0.0013043413637206,0.00338979531079531,-0.0075790686532855,-0.00699871219694614,0.00921951700001955
"11",-0.0133479004725814,0.00437169754877687,0.0021712074521929,0.00270207063294947,-0.00106955145020038,0.00611343048512936,-0.00143370463047177,-0.0045246621593833,-0.00136817083694041,0.00120226643048227
"12",0.0195172596722841,-0.00212970841675997,-0.00393932824954391,-0.0106154633685946,0.000284462177660316,-0.00407287105917931,-0.000191976374480873,-0.00133498420473188,0.00397098157554865,0.000216902204556391
"13",-0.00163116632029414,-0.00916638970375061,0.00321134994737804,0.000928311259485781,0.0152330985292792,-0.0162816494703293,-0.0128809064626694,0.00130541028920561,0.00165193062275648,-0.00361353880725801
"14",0.00137885834556073,-0.000252216646913439,0.000710092601366341,0.00258388719521463,0.004006861243397,0.000588279799558222,-0.00865057483315468,0.00489196972921491,-0.00815300922840834,-0.00392404850572348
"15",-0.000227934127906337,0.00309443357400596,-0.00102542410604656,-0.0125049585476518,0.00328427483327687,-0.00344912125729024,-0.0151927508413792,0.00456109922379255,-0.000445919518824667,0.0127817513421178
"16",-0.0108644776046276,-0.00189422001130879,-0.00952436588704586,0.00115270109381527,-0.0181609131395817,-0.00645750807598233,-0.0135868526995182,9.8902324680239e-05,0.00133147439919412,0.00134853227064013
"17",-0.00159757165238261,0.00149926671292633,0.000543016532901675,-0.00180818315129727,-0.0038948142901063,0.00239890906959772,-0.000583100132644176,0.0037209908477962,0.00048582159797661,0.000881820102222264
"18",-0.00740595860406756,-0.00405065529048443,-0.00880556926131248,0.0234207063913345,-0.00718815112486482,-0.00120700639672577,-2.94211313303094e-05,-0.00183124607428908,-0.0131877958774567,-0.00198207073844969
"19",0.0170029643923044,-0.00216283975169063,-0.0104269487783313,0.00756180426105857,-0.00183485506568104,-0.00636717583984137,-0.00901215989142656,-0.000971363100688905,0.00127841962967068,-0.00219675991684198
"20",-0.00374504737555981,-0.000239782588323578,0.00434380117803812,0.00548906857147813,-0.00220852508209646,0.0106916381046176,0.00757616106420755,-0.00128706474788487,-0.00165951147209853,-0.000785530894063413
"21",0.00447940779849887,0.00356711214408278,0.00268329726532102,0.00661449786275625,0.00919891055673361,0.00113461259752512,-0.0106945196166635,-0.00530983507633209,-0.0090599050745368,0.00859210174530745
