"","MSFT","JPM","XOM","PFE","GE","INTC","JNJ","CSCO","IBM","PG"
"1",0.00766086764633656,0.00625097379088402,-0.010354864411056,-0.00191448628902435,0.00450827647000551,0.0058169630356133,0.00134476355742663,-0.00229424540884793,0.000524271745234728,-5.64225956622977e-05
"2",0.00101472157984972,0.00275937607511878,-0.00765383895486593,-0.00390799483284354,0.00983477476984262,0.00495094107463956,-0.000671258545480669,0.010544546879828,0.00213797180913389,-0.010266694240272
"3",-0.00179814349394292,0.000852520694024861,-0.00673511158674955,0.00369278131984174,-0.00192384142428637,-0.0054090810008347,0.00223495252430439,0.0108271548524499,0.00187525805085897,-0.00115973455831409
"4",0.00190744956489652,0.0127237057313323,-0.000768374418839812,0.00350199826061726,-0.00445150677114725,-0.00423047319054604,0.0106038572266698,0.000874538265634328,-0.0061050858348608,-0.00122505996841937
"5",-0.00401502335444093,0.00980209279805422,-0.00225494988262653,-0.00619562808424234,-0.000400857534259558,-0.00128803844563663,0.000942071201279759,0.0114789418876171,-0.00082792405737564,-0.00455988524481654
"6",0.0122714741155505,-0.00565838115289807,0.00132019468583167,5.06675023643766e-05,0.00232805428095162,-0.00267751980572939,0.00805042963474989,0.00697604939341545,-0.00520359026268125,-0.0041830618865788
"7",-0.000645112828351557,-0.00747431069612503,-0.00558532308787107,0.00191097776405513,-0.000505763455294073,-0.00321531947702169,0.00410576863214374,0.0109505271539092,0.00371005246415734,0.00533215003088117
"8",0.00299780652858317,0.00561281433328986,-0.00699432753026485,-0.00141994596924633,0.000916160584893078,-0.00228564394637942,-0.000786305114161223,-0.00265371683053672,-0.00363813829608262,0.0062381993047893
"9",0.00455363746732473,0.00239391205832362,-0.000509217090439051,0.0021815316285938,0.0027667093090713,-0.0112939504906535,0.00362105551175773,0.00924647692590952,0.00445798086002469,0.00293687963858247
"10",-8.58614730532281e-05,-0.000356851087417454,-0.00251960149034858,0.00147231039591134,0.000827196228783578,0.0132364733144641,0.00311180739663541,0.0108318710699677,-0.0047993934713304,0.00412796391174197
"11",4.8904912546277e-06,-0.00129919033497572,-0.00297056813724339,0.00507639907300472,-0.00119792472105473,-0.00905647128820419,0.000621375336777419,0.000376173935364932,0.00444818381220102,0.00268623512238264
"12",0.00010049562115455,-0.0098378686234355,0.000953497539740056,-0.000471805658889934,0.00461421348154545,0.000199673537281342,0.00306706875562668,0.0016200898680836,-0.00113577709998935,-0.000383149133995175
"13",-0.00102977023925632,0.00324215437285602,-0.00595091423019767,0.00271402043290436,0.00628492655232549,0.00179879670031369,0.000954722985625267,-0.000167293575941585,0.00282049831002951,0.00296218646690249
"14",0.00167241005692631,0.0129783572629094,-0.00198783236555755,-0.00123214384075254,0.000972660956904292,-0.0110509777441621,-0.000179329625098035,0.00423095468431711,-7.39193910703762e-06,-0.00187130889389664
"15",0.0080606434494257,0.00119953730609268,-0.0058411993086338,-0.00199545966461301,0.00354392430745065,-0.00902622472494841,0.000141075855935924,0.000929499045014381,0.00218234560452402,-0.000772160768974572
"16",0.000394620641600341,0.000931821996346116,-0.00338508118875325,-0.00267962692305446,0.0091614592820406,0.00286700786091387,0.00196088594384491,0.000857830513268709,0.0020153250079602,0.00772399036213756
"17",0.0127926785498857,0.00256737228482962,-0.00260916911065578,0.00393632752820849,-0.00110845733433962,0.00498940516263247,-0.000163343225722201,0.00208777049556375,0.000544101232662797,-0.00335736991837621
"18",0.00577882863581181,-0.000682460959069431,-0.00457643950358033,-0.00194345368072391,0.00367580610327423,-0.0060530137270689,0.00127709819935262,9.73266287473962e-05,-0.00333306263200939,-0.00126018654555082
"19",-0.00828022696077824,-0.00776150217279792,-0.00452948315069079,0.00395594537258148,0.00234441645443439,-0.00463377917185426,0.00259002647362649,0.00292772566899657,-0.00166800245642662,0.00643586786463857
"20",0.00202295766212046,-0.00596024701371789,-0.000961222685873508,0.00257876073010266,0.00149095535743982,0.00701324921101332,0.00243487977422774,-0.000968416163232177,-0.00443209148943424,0.00440633716061711
"21",-0.00481484876945615,0.000769095844589174,-0.00754956668242812,4.75579618068878e-05,0.00448752893134952,0.0113711385056376,0.00191112200263888,-0.00041298707947135,0.00400011381134391,-0.00262460554949939
