"","BAC","MSFT","JPM","XOM","GE","INTC","PFE","JNJ","CSCO","IBM"
"1",0.000178734422661364,0.0234608147293329,0.00118445174302906,-0.00349409412592649,-0.00262806727550924,-0.00945174507796764,0.00773208122700453,-0.00518870586529374,0.00361651042476296,-0.016516488045454
"2",-0.00891305226832628,-0.000273199606454,-0.0019866400398314,0.00111723667941988,0.00756214233115315,-0.00266481097787619,0.0124649703502655,0.00201647938229144,-0.0235116798430681,-0.00650001922622323
"3",-0.0125403087586164,-0.00655432278290391,-0.0046663018874824,-0.00295750377699733,0.00331851793453097,0.00010869771358557,-0.00180532736703753,0.00699403136968613,-0.00200345483608544,0.00978970620781183
"4",0.00167417246848345,0.011286923661828,0.0084642106667161,0.00348757836036384,-0.00119350384920835,-0.00667124008759856,0.00430282298475504,-0.00126544130034745,0.00406880117952824,-0.0120770744979382
"5",0.0180180259048939,-0.000581202621106058,-0.00443481700494885,0.000107737134385388,-0.00106456375215203,-0.00741776544600725,-0.00147202040534467,0.00493569299578667,0.000793876359239221,-0.00527276191860437
"6",0.0246848948299885,-0.000145881596836261,-0.00172473059501499,-0.0012244627578184,-0.00797391682863235,0.0011801318032667,-0.00404960941523314,0.00122865126468241,-0.00131550384685397,-0.0270577389746904
"7",0.00110536755528301,0.00701707601547241,-0.00290991715155542,0.00275509944185615,0.000422780576627702,0.00581003539264202,0.00629783421754837,-0.00244363769888878,-0.000471104489406571,0.01481341291219
"8",0.0052405227907002,-0.00224134232848883,0.00677375122904778,0.00308676832355559,-0.00163481058552861,-0.00415346538648009,0.00196807272732258,0.00294339400716126,0.00559760583564639,0.00340749532915652
"9",0.000481889233924448,2.09521185752237e-05,0.00194045447278768,-0.00336414878256619,-0.0026484508998692,0.00064352061599493,0.0111546888947487,-0.0026407337281853,0.0141699183732271,0.00943081546574831
"10",-0.00317280227318406,0.00636723544448614,0.00588765693828464,0.00316886883229017,0.000831174082122743,-0.00399282388389111,0.00115867226850241,-0.00380095955915749,0.00296606263145804,0.00592861650511622
"11",-0.00614357087761164,8.39119093143381e-05,-0.00544430362060666,0.0031864948105067,0.00131608743686229,-0.0055779623799026,0.00519562000408769,-0.000948087603319436,-0.00136400177143514,0.00391259742900729
"12",0.00649209413677454,-0.00383819220587611,0.011423815973103,0.00315960543230176,-0.00571944937109947,-0.00858565513044596,-0.00212192442268133,0.000543154485058039,-0.0145688951015472,0.00556047959253192
"13",-0.000612273463048041,0.00460105389356613,-0.00178616319317371,-0.00185173598583788,0.00333507522009313,-0.00988105777651072,-0.00292130513116717,0.000320117396768183,0.00684856297448277,0.00569458119571209
"14",0.00676329294219613,-0.0036699075717479,-0.00357022345997393,0.000251124816713855,0.00376734556630254,-0.004246661439538,-0.00195405259728432,0.00332941650412977,-0.00228686700575054,-0.000453757354989648
"15",0.00484746601432562,0.0047164149582386,0.00196283683180809,-0.00177566253114492,-0.000687455467414111,0.00251126289367676,-7.72853236412629e-05,0.000948894885368645,-4.19761709054001e-05,0.00306831975467503
"16",0.0157239716500044,0.00192964065354317,-0.00423412723466754,0.00332799926400185,-0.00502607598900795,0.00399130908772349,0.00501192081719637,0.00303593650460243,0.0184732656925917,0.00769477151334286
"17",0.00355751835741103,-0.000859576277434826,-0.00204373011365533,-0.00154505216050893,-0.00351365911774337,-0.00964260846376419,0.00500083435326815,0.000848411407787353,0.00116390618495643,0.00169246783480048
"18",-0.0110483299940825,0.00511675979942083,0.000216414962778799,0.0022655026987195,0.00176464312244207,0.000751152285374701,-0.000172226835275069,0.000107542815385386,-0.00380117772147059,-0.00253637763671577
"19",0.00300495675764978,-0.00017912570910994,0.00176714139524847,0.00609957193955779,-0.00281304866075516,0.000171477688127197,0.00698753353208303,0.00248101656325161,-0.00928799342364073,-0.00171093177050352
"20",-0.0103651229292154,0.00276496727019548,0.00716159120202065,0.0048726205714047,0.00162330118473619,-0.00589524209499359,-0.00141979521140456,-0.000127421109937131,0.00870679132640362,-0.00325831631198525
"21",-0.000208000099519268,-0.0010776569833979,0.00596079276874661,-0.000286122318357229,0.00263937469571829,-0.0138265760615468,-0.00242478447034955,-0.00150161643978208,0.000674275506753474,-0.00403308030217886
