"","AAPL","MSFT","GE","DIS","JPM","XOM","INTC","PFE","JNJ","CVX"
"1",-0.000659173529129475,0.0064784255810082,-0.00126139458734542,-0.00697811879217625,0.00653556548058987,-0.00705542648211122,0.00208006775937974,-0.0105577390640974,-0.00368823669850826,0.0198065619915724
"2",0.00209620059467852,0.00756156770512462,0.00564863532781601,-0.00782315619289875,0.00530835473909974,0.00156182190403342,0.002639748621732,0.00351536786183715,0.00238170498050749,0.0024157736916095
"3",-0.00872215256094933,-0.00651766872033477,0.00279936729930341,0.00313356565311551,-0.0329541712999344,-0.00612752418965101,-0.00955814030021429,1.21411158033879e-05,0.00861969403922558,-0.010920524597168
"4",0.00484541850164533,0.00120089983101934,-0.00656107999384403,-0.0006346894078888,0.0115913562476635,0.00340752513147891,0.00563804991543293,-0.0146396700292826,-0.00300913071259856,0.0131378723308444
"5",-0.000561117252800614,-0.00217934418469667,-0.000872532546054572,-0.00456427177414298,0.00489126378670335,-0.00368613819591701,0.00390719762071967,-0.00392163591459394,0.000555651145987213,-0.00275013339705765
"6",0.0049777808599174,-0.00237965863198042,-0.00299982912838459,0.0015836872626096,-0.000256711995461956,-0.00803529936820269,0.00283506629057229,-0.0158832352608442,0.00887252576649189,0.00781661830842495
"7",-0.00107493810355663,-0.0168597567826509,0.00314317620359361,0.00235180766321719,-0.0121127292513847,0.00144191121216863,-0.00549021456390619,0.00771666504442692,-0.00955843739211559,-0.00872631929814816
"8",-0.00877262093126774,0.000614299206063151,-0.00373943545855582,-0.02599355019629,0.00169175816699862,0.00137441977858543,-0.0120929311960936,0.00818926002830267,-0.00850316509604454,0.00280287978239357
"9",0.00760186649858952,0.00817591790109873,-0.00376539677381516,-0.00432444410398602,-0.00312513788230717,-0.00919757597148418,0.00699296174570918,-0.00436237547546625,-0.000484563148347661,-0.00972120370715857
"10",-0.000771733990404755,-0.00914550386369228,0.000166443729540333,-0.00167909427545965,-0.0288708191365004,0.00260285940021276,-0.00470686750486493,0.00690380716696382,0.00152228667866439,-0.00715260626748204
"11",0.00460367649793625,-0.0106337675824761,-0.00271331798285246,0.00659626675769687,0.00321696419268847,0.00356428697705269,-0.00175369554199278,-0.00181581720244139,0.000243387621594593,0.0144664207473397
"12",-0.00363247143104672,0.00170063634868711,-0.00311962538398802,0.00300716958008707,0.00652635795995593,-0.00480835232883692,-0.00357160368002951,0.000737784255761653,-0.00177736964542419,-0.00255887885577977
"13",-0.00307727511972189,0.00700655952095985,0.0028278490062803,-0.000517302949447185,0.00424013007432222,-0.00132423860486597,-0.00411244435235858,0.000752509222365916,-0.00493652420118451,-0.00885834451764822
"14",-0.00787430070340633,0.0329278558492661,-0.000893644290044904,-0.00428251689299941,-0.0104113621637225,0.00605933461338282,0.00567323807626963,-0.0078213382512331,0.00316999410279095,-0.000522312475368381
"15",0.00615633232519031,0.000845907488837838,-0.00105861888732761,-0.000112875197373796,0.00406821072101593,-0.00259906332939863,-0.00395472068339586,0.00106336630415171,0.0024518861901015,0.00103631149977446
"16",0.0049593267031014,0.00203980901278555,0.00603355932980776,0.00257196975871921,-0.00347202527336776,-0.00468511832877994,-0.00048319119377993,-0.000711977772880346,-0.00467158993706107,0.0102545786648989
"17",0.00166972738225013,0.00479731801897287,-0.00201144348829985,-0.00757138337939978,-0.0190398693084717,0.00960653368383646,-0.00291818333789706,-0.00135728972963989,-0.00565496832132339,0.00278959237039089
"18",-0.00466080103069544,0.0167413726449013,-0.00182353472337127,-0.00790919549763203,0.00414811307564378,0.00918454211205244,-0.00479257199913263,0.00811229459941387,-0.00304518267512321,-0.00465927598997951
"19",0.00523198256269097,0.00566626200452447,0.00310982204973698,0.00229275366291404,-0.00418485281988978,-0.00100649171508849,0.00101696036290377,0.00114106759428978,-0.000208133831620216,-0.00982875376939774
"20",-0.00184221577364951,0.00112486048601568,0.00147581717465073,-0.00123696180526167,-0.00425758771598339,-0.00252513983286917,0.00221456820145249,-0.00189553783275187,0.00402692379429936,-0.0146629912778735
"21",-0.00410033762454987,0.0010080246720463,-0.00183440407272428,0.00580234453082085,-0.00894565600901842,0.000221185910049826,0.00388502539135516,-0.00395472440868616,0.00355357490479946,0.0178492143750191
