"","MSFT","JPM","GE","XOM","VZ","INTC","CSCO","V","IBM","PFE"
"1",0.000798537221271545,-0.00512468256056309,0.0038560638204217,0.0022475253790617,-0.00025290172197856,-0.000509387464262545,0.00303275277838111,0.00477609131485224,-0.00346212182193995,0.000461961491964757
"2",0.000165659876074642,-0.00076843291753903,-0.00260388036258519,0.00069499242817983,0.00222135195508599,0.00187042611651123,-0.000727240811102092,-0.00207564467564225,0.00859228149056435,-0.00269219605252147
"3",0.00667374162003398,-0.012833028100431,0.00598974293097854,0.00240143458358943,-0.00708743836730719,0.00704148598015308,0.00129500636830926,0.000455535424407572,0.00588192278519273,0.0013043312355876
"4",0.00767297670245171,-0.00230919616296887,0.00775726046413183,0.00457253260537982,-0.00148101896047592,0.00441740779206157,0.00142054527532309,0.00172495364677161,0.00677751237526536,0.00432370044291019
"5",0.00597534328699112,-0.00123116059694439,0.000964596634730697,-0.00177630386315286,0.00517676305025816,-0.00124959368258715,-0.00753470463678241,0.00147626909893006,-0.00464268121868372,5.19649511261377e-05
"6",0.00326012005098164,0.00195991992950439,-0.00466821203008294,0.00293979584239423,-0.00331628462299705,0.00229142047464848,0.00307708326727152,-0.000271847005933523,-0.00186058657709509,-0.00180549954529852
"7",0.00112502358388156,0.00483970111235976,0.000325056113069877,0.000711396511178464,0.00283776898868382,0.00583113543689251,-0.000516964879352599,-0.00355245498940349,0.00357016129419208,0.00267714774236083
"8",0.00157810491509736,0.0010488978587091,0.00137676787562668,0.00302946846932173,0.0151695683598518,0.00177269126288593,0.00485617248341441,-0.00730738369747996,-0.00548758311197162,-0.00495646893978119
"9",-0.00151241046842188,0.00242819590494037,-0.00373081304132938,0.00141454511322081,0.00611749617382884,0.00161888357251883,-0.000968591717537493,-0.000848920200951397,0.00115235848352313,0.00500957807525992
"10",0.00669864472001791,-0.00573798734694719,0.00771808996796608,0.00496057746931911,-0.00928670167922974,0.00480695301666856,-0.00219248398207128,-0.0021989403758198,0.00337986159138381,-0.00153922056779265
"11",0.00155665015336126,0.0016567341517657,0.00283198105171323,-0.00238824333064258,-0.0039615728892386,0.00867972895503044,0.0060115372762084,0.00141204404644668,0.00182685710024089,-0.000305374211166054
"12",0.000863356050103903,-0.00181469495873898,-0.00502742640674114,0.00832774862647057,-0.00789107196033001,0.00215905136428773,-0.00502820312976837,-0.00190938333980739,-0.000155329878907651,-0.00239685783162713
"13",0.000420307333115488,-0.0042812917381525,0.00290291127748787,0.00158902653492987,0.00341531308367848,0.00304733519442379,-0.000451726111350581,0.000687177351210266,0.00155309878755361,0.00444178748875856
"14",0.000144951394759119,-0.0014873321633786,-0.00459281913936138,0.00275503727607429,0.00140681024640799,-0.00193537375889719,-0.00537406839430332,0.00139375240541995,-0.000234158273087814,0.00103306118398905
"15",0.00925854500383139,-1.16983119369252e-05,-0.00692624505609274,-0.00168449222110212,0.00523527525365353,0.00400376645848155,0.00329020037315786,-0.00674600061029196,0.00441773515194654,0.000345664564520121
"16",0.00703898956999183,0.00389308226294816,-0.00109107268508524,0.00458150263875723,-0.00514042424038053,-0.000969518034253269,-0.00533029437065125,-6.78599535604008e-05,0.00174779025837779,0.000762254581786692
"17",0.00595115963369608,0.00312169501557946,0.00487223546952009,0.00095290073659271,-0.00244256458245218,0.000745879195164889,-0.00154948467388749,-0.00202020141296089,0.00413663638755679,0.000907844863831997
"18",0.00426335539668798,-0.00260458467528224,0.00991726852953434,0.00242149271070957,0.0148866241797805,-0.00169664341956377,-0.00204676925204694,0.00153368047904223,0.00251169642433524,0.000234213162912056
"19",-0.00250138808041811,0.00588072836399078,-0.00254491856321692,0.000415222108131275,0.00413110153749585,0.00212474097497761,-0.00147004600148648,-0.00227200868539512,-0.0032857523765415,-0.00209885090589523
"20",0.00529043562710285,-0.00266569992527366,-0.00236684619449079,-0.00175767031032592,0.00194799480959773,0.00139199011027813,0.000880339008290321,0.000653666735161096,0.00338293868117034,-0.00823663081973791
"21",0.00919950008392334,-0.000347045308444649,-0.00137785554397851,0.00450690882280469,0.00374491745606065,0.00231721415184438,-0.00140717381145805,0.00248888367787004,-0.00329120806418359,0.00459377421066165
