"","AAPL","MSFT","BA","JPM","DIS","V","CRM","INTC","WMT","HD"
"1",0.00842570699751377,0.00849232077598572,-0.00373339466750622,0.00235610827803612,-0.00158241193275899,0.000353099807398394,0.000176624103914946,-0.0154396211728454,0.0056264684535563,-0.00111520825885236
"2",0.0135372402146459,-0.000257059669820592,0.00488008186221123,0.00983030255883932,-0.00064755353378132,0.00327496975660324,-0.00919631589204073,0.000874944438692182,-0.00525986170396209,0.00587363541126251
"3",0.00319567276164889,0.00628339918330312,-0.0171216446906328,0.00673813279718161,-0.00303135183639824,-0.0105090057477355,-0.00493743177503347,0.0110349114984274,0.00805146060883999,0.00818671565502882
"4",0.0081328023225069,-0.00455125328153372,-0.0107525885105133,0.00393222086131573,-0.000838585488963872,0.000821069173980504,0.00944900140166283,0.0209854859858751,-0.00402246601879597,0.00604982161894441
"5",0.0133788241073489,0.000851663353387266,0.00638186279684305,0.00176201749127358,0.00129030633252114,0.00294939754530787,-0.0102851381525397,-0.00183195841964334,-0.00319259846583009,0.000681782839819789
"6",0.00904838927090168,-0.000406457809731364,0.00285919359885156,-0.00433009024709463,-0.00133322959300131,-0.00214762729592621,0.0116448123008013,0.00912091787904501,-0.0123595204204321,0.00062729709316045
"7",0.00951414927840233,0.00371814705431461,-0.0040347445756197,-0.000740895455237478,0.00352600030601025,-0.00159960018936545,-0.00236955634318292,-0.00485890731215477,0.00315654138103127,0.000502780661918223
"8",0.00640192441642284,-0.00232586171478033,-0.022370632737875,6.45057443762198e-05,-0.00507298717275262,-0.00679007126018405,0.00287277670577168,0.0252800472080708,-0.00223755137994885,0.00487475609406829
"9",0.0120453592389822,0.0042263506911695,-0.020413015037775,-0.00991641730070114,0.00229699374176562,0.00737631600350142,0.00126923667266965,-0.00654481397941709,0.00574575271457434,0.00813657138496637
"10",0.014340995810926,-0.00278921471908689,0.00491219572722912,-0.00111373385880142,0.00242198002524674,-0.0056321551091969,-0.016030453145504,0.00540176825597882,0.000240014865994453,-0.00869775656610727
"11",0.0112172774970531,0.00387865677475929,-0.016954880207777,-0.00174857105594128,-0.0056987046264112,-0.00371327414177358,-0.00646580243483186,0.00569441542029381,-0.00638216501101851,-0.00520927924662828
"12",0.00463495263829827,-0.00232599466107786,-0.0107455430552363,-0.0200868658721447,-0.00359432259574533,0.00385723612271249,0.00684014754369855,0.0124676553532481,-0.00646665273234248,-0.00341765605844557
"13",0.00560940057039261,0.00544603634625673,-0.0159075893461704,-0.00133802276104689,-0.0027340145315975,-0.000964221660979092,-0.0137379420921206,-0.0022279757540673,-0.00428892439231277,-0.00149794982280582
"14",0.00964047387242317,-0.00913098361343145,0.0055757025256753,-0.00495609967038035,-0.00282469508238137,0.0124072404578328,0.000954854767769575,-0.0186843443661928,0.00115288130473346,-0.00126806448679417
"15",0.00539002008736134,-0.00970023591071367,0.0113068586215377,-0.00920155551284552,5.69252224522643e-05,-0.0022108054254204,0.00598274264484644,-0.00342723098583519,-0.0020137180108577,0.00406474806368351
"16",0.0127113740891218,-0.00514212064445019,-0.0017133264336735,-0.00645705265924335,-0.0030631038825959,-0.00279805134050548,-0.0132521484047174,0.00827732868492603,0.000673454313073307,-0.000258343439782038
"17",0.0108835436403751,-0.000547896313946694,0.00709038320928812,0.0237528774887323,0.00117505865637213,0.00101439550053328,0.00368196261115372,-0.0313744358718395,-0.0062025785446167,-0.00275923241861165
"18",0.010710765607655,0.000723671109881252,-0.0226239357143641,-0.0154325822368264,0.00202191551215947,0.00577512290328741,-0.0176458042114973,-0.0153563376516104,-0.00318726617842913,0.00713751511648297
"19",0.00576923880726099,0.00546576920896769,0.00671461038291454,-0.0100675821304321,-0.00902579631656408,0.000928776164073497,-0.0227959025651217,-0.0105738947167993,0.00287190638482571,0.00109021016396582
"20",0.00787520874291658,0.00155463244300336,-3.16881560138427e-05,0.0130152832716703,-0.00295611913315952,0.00490637822076678,0.000861971639096737,0.0086307106539607,0.00182217173278332,0.00322056072764099
"21",0.00623899232596159,-0.00736304838210344,-0.0126470681279898,-0.00706298556178808,-0.00216103647835553,-0.000944513361901045,-0.0166905485093594,-0.00218777428381145,-0.00107275112532079,0.00166297063697129
