"","AAPL","MSFT","BA","JPM","INTC","V","DIS","WMT","CSCO","HD"
"1",0.00195057736709714,0.00559458648785949,0.00381546444259584,-0.0100057823583484,0.00945144426077604,0.00116216624155641,0.000471770297735929,0.00441428273916245,0.0131171448156238,-0.000547081232070923
"2",7.07215076545253e-05,-0.00643984135240316,0.00468560727313161,0.00690922187641263,0.00130795268341899,0.0106321685016155,-0.00895516853779554,-0.0010861053597182,-0.00741785811260343,0.00370826385915279
"3",0.00471619656309485,0.00264714821241796,0.00153924559708685,-0.000899543170817196,-0.0035145478323102,-0.00244906521402299,0.00448904186487198,0.00183680932968855,0.00103601964656264,0.00341930775903165
"4",0.0112351039424539,0.00122634100262076,0.000507605029270053,-0.0067550465464592,0.0124230645596981,0.00285874167457223,0.00667129503563046,-0.00436693942174315,0.00123710604384542,0.00232559884898365
"5",-0.00226772716268897,0.00565878953784704,0.000841337721794844,-0.00537241110578179,0.0130802635103464,-0.000845652481075376,-0.000306048983475193,-0.0066992430947721,-0.00399645743891597,0.00502471253275871
"6",-0.00195688148960471,0.00338537292554975,0.00202040444128215,-0.00178090482950211,0.0114681171253324,0.00632452359423041,-0.00663686171174049,-0.00665860995650291,0.00321074668318033,-0.00287063256837428
"7",-0.0107301594689488,-0.00117243488784879,-0.000537777319550514,-0.0057559534907341,0.00884426943957806,0.00132139050401747,0.00247190822847188,0.0105916019529104,-0.00452301232144237,0.000168666010722518
"8",0.0046146921813488,-0.00388217577710748,-0.0029010446742177,-0.00344652612693608,6.6028987930622e-05,-0.0010694598313421,0.0020127457100898,-0.0100273182615638,0.00166609440930188,0.00391150964424014
"9",-0.00100056175142527,-0.00261678849346936,0.00748908054083586,0.00617870083078742,-0.00220101210288703,0.000824597314931452,-0.00015760472160764,-0.00168196740560234,0.00210003880783916,-0.0013308678753674
"10",-0.000102710044302512,0.00150322890840471,0.00744693959131837,0.000550503493286669,0.0129111623391509,0.00197865976952016,-0.00475345505401492,0.00732460105791688,0.00421043718233705,-0.0051104761660099
"11",0.0047932337038219,0.0074527426622808,0.00160620978567749,0.00238288659602404,0.00382393668405712,0.00169594632461667,-0.000196886714547873,0.00118992768693715,-0.000565048481803387,0.00174129556398839
"12",0.000994887319393456,0.00569265009835362,0.0179755315184593,0.00414692377671599,-0.000405753933591768,0.00146750605199486,-0.00115504302084446,0.00290289241820574,0.00196349364705384,0.000517360400408506
"13",0.00765128573402762,-0.00121745222713798,0.00334667065180838,-0.000106854255136568,0.00534112984314561,-0.00140931899659336,0.000626781955361366,0.0040447092615068,0.0035618357360363,-0.00412387633696198
"14",0.00557461474090815,0.00289484253153205,0.00785507634282112,0.00235129147768021,0.02547244168818,0.00596199277788401,-0.000678426004014909,0.00163553236052394,-0.000346453773090616,-0.00116976944264024
"15",-0.000672069669235498,0.00270250253379345,0.00664391415193677,0.00283694826066494,0.00957371573895216,0.00246345740742981,0.000754489796236157,0.00291456026025116,0.00201887986622751,0.00249635637737811
"16",-0.00255837664008141,0.000644941115751863,0.00698363548144698,-0.00350136309862137,-0.000149845538544469,0.00134938396513462,-0.0106662595644593,0.0114376759156585,0.00528567237779498,-0.00107396009843796
"17",-0.00522108469158411,0.00614662701264024,0.0022946575190872,-0.000658989883959293,0.000136014728923328,0.00104692531749606,0.00145265576429665,-0.00258372677490115,0.00219781557098031,0.00168132944963872
"18",0.00209997501224279,0.00189918908290565,0.00404383614659309,-0.000116008137410972,0.0054665319621563,0.00304314331151545,-0.00329051399603486,0.00485210306942463,0.00204461137764156,0.00453799078240991
"19",-0.00244015036150813,-0.00253915414214134,0.00704997684806585,0.00275716325268149,0.00191559852100909,0.00280763534829021,0.00474783824756742,0.00316867558285594,0.00171786616556346,0.00227193254977465
"20",-0.00519952783361077,9.68929743976332e-05,0.00512473005801439,-0.00261363480240107,0.00597342336550355,0.00597270950675011,-0.001466911053285,-0.00798893067985773,0.000170418672496453,0.00685265520587564
"21",0.000234325110795908,0.00680567556992173,-0.00310245808213949,-0.00158253766130656,0.00203086854889989,0.00462381960824132,-0.000264251866610721,-0.00730447378009558,0.00460631586611271,0.00281397136859596
