"","AAPL","MSFT","JPM","V","CVX","BA","DIS","INTC","UNH","CRM"
"1",-0.00226264796219766,0.00402613589540124,0.000459511764347553,-0.0111321518197656,-0.0141339348629117,0.0149140451103449,-0.00722357351332903,-0.00658690370619297,0.00450537726283073,-0.00226616859436035
"2",0.0128613729029894,-0.00848271511495113,0.00868580490350723,-0.00169953890144825,0.00742765096947551,-0.0128999529406428,0.00271880277432501,0.0115281008183956,-0.0153044639155269,-0.00574505934491754
"3",0.00849271938204765,-0.000919673417229205,-0.00470280507579446,0.0211796350777149,-0.000401139928726479,-0.00181442964822054,0.0105666574090719,-0.0157800707966089,-0.00297463033348322,-0.00279529229737818
"4",-0.0184263437986374,-0.0135378176346421,0.000718210882041603,-0.00246053701266646,0.010977353900671,0.0049120094627142,-0.0189418159425259,-0.0246927328407764,0.00065094354795292,-0.00549321994185448
"5",-0.00154305517207831,-0.0209216419607401,0.000525328214280307,-0.01549431681633,0.0054944334551692,-0.0057175918482244,-0.0149643179029226,-0.0159555692225695,0.00690621556714177,-0.00814300682395697
"6",0.0104544265195727,-0.00668291561305523,0.0100164376199245,-0.00966368801891804,0.0195507854223251,-0.00417255982756615,-0.0144603904336691,-3.59325604222249e-05,-0.0140732368454337,-0.0218015443533659
"7",0.0295726843178272,-0.00788174383342266,1.61137123200206e-07,-0.00752593763172626,0.00432231370359659,-0.00307549932040274,0.0128306522965431,0.00565679185092449,-0.0100238537415862,-0.00465068267658353
"8",-0.00973168388009071,0.0200967323035002,-0.00870408210903406,-0.00788314174860716,-0.0163933467119932,0.00302735110744834,-0.00771066732704639,0.00376467150636017,0.00167780637275428,0.00460711680352688
"9",-0.00308051612228155,-0.00825692061334848,0.0112840225920081,-0.00774338329210877,-0.00188092479947954,-0.00112246279604733,0.00489978911355138,-0.0117675149813294,0.00595466140657663,-0.00695847440510988
"10",0.0164815448224545,-0.00777234649285674,0.0083477646112442,-0.0134379249066114,-0.00199716771021485,0.00600646529346704,0.00482311798259616,-0.011648491024971,-0.00769772613421082,-0.0186423417180777
"11",-0.00683874869719148,-0.0117499744519591,-0.0126398829743266,-0.00367188919335604,0.00178397970739752,-0.0108137112110853,-0.00861265137791634,-0.00460779806599021,0.0197922177612782,-0.00546605978161097
"12",-0.00299806380644441,0.0104750907048583,0.00896923895925283,-0.0122268116101623,0.00277305766940117,0.0115069486200809,0.00448676012456417,0.000201042770640925,-0.00824310630559921,0.00375522999092937
"13",0.0134486639872193,-0.00012417120160535,0.00695260986685753,-0.00352636980824172,0.00541974045336246,-0.0103758368641138,-0.000189768441487104,0.0112292356789112,-0.00965180993080139,-0.0119486516341567
"14",0.00852070096880198,0.00793345272541046,0.00179342553019524,-0.0046033039689064,0.00101755477953702,-0.0096369618549943,0.000878897379152477,-0.00496113859117031,-0.00411913963034749,0.000972667068708688
"15",-0.0159064028412104,-0.00273137353360653,-0.00850132573395967,-0.00132550008129328,0.00586604047566652,-0.00118801440112293,-0.0149782402440906,-0.000620671664364636,-0.00237340154126287,0.00470017921179533
"16",-0.0127392271533608,-0.00716944271698594,0.00198774458840489,0.00348161323927343,-0.00858762487769127,0.010116184130311,0.00130830414127558,0.00146249274257571,0.00068162614479661,-0.00101512542460114
"17",-0.00263807689771056,-0.00416168896481395,0.0093082245439291,-0.00918421894311905,0.00381693174131215,-0.00105446402449161,-0.0147787118330598,3.69109002349433e-05,-0.00307714357040823,-0.0123140579089522
"18",0.00466924021020532,-0.0200037453323603,-0.00965915713459253,-0.0108631253242493,0.00565672619268298,0.00469694519415498,0.000947373046074063,0.0117273405194283,-0.00184854678809643,-0.00532324006780982
"19",-0.00482804561033845,0.00405168486759067,0.0113244662061334,-0.017918149009347,0.000706087099388242,-0.0151181714609265,-0.0154477646574378,-0.0125745879486203,-0.0088516203686595,0.00743457116186619
"20",-0.0137498304247856,-0.00976006966084242,0.00304639968089759,-0.0053888033144176,0.00308842677623034,0.00600445922464132,-0.00829786714166403,0.00463862903416157,0.00934730097651482,-0.0154238501563668
"21",0.00535157835111022,-0.00675958534702659,0.00162741087842733,-0.00443813297897577,-0.00379133061505854,-0.00963832065463066,-0.00238719559274614,-0.00617232825607061,-0.0113815302029252,0.00301551376469433
