"","BAC","MSFT","XOM","JPM","INTC","GE","CSCO","IBM","PFE","CAT"
"1",-0.00866408552974463,-0.00389462267048657,-0.00330063980072737,0.0159915536642075,-0.00952882785350084,-0.0102772945538163,-0.00826222356408834,-0.0126919057220221,0.00529867457225919,-0.0101123778149486
"2",-0.00120977219194174,-0.000412401743233204,0.000691891647875309,-0.0027941083535552,0.00389580009505153,-0.00112010748125613,-0.00045208286610432,-0.000453785090940073,-0.000102106831036508,-0.00251928647048771
"3",-0.00325218006037176,0.00313003896735609,0.00410238793119788,-0.00727872643619776,0.00956549774855375,0.00332293752580881,-0.0089554013684392,0.00458024768158793,-0.000609071750659496,0.00197788793593645
"4",-0.0158030167222023,0.000589224335271865,0.00600532861426473,-0.00356740993447602,0.0318751446902752,0.00226796488277614,-0.00369189889170229,-0.00397367216646671,0.00317612383514643,-0.00042268936522305
"5",-0.0124064460396767,0.00172547914553434,0.00637973798438907,-0.0147960837930441,-0.00216405256651342,0.00723068928346038,-0.0107747362926602,0.0036946777254343,-0.0070705134421587,0.013706412166357
"6",-0.00358006032183766,-0.00735638523474336,0.000386625266401097,-0.00928687769919634,0.0107038924470544,-0.00872930232435465,-0.00146831490565091,0.0021630059927702,-0.00256939115934074,0.00344011909328401
"7",-0.000277583167189732,-0.0029667189810425,-0.00218051834963262,-0.00574103510007262,0.00489376345649362,-0.00263481214642525,-0.00264010461978614,0.00291891698725522,-0.00229674321599305,-0.00746864778921008
"8",0.00885072350502014,0.00144006125628948,-0.00641561346128583,0.002102394355461,-0.000156920374138281,0.00431320304051042,-0.00938044581562281,0.00234530726447701,-0.00275390944443643,-0.0146563667804003
"9",0.00169678335078061,-0.00473196618258953,0.0063650393858552,-0.000978944008238614,-0.00578980334103107,0.0048463512212038,-0.00383505620993674,-0.00586209958419204,-0.00416704127565026,-0.0120316026732326
"10",-0.00607214821502566,-0.000370419642422348,0.000772611179854721,-0.00407777819782495,-0.00670097395777702,0.00500541459769011,-0.0136521570384502,-0.00504988385364413,0.00118278653826565,-0.00651127425953746
"11",0.0021764119155705,-0.00120550859719515,0.00343068270012736,-0.0208295024931431,-0.000691844616085291,0.00232805125415325,-0.000891874602530152,0.0027118306607008,-0.00363761559128761,0.00433493126183748
"12",0.00148328626528382,-0.000522956775967032,-0.00427262671291828,-0.0117649035528302,-0.00913107208907604,0.00174235890153795,-0.0113116623833776,0.000222731061512604,0.000432666769484058,0.00401468202471733
"13",0.00233597401529551,-0.00272072432562709,-0.00207753456197679,-0.00631711259484291,0.000809789053164423,-0.00659627886489034,-0.00615180330350995,-0.00363773852586746,-0.00401484547182918,0.00558298220857978
"14",0.00298274797387421,0.000415226182667539,0.000774814165197313,-0.00447419984266162,-0.000196341003174894,0.00194565916899592,-0.000598579528741539,0.000211384467547759,0.00170077651273459,0.00282420474104583
"15",-0.00205547222867608,-0.00664714770391583,0.00366346002556384,0.0102059617638588,0.00605643168091774,-0.0107538606971502,-0.00691625289618969,-0.0029956609942019,0.000575576501432806,0.00384014705196023
"16",-0.00286150327883661,-0.00773553363978863,0.00224325223825872,0.00708317151293159,0.0164536964148283,-0.00391126284375787,0.00246372446417809,0.00433216104283929,-0.00462903827428818,-0.00285967485979199
"17",-0.00608277739956975,-0.000416464346926659,0.00114935624878854,-0.00254388595931232,-0.0109766833484173,0.00425740331411362,-0.00637657707557082,-0.00153420190326869,-0.00103510729968548,-0.00208785873837769
"18",0.00189515948295593,-0.00480126449838281,0.00132752687204629,-0.0188316702842712,-0.0106481099501252,0.00165636080782861,0.00386731349863112,0.00323452008888125,0.0056285634636879,0.00298623973503709
"19",-0.00404417747631669,-0.00108307541813701,0.000400912744225934,-0.0132291885092854,-0.00658634351566434,-0.00534154288470745,-0.00161817157641053,0.000493388157337904,-0.00062343425815925,0.00290869642049074
"20",-0.0087406150996685,-0.00602393224835396,0.000739230657927692,-0.0076393554918468,0.000942810846026987,-0.00547147355973721,-0.00257100979797542,0.0029002723749727,-0.00381856434978545,0.00508813373744488
"21",-0.00514860590919852,0.00174804194830358,-0.000811149016954005,-0.00442389631643891,0.00880471430718899,0.00667067989706993,0.000666366540826857,-0.00315237510949373,0.000718348368536681,0.0047162570990622
