"","MSFT","XOM","INTC","C","GE","PFE","WMT","JPM","JNJ","IBM"
"1",0.0021017249673605,0.0120635777711868,0.00750840734690428,-0.00834253523498774,0.0247727986425161,-0.00628984533250332,-0.00201549963094294,0.0106090195477009,0.00109241856262088,-0.00111964391544461
"2",0.00302338763140142,0.00584389874711633,-0.00259337248280644,0.011925638653338,-0.0100985988974571,0.0100913411006331,0.00260351947508752,0.0101087363436818,-0.000538457767106593,-0.00464278738945723
"3",-0.00143546471372247,0.0119085162878036,0.00260921148583293,0.0115542877465487,0.0234899800270796,0.00244953017681837,0.00424269586801529,-0.000505771837197244,-0.00166061811614782,0.00574658717960119
"4",0.0123334815725684,0.00570796336978674,-0.00649917358532548,-0.00770950689911842,0.00377641338855028,0.000441680429503322,0.000575582787860185,-0.00880200322717428,-0.00117168389260769,-0.00285809184424579
"5",-0.00819917395710945,-0.00497128022834659,0.00839638616889715,-0.00646000914275646,0.00552938366308808,0.00193410750944167,0.00165909458883107,-0.0328607894480228,-0.00177140440791845,0.0161828491836786
"6",-0.00555877201259136,0.00907112564891577,0.00636742822825909,-0.00425043934956193,-0.00640038726851344,-0.0067481636069715,-0.00433435896411538,0.00192176504060626,0.000239536137087271,0.0168863218277693
"7",-0.0148233911022544,-0.00506646418944001,0.00450106710195541,-0.00771609600633383,0.00339514715597034,-0.00489919073879719,0.00193566794041544,-0.0262600816786289,0.00198127632029355,0.00493555841967463
"8",0.00225530797615647,0.0187463536858559,-0.0026237927377224,-0.0203971061855555,-0.00480513740330935,0.000597584759816527,0.0125473998486996,0.00469828210771084,-0.00126538414042443,-0.00205113901756704
"9",-0.00644901674240828,0.0101102739572525,-0.00580685772001743,-0.00849333126097918,0.00423718662932515,0.000382666767109185,-0.00189810036681592,0.0028234445489943,-0.00518757523968816,0.00242748437449336
"10",0.000636050361208618,0.00826011504977942,-0.00122707185801119,0.00494621135294437,0.0055232485756278,-0.00663548475131392,-0.000451917119789869,0.00018946583440993,-0.000336599128786474,-0.00245819566771388
"11",0.00302046583965421,0.00444516632705927,-0.0024078160058707,-0.00614377809688449,0.00010087073314935,0.00207245722413063,0.0012703692773357,-0.00296716671437025,-0.0023442623205483,0.0112519385293126
"12",0.00233852420933545,-0.00245705596171319,-0.00143844226840883,-0.00322534167207778,-0.00875754840672016,0.00232565891928971,0.00195762887597084,-0.00347889005206525,-0.00228841602802277,0.00154112873133272
"13",0.00484859384596348,-0.00243590399622917,-0.00610859133303165,0.00574707239866257,0.00110137951560318,-0.00250516552478075,-0.00880771316587925,-0.00198605400510132,-3.04916629829677e-05,0.00381267932243645
"14",0.00444664712995291,-0.00229293899610639,-0.00335693382658064,0.000897040357813239,-0.0152615010738373,-0.00115202623419464,-0.00183745159301907,-0.000359594298060983,0.00195087562315166,0.00417841179296374
"15",0.000723647361155599,0.00456449389457703,-0.00113533274270594,-0.000280761043541133,-0.00399835640564561,-0.00972235668450594,0.00221892702393234,-0.0312388315796852,-0.000274702470051125,0.00164738099556416
"16",0.0042689205147326,0.00256814202293754,-0.00446671666577458,0.00542112626135349,-0.00215527857653797,-0.00973151996731758,0.000871805124916136,0.00790929980576038,-0.00196861871518195,0.00807758327573538
"17",-0.000455846224213019,0.00743232434615493,-0.00440913066267967,0.00131122441962361,-0.000180395654751919,0.00235097156837583,0.000951771449763328,-0.00991432089358568,-0.002123141894117,0.00204233825206757
"18",0.00141512544360012,-0.00262611662037671,-0.00657529477030039,-0.00200382014736533,6.63901737425476e-05,-0.0043328981846571,6.83538601151668e-05,-0.00862364564090967,-0.00258190790191293,0.00353506556712091
"19",0.000554064230527729,-0.00367779028601944,-0.00176733138505369,-0.00337473792023957,0.0012758846860379,6.68494176352397e-05,0.00798282120376825,0.0122340060770512,-0.00285713700577617,-0.00436639040708542
"20",0.000719995936378837,-0.00533835776150227,-0.00764700584113598,-0.000514472951181233,0.00312677724286914,-0.00186176272109151,0.00112447654828429,0.00930734444409609,-1.86421548278304e-05,-0.00108086003456265
"21",0.0118691623210907,-0.00413123797625303,-0.00475984392687678,0.00730435503646731,-0.0016300689894706,-0.00913930125534534,-5.1879025704693e-05,0.000808438227977604,-0.000311103038256988,0.00329787540249527
