"","AAPL","MSFT","JPM","GE","DIS","V","GS","XOM","INTC","JNJ"
"1",0.0145341670140624,-0.00339752971194685,-0.0080496883019805,0.00152954377699643,-0.00519894529134035,0.00915841292589903,-0.0147164529189467,-0.000747151672840118,-0.00106217386201024,0.0016351998783648
"2",-0.00353308347985148,0.00486798956990242,-0.000227108263061382,-0.0067543382756412,0.00365186925046146,0.00142788467928767,-0.00677426531910896,0.00139338965527713,-0.00148467440158129,0.00467388657853007
"3",0.013451405800879,-0.0037986480165273,0.00351104303263128,-0.00444462103769183,-0.00425996957346797,0.000258945568930358,-0.00730035221204162,-0.00190292950719595,-0.0039706863462925,0.00189924903679639
"4",-0.00427292846143246,0.00538604520261288,0.00505061214789748,0.000606415793299675,0.00399052351713181,0.00210281903855503,0.00439591752365232,0.00169700128026307,0.0024462107103318,0.00264233956113458
"5",0.00616046180948615,0.00138026336207986,0.00197117542847991,-0.00482440507039428,0.000437137030530721,0.00258142501115799,-0.00365945673547685,-0.00233746785670519,-0.0049744239076972,-0.000391977344406769
"6",-0.0023511191830039,-0.00329114589840174,-0.0033760943915695,-0.000975306669715792,0.00138703151606023,0.00557107571512461,-0.00169888325035572,-0.00351999700069427,-0.000995722715742886,-0.00286314729601145
"7",-0.00225934153422713,0.00265775341540575,-0.00228879763744771,0.00196317047812045,-0.00282644387334585,-0.0115752816200256,-0.0072452244348824,-0.00118506350554526,-0.00232820562086999,7.82051429268904e-05
"8",0.00934013165533543,0.000779261696152389,-0.00409232685342431,0.000772128696553409,0.0027933840174228,0.00252120336517692,-0.00260667875409126,0.000368478882592171,-0.00115044368430972,0.00293711549602449
"9",0.00470592174679041,-0.00674531422555447,0.000752659165300429,-0.00391627941280603,-0.00913185719400644,0.00253057526424527,0.00429959036409855,-0.00242350436747074,0.00100715935695916,-0.000291714328341186
"10",0.00121807504910976,0.00399914663285017,-0.00298410025425255,-0.00619220081716776,0.00232538534328341,-0.0038893308956176,-0.00284664332866669,-0.00421453500166535,0.000385851395549253,0.00331040564924479
"11",0.00487799197435379,-0.00321769737638533,0.000683107937220484,-0.00265127443708479,0.00340596586465836,0.00529696233570576,0.00361233670264482,0.000815859995782375,-0.0016270587220788,-0.00747659197077155
"12",-0.0021044653840363,-0.00046004296746105,0.000335403979988769,-0.0012774202041328,0.00168400770053267,0.000385257066227496,-0.00528100086376071,0.0017243503825739,0.00304146227426827,0.00324384728446603
"13",0.00610801996663213,0.00124845514073968,-0.00327372341416776,-0.00342356553301215,-0.000639143749140203,-0.00238547660410404,-0.00142889993730932,-0.00120425352361053,0.00190381472930312,-0.00071850570384413
"14",0.00369262346066535,-0.000611726951319724,0.000870512099936604,-0.000990302767604589,0.00159999949391931,-0.000987986102700233,-0.0139598678797483,-0.00505696795880795,0.000709182873833925,0.00829442497342825
"15",0.000223777955397964,0.00249777594581246,-0.00196978240273893,-0.00385473179630935,0.000475521141197532,-0.00060499960090965,0.000574144476559013,-0.00495461793616414,-0.00119833962526172,-0.000550366821698844
"16",-0.000379187084035948,0.00107586500234902,0.00381092890165746,-0.00563915446400642,0.000385659746825695,0.00217945245094597,-0.000913272146135569,0.00275290221907198,-0.00190120900515467,0.00453320797532797
"17",-0.000632065813988447,0.00255061639472842,-0.0134758083149791,-0.00252064457163215,0.00251119071617723,0.00210822094231844,-0.0102696809917688,-0.00407322961837053,0.000488048885017633,-0.0031768751796335
"18",0.00249014934524894,0.00372768961824477,-0.00255409884266555,-0.00468436675146222,-0.000610836315900087,0.00554240401834249,0.00113220955245197,-0.000685336068272591,0.00342482491396368,0.00403613736853004
"19",0.00636583985760808,0.00304304831661284,-0.0044957222416997,-0.0019000458996743,-0.00477411923930049,0.0023258647415787,-0.00463165948167443,0.00143216422293335,-0.000244618218857795,-0.00272622797638178
"20",-0.00225933804176748,0.00168738514184952,0.00102166412398219,-0.000616498058661819,0.00165270583238453,0.0012940326705575,0.00445024063810706,-0.00194335484411567,-0.00183916371315718,0.00196685432456434
"21",-0.000631751317996532,0.00146966986358166,0.00223396811634302,0.000803841860033572,-0.00143202801700681,0.00100618216674775,-0.00124536093790084,0.000206877040909603,0.000343726336723194,0.00329558248631656
