"","MSFT","JPM","XOM","GE","PFE","INTC","CSCO","JNJ","IBM","V"
"1",0.00619362713769078,-0.000137976196128875,0.000636601529549807,-0.00112763489596546,0.000140378600917757,0.00292884022928774,0.015879025682807,0.00320949335582554,-0.0109524801373482,0.0015006602043286
"2",0.00847111456096172,0.00607330072671175,-0.00136741634923965,0.00582088995724916,0.00080444139894098,0.00455168215557933,-0.00256219110451639,0.00261982413940132,-0.0214583501219749,4.47236598120071e-05
"3",-0.00380184641107917,-0.00112536631058902,0.000617538229562342,0.00240032933652401,0.00012113092088839,-0.000769616104662418,0.00331212230958045,0.00436079408973455,-0.00615561101585627,-0.00204341416247189
"4",-0.00139902369119227,0.00692851841449738,-0.0128331482410431,-0.00378435244783759,0.00844903104007244,-0.00165382644627243,-0.0132452826946974,0.00530540524050593,0.00237848493270576,-0.00657249428331852
"5",-0.00129844318144023,-0.0103685194626451,0.00191581004764885,0.00174275110475719,-0.00903261639177799,0.0025598113425076,-0.00590503867715597,-0.00618972769007087,0.000784225179813802,0.00892278365790844
"6",-0.000437061738921329,0.00437024980783463,-0.000866088492330164,0.00217766454443336,0.00143353524617851,-0.0068724905140698,0.00427216570824385,-0.00477653089910746,0.00820688437670469,-0.00171416474040598
"7",0.0126534514129162,-0.00114120717626065,-0.00193639378994703,0.00147866306360811,-0.00442669726908207,0.00161680241581053,-0.00578372925519943,0.00145819690078497,-0.00231131934560835,-0.0111304735764861
"8",0.00690531125292182,-0.00100357504561543,-0.000171210849657655,-0.00297462195158005,0.00277186348102987,0.000873671844601631,0.00226390082389116,0.00233312021009624,-0.00936618354171515,0.00753330485895276
"9",0.00817478727549314,-0.00845362897962332,0.00341602577827871,0.00610747002065182,0.00400569383054972,-0.0102845085784793,0.00368948862887919,-0.000978649477474391,-0.0096126664429903,-0.00169688335154206
"10",0.004566031973809,-0.0068959929049015,0.00402291072532535,-0.000138124116347171,-0.00425695488229394,0.00505873467773199,-0.00187864096369594,0.00630147755146027,-0.00175190484151244,-0.0137604856863618
"11",0.00287762843072414,0.00599881634116173,-0.00164935912471265,0.00115434161853045,0.00125257752370089,0.00150932010728866,-0.00270671327598393,-0.00243845931254327,0.000490930688101798,0.00592220341786742
"12",-0.0041390135884285,-0.00677869981154799,0.00572707783430815,0.00126677914522588,-0.00148798397276551,0.00122945022303611,-0.0034934775903821,-0.0047566806897521,0.00395396305248141,-0.00785127095878124
"13",-0.0022006668150425,-0.0067395712248981,-0.00102165900170803,0.00551912467926741,-0.00446677673608065,0.00142534275073558,-0.00205057417042553,-0.002580949338153,0.00172361452132463,0.00441359262913465
"14",0.00821318943053484,0.00462572975084186,0.00262699439190328,0.00262334523722529,0.000889097398612648,-0.0069662039168179,-0.00394471874460578,-0.000314330769469962,-0.000522303045727313,-0.00375773129053414
"15",-0.00890303216874599,0.00104572740383446,-0.00202701753005385,0.00329728191718459,0.00310084107331932,-0.00695810187608004,0.000256444560363889,0.00455008540302515,-0.00385248009115458,0.0045816064812243
"16",-0.00469244970008731,-0.00568337645381689,-0.00163243990391493,-0.000282158289337531,0.00254317978397012,0.00657105911523104,-0.00310247810557485,0.000706217659171671,0.00399934966117144,0.00434595625847578
"17",0.0070622400380671,-0.000549952092114836,-0.00456924410536885,0.000647082400973886,-0.000242595895542763,-0.00101083796471357,-0.00690979836508632,-0.00613512191921473,-0.00155608705244958,-0.00628137495368719
"18",0.00574678415432572,0.00379264354705811,-0.00252110976725817,-0.000896405952516943,-0.00215257238596678,-0.00252913753502071,-0.00061123730847612,-0.00226037693209946,0.00316455285064876,-0.00226257345639169
"19",0.00278260908089578,-0.00441288156434894,0.00418678065761924,0.00256753573194146,-0.00340107805095613,-0.000758404319640249,0.00355701544322073,0.000955628405790776,0.00411350466310978,0.00226826383732259
"20",0.00238723633810878,-0.00351289450190961,-0.00549867935478687,0.00109253218397498,-0.000880006700754166,0.010929349809885,0.00154967478010803,-0.00206068949773908,-0.000545622315257788,-0.0150961158797145
"21",0.00112799927592278,-0.00491671590134501,-0.00402872730046511,0.00246361340396106,-0.00170826388057321,0.00261015119031072,0.00541121978312731,-0.00276447855867445,0.000451252242783085,0.00937584973871708
