"","BAC","XOM","JPM","C","GE","MSFT","WMT","INTC","CVX","PG"
"1",0.0185965988785028,-0.00947386585175991,-0.0542112216353416,-0.0268853213638067,0.000128629311802797,-0.0056834127753973,-0.00192042579874396,0.00705463718622923,-0.00947953574359417,0.00381966237910092
"2",0.0275806318968534,0.0056031895801425,-0.042605035007,0.00176604429725558,-0.00706626707687974,0.0111445747315884,-0.00813047494739294,-0.00671661039814353,-0.00496626691892743,0.00391687639057636
"3",-0.00527573749423027,0.00766567280516028,-0.0753125697374344,-0.0722158327698708,0.00771077116951346,-0.0146880382671952,0.000958613876719028,-0.00195841258391738,-0.00375039409846067,0.00162701471708715
"4",-0.0246142130345106,-0.00795851275324821,-0.0212256964296103,-0.00951234716922045,-0.0017204163596034,-0.0119877886027098,-0.00207686913199723,0.00278821075335145,-0.00767210591584444,0.00580443581566215
"5",0.0201880037784576,-0.00447818450629711,-0.0350870043039322,-0.0374807380139828,-0.0111147612333298,-0.00231297197751701,0.00968051515519619,-0.0135857351124287,-0.00853969994932413,-0.000200786365894601
"6",-0.01156887691468,-0.00617538811638951,3.71245623682626e-05,-0.00842057541012764,-0.0247014481574297,-0.00571939907968044,0.00510661490261555,-0.000671035086270422,-0.00907790381461382,-0.00161943037528545
"7",0.0321518555283546,3.5437464248389e-05,0.0426047518849373,-0.0200015809386969,0.0173139795660973,-0.0116231637075543,0.0163616202771664,0.00347482436336577,0.00283920508809388,0.000606920861173421
"8",-0.00667028222233057,0.00454348884522915,-0.0293484143912792,-0.0364709086716175,-0.00611842982470989,0.000140044270665385,-0.00665846699848771,0.00114966172259301,-0.00709766941145062,-0.00132387864869088
"9",-0.0133821023628116,-0.00720030581578612,0.026534553617239,-0.0155078759416938,-0.0209328308701515,-0.00521877082064748,-0.0103716030716896,-0.00329347653314471,-0.0151108037680387,-0.00879259966313839
"10",0.0013199633685872,-0.005988460034132,-0.000801009882707149,0.0221133437007666,-0.00340840383432806,0.00513300253078341,-0.00352479331195354,-0.00208495301194489,0.0105631873011589,0.00509603833779693
"11",-0.00972279999405146,0.00393364997580647,-0.017616905272007,-0.0254506301134825,0.00457835616543889,0.000101765741419513,-0.00323635851964355,0.0136355580762029,-0.00527048576623201,-0.000503063900396228
"12",-0.00634275656193495,-0.000572733057197183,0.00486420094966888,0.0434506237506866,0.00864152703434229,-5.36457664566115e-05,-0.0147276697680354,-0.0068471604026854,-0.00825442746281624,-0.012609857134521
"13",0.000896090699825436,-0.00703183142468333,-0.0524564757943153,-0.0208425689488649,-0.0160400383174419,0.0142171084880829,-0.00026385227101855,0.00256179156713188,0.0088500315323472,-0.0118811307474971
"14",0.0102464044466615,-0.0022220176178962,-0.00279596587643027,0.0279603004455566,-0.00228189956396818,-0.00695826904848218,-0.00745643116533756,0.0063851261511445,-0.00268698623403907,0.00687980419024825
"15",-0.0255616251379251,0.00923364795744419,0.00119594414718449,-0.0145127503201365,0.00671917572617531,-0.00348930712789297,0.00647405907511711,0.0149185843765736,-0.00341000454500318,0.0109354918822646
"16",-0.00170117639936507,-0.00345936231315136,-0.00150969251990318,0.0477609261870384,-0.0126815428957343,0.00949819758534431,0.00208890112116933,-0.00780192017555237,0.00195040751714259,-0.00263805733993649
"17",-0.00971184391528368,-0.0153945200145245,-0.0218048952519894,-0.00511956494301558,-0.0189472287893295,0.00434510782361031,0.00552351446822286,0.000811574282124639,0.000555606791749597,-0.0036146433558315
"18",-0.00104089884553105,0.00482398178428411,0.0364378169178963,-0.0186653472483158,-0.00296347518451512,-0.00910487957298756,-0.00768434861674905,0.0198849365115166,0.000611639523413032,0.0026623560115695
"19",0.0176301635801792,-0.00078872503945604,-0.000972229114267975,-0.00796700268983841,-0.00270543852820992,-0.00355896889232099,0.00474028335884213,0.00104725663550198,-0.00674963602796197,0.00354227726347744
"20",0.0197148844599724,-0.0188962034881115,0.0126008270308375,-0.0356881767511368,-0.00461249006912112,0.00875656306743622,-0.00876940600574017,-0.00514367315918207,-0.0158221181482077,-0.000829890777822584
"21",-0.0146884927526116,0.000311391020659357,-0.0156659502536058,0.022814167663455,-0.011964769102633,-0.00541751552373171,0.00990140903741121,-0.00212902366183698,0.0241279304027557,0.000285266403807327
