"","MSFT","XOM","INTC","JPM","GE","VZ","V","CSCO","JNJ","PFE"
"1",0.00568439159542322,-0.00314853480085731,0.00419962964951992,0.0071479775942862,0.00402679899707437,-0.00665174005553126,-0.00435120891779661,0.000549171352759004,0.0097817936912179,-0.00193791778292507
"2",0.00595838343724608,0.0138311153277755,0.016801729798317,-0.00161769206169993,-0.00201136874966323,0.00176188442856073,-0.000310061441268772,5.25164978171233e-05,-0.000269098702119663,0.00112762209028006
"3",0.00562252104282379,-0.014804869890213,0.0100890463218093,0.00171393644995987,-0.00140632258262485,-0.00329469260759652,-0.000794138933997601,-0.00544646475464106,0.000762727169785649,-0.00401250226423144
"4",-0.00461356900632381,0.00521280569955707,-0.00125840946566314,-0.000247632531682029,0.00178192800376564,0.000867136986926198,0.00103348819538951,0.00674621667712927,-0.000410414562793449,0.00415790220722556
"5",0.00350734847597778,-0.000942068407312036,0.0245991311967373,0.0061111943796277,-0.00189044012222439,0.00200381455942988,-0.000318028731271625,-0.00139025878161192,-0.00110671611037105,-0.00195245421491563
"6",0.0072324275970459,0.0131122712045908,0.00183517928235233,-0.000484788761241361,-0.00287900841794908,0.00111924461089075,0.00274671614170074,0.000303832872305065,0.00540464092046022,0.000817511405330151
"7",0.0167249701917171,-0.00357706658542156,0.00879116822034121,-0.00107401667628437,-0.00656522810459137,0.00516842911019921,0.0033864735160023,0.00140104477759451,0.00452012149617076,-0.00311645655892789
"8",-0.00429005827754736,-1.51976537381415e-05,-0.00444261683151126,-0.00373631482943892,-0.00519222626462579,0.00185370072722435,-0.000741891737561673,-0.00683712167665362,0.000806511088740081,0.00124026357661933
"9",0.000646793050691485,0.00134484993759543,0.000118970099720173,0.000611748604569584,0.0010734957177192,-0.00183603574987501,0.00266076344996691,0.000367148371879011,-0.0010492472210899,0.00247708265669644
"10",0.00156733929179609,0.00385389244183898,-0.00280592660419643,0.00282648741267622,-0.00396592263132334,0.00747675867751241,-0.000331521441694349,0.00308502418920398,0.000586306909099221,0.0035049538128078
"11",-0.00456534791737795,-0.00205231946893036,0.00116342748515308,-0.00659527815878391,0.00300332717597485,-0.00261058565229177,0.00289410352706909,0.00152295606676489,0.00280825351364911,0.00133641855791211
"12",0.00168960308656096,0.00252633611671627,-0.00127182737924159,0.00368040101602674,-0.00386111787520349,0.00226302072405815,0.00369962328113616,-0.00463324971497059,0.0017246458446607,0.000696937902830541
"13",0.00419322960078716,0.000374724098946899,0.00267495959997177,-0.000409589061746374,-0.00406698882579803,-0.000404480204451829,0.00774277141317725,0.00133366929367185,0.00026160353445448,-0.00100816134363413
"14",0.00282749184407294,0.00101210433058441,0.00282387132756412,0.000322893465636298,-0.000368696608347818,0.00109939044341445,0.00615996960550547,0.00192473013885319,-0.00250797811895609,-0.00102517695631832
"15",-0.00429115770384669,0.00306296674534678,0.00692185433581471,-0.00567411677911878,-0.00444733118638396,0.00200494797900319,-0.00347820529714227,-0.00311980093829334,-0.000692520930897444,0.00081284687621519
"16",0.00222931150346994,0.00107831368222833,0.0113078402355313,-0.00481183873489499,0.00551236793398857,-0.000544216600246727,0.00223202724009752,-0.00201387400738895,0.00110618094913661,0.000307437177980319
"17",0.00753032974898815,0.00596209242939949,0.00102925044484437,0.000396066141547635,-0.0032978702802211,0.00197274889796972,-0.000282720488030463,0.00364513718523085,0.00466846954077482,0.00240033050067723
"18",-0.0016593731706962,0.0028272271156311,0.00187426141928881,-0.00701347924768925,-0.00299032125622034,0.00034173417952843,0.00535921286791563,0.0021185043733567,0.00365179916843772,0.00364792719483376
"19",-0.00162758550141007,0.00161501497495919,0.00174054794479162,-0.000615141820162535,-0.000229630328249186,0.00694504054263234,-0.00359986000694335,-0.00150780822150409,-0.00337382033467293,0.00134863483253866
"20",0.00169073755387217,0.00453778589144349,0.00397938024252653,0.00579799711704254,-0.00296746869571507,0.000741982599720359,8.3553277363535e-05,-0.00161360378842801,0.00116518384311348,0.00332512822933495
"21",0.000953180599026382,-0.00246869935654104,-0.00407239189371467,0.0036013734061271,-0.000630500668194145,0.000781049195211381,0.00128554913681,0.00301853963173926,0.00125548162031919,0.00434305192902684
