"","AAPL","MSFT","GE","JPM","PG","PFE","DIS","XOM","JNJ","V"
"1",0.00192502688150853,-0.0108164139091969,0.00340937171131372,-0.00320794875733554,0.00565671315416694,0.00481022382155061,-0.00630200700834394,-0.00728422962129116,0.00547427823767066,0.00211790553294122
"2",0.000306669186102226,-0.0054488149471581,-0.00715041207149625,0.00574179412797093,0.00530907977372408,0.000409884174587205,-0.00760648213326931,0.00148681993596256,-0.00192512024659663,0.00133018882479519
"3",0.00469209160655737,0.00340054510161281,0.00529901497066021,0.00230573210865259,0.00473535154014826,-0.00209612492471933,-0.00760932778939605,0.00231815641745925,0.00374913914129138,-0.0033586781937629
"4",-0.00887755490839481,-0.00488739460706711,-0.00710766203701496,-0.00228180293925107,0.00866155978292227,-0.00113833299838006,0.00019854748097714,-0.000498765031807125,0.00133895117323846,-0.00317474198527634
"5",-0.00859944894909859,0.0127269215881824,0.000834428821690381,0.00677621830254793,-0.0108341770246625,-0.000851307588163763,-0.00111787277273834,-0.000319991784635931,-4.73984482596279e-06,-0.00367800053209066
"6",-0.0220888163894415,0.0104942182078958,-0.00265490030869842,0.0010864813812077,-0.0178470071405172,-0.00444986578077078,-0.00247326120734215,-0.00060055434005335,0.000639970181509852,-0.00215776287950575
"7",-0.00842390954494476,-0.0014197618002072,0.00300563313066959,-0.000274078542133793,0.00335071352310479,-0.00137778033968061,0.00806704629212618,-0.000572869612369686,-0.000286098977085203,0.004272585734725
"8",-0.0135594438761473,-0.00262560532428324,0.00376595184206963,0.0112883821129799,0.00684857787564397,-0.00565991597250104,0.00251543056219816,-0.00156991672702134,0.0023524088319391,0.000490672246087343
"9",-0.000922574254218489,-0.0018031073268503,0.00598640367388725,-0.00557231344282627,-0.00319212139584124,-0.005349385086447,-0.0145822027698159,0.00174707686528563,0.000865948910359293,0.00161137001123279
"10",0.00195355876348913,0.00275483261793852,0.000532623380422592,0.0080768158659339,0.000510438403580338,-0.00128141336608678,-0.00785469263792038,0.0125793879851699,0.00187139573972672,0.00310497265309095
"11",0.00275159487500787,-0.00845074281096458,0.00530298799276352,-0.00693064462393522,-0.00298433331772685,-0.000546697934623808,-0.0122666954994202,-0.00237158639356494,0.00172521616332233,0.00247478880919516
"12",-0.0047937142662704,-0.0401032790541649,-0.000619372585788369,-0.00444605993106961,-0.000510188343469054,0.00038063817191869,0.000283639208646491,-0.00371663179248571,0.00294626993127167,-0.00186743319500238
"13",0.00192270590923727,-0.00676002353429794,-0.00397147610783577,-0.00435460219159722,-0.0030481806024909,-0.000187268145964481,-0.00052944669732824,-0.00212585693225265,0.00104460027068853,0.002263622591272
"14",-0.00461071589961648,0.00189190311357379,-0.000902178115211427,-0.00499396352097392,-0.00287726661190391,-0.000426014652475715,-0.000375389034161344,-0.00537845445796847,0.00269437883980572,0.000497133587487042
"15",-0.0138028105720878,-0.00536813540384173,-0.00156874756794423,-0.00327251758426428,-0.00298327580094337,-0.000812672369647771,0.000904719287063926,-0.0026868914719671,0.00447006337344646,0.00157770537771285
"16",-0.01314527541399,0.00253073708154261,-0.00253275176510215,-0.00429622502997518,-0.000222446731640957,0.000563965004403144,0.00586876086890697,-0.000473757652798668,0.000764863565564156,0.00284639257006347
"17",-0.0121895680204034,0.0041921641677618,0.00715412246063352,0.00121981324627995,-0.00260537303984165,0.0002470406179782,-0.00164514989592135,-0.000588007736951113,-0.00130425312090665,-0.00012630459968932
"18",-0.00118226394988596,-0.00213308189995587,-0.000959366792812943,0.0092672361060977,0.00290897092781961,-0.000385688559617847,-0.00541991740465164,0.00726600689813495,-0.00100468518212438,0.00403764937072992
"19",-0.00400382932275534,-0.000998469884507358,0.0017496416112408,-0.0022432436235249,-0.000615979603026062,0.000599173305090517,-0.0131654283031821,-0.0102770561352372,-0.00216200109571218,0.0021120822057128
"20",0.00819487310945988,0.011438581161201,0.00476492941379547,0.00392520381137729,-0.000438711955212057,-0.00110189744736999,0.000135412832605653,0.000539188040420413,-0.000578245962969959,0.000831143697723746
"21",-0.00732930609956384,0.0235590171068907,-0.00446944683790207,0.00185602426063269,0.00299788382835686,-0.00257509690709412,-0.00786481611430645,0.00303750927560031,-0.00137802620884031,0.00222890474833548
