"","AAPL","MSFT","INTC","XOM","GE","JPM","JNJ","PFE","V","CSCO"
"1",0.0119108026847243,-0.00103300379123539,0.00897688511759043,-0.00198563770391047,-0.00146765960380435,-0.00252405880019069,0.000811003730632365,-0.00192453956697136,0.0373962223529816,0.00464773317798972
"2",0.0112728765234351,0.00694408966228366,0.0188564024865627,-0.00586326327174902,-0.00242965831421316,0.00824569165706635,-0.00675588566809893,-0.00170663988683373,0.00410769414156675,0.000686639337800443
"3",-0.00104338966775686,-0.00105637370143086,-0.0127992946654558,0.00280684628523886,0.00119879806879908,0.00104403495788574,0.00391051033511758,0.0104358997195959,0.00491522811353207,0.00557516515254974
"4",0.0141885522753,0.00250950688496232,0.00130482611712068,-0.00345724215731025,0.0067810295149684,-0.00182997016236186,-0.00381529564037919,-0.00592868076637387,-0.00174462352879345,-0.000184063173946925
"5",0.00294428435154259,0.000173141525010578,-0.00584113085642457,-0.00150533276610076,-0.00325018935836852,-0.000607622787356377,0.00119272468145937,0.00525243813171983,0.00553853716701269,0.00318041443824768
"6",-0.000507005082909018,0.00972870551049709,0.000200834008865058,0.00363180576823652,-0.000339632155373693,0.000620484992396086,0.00368885463103652,0.00235054548829794,0.00647660158574581,0.00286588841117918
"7",-0.00387021340429783,-0.0110028572380543,0.00753178494051099,0.00277301738969982,-0.00233442662283778,0.00901805330067873,-0.000209949881536886,0.000584562309086323,-0.0104299066588283,-0.00525150820612907
"8",-0.00458978954702616,0.0165066029876471,-3.76717034669127e-05,0.00385751551948488,-0.00512141222134233,-0.002147605875507,-0.00212739827111363,-0.00111323455348611,0.0297836065292358,0.00527751166373491
"9",-0.00693736877292395,-0.010215257294476,-0.0015016287798062,0.000633487419690937,-0.00269122747704387,-0.00138500879984349,-0.000299097562674433,0.0027795999776572,0.0052938093431294,0.00563163217157125
"10",-0.0156214730814099,-0.00326232984662056,0.000608815520536155,0.00157994905021042,0.000437529379269108,0.00387926888652146,-0.00312036694958806,0.000772868399508297,-0.000297050253720954,0.00617252103984356
"11",0.00879375636577606,-0.0164199639111757,0.00732062663882971,-0.0012894922401756,-0.00547241326421499,0.0035291607491672,-0.00128672190476209,0.00131516659166664,0.0028022222686559,-0.00143013335764408
"12",-0.0120759662240744,-0.0012301264796406,-0.00404491787776351,-0.0018269851570949,0.000598093611188233,0.0126846404746175,0.00253897649236023,0.00442162295803428,0.00109600846190006,-0.00269899144768715
"13",0.00521376123651862,-0.00311862421222031,0.00238073593936861,-0.00170517724473029,-0.00315772485919297,0.000630096881650388,-0.00152410287410021,-0.00270436843857169,0.0022592069581151,-1.05665612863959e-05
"14",0.00102480780333281,-0.00207072915509343,0.00644562346860766,-0.000955314841121435,0.000118923788249958,0.000978215713985264,-0.000113832160423044,-0.000243239395786077,-0.00483949529007077,-0.00594147108495235
"15",-0.0086527531966567,0.0048059462569654,0.00839209835976362,-0.000279106694506481,-0.004366435110569,0.00307198264636099,0.000857206934597343,0.00163644657004625,-0.00199251784943044,0.0012087095528841
"16",0.00498391408473253,0.00478514097630978,-0.00109829334542155,-0.000255279359407723,-0.00188475858885795,-0.00335448468104005,-0.000684291298966855,-0.00349625363014638,-0.0028416533023119,0.00200568721629679
"17",0.00806866399943829,-0.00151129090227187,0.00771454675123096,-0.000785485957749188,-0.00267153140157461,-0.00114410824608058,-0.000761702889576554,-0.0041636317037046,-0.00543477246537805,0.00372174521908164
"18",0.0130809899419546,0.000319450744427741,0.00533201638609171,0.00232346821576357,-7.63488060329109e-05,0.00131987268105149,-0.00130296044517308,0.00144480250310153,0.00787109229713678,-0.00163272407371551
"19",0.00854686088860035,0.00843305326998234,0.0120092928409576,0.00155412324238569,-0.000710412219632417,0.00194212899077684,0.0031364772003144,-0.00277135684154928,-0.0140919182449579,-0.0014041707618162
"20",-0.00209886976517737,-0.0064634857699275,-0.00262578600086272,-0.00111349648796022,0.00248555326834321,0.00373820727691054,-0.00269384169951081,0.0018232906004414,0.00419526128098369,0.00238957698456943
"21",0.00651858421042562,0.00226315367035568,0.00685392180457711,0.00173946330323815,-0.00168829411268234,0.00197483948431909,0.000118578158435412,-0.00109945039730519,-0.00801132619380951,0.00387154589407146
