"","BAC","JPM","MSFT","XOM","GE","INTC","CSCO","WMT","PFE","IBM"
"1",-0.00472765788435936,0.00308521743863821,-0.00461615901440382,-0.00571268331259489,0.0102907391265035,-0.00188125786371529,0.00218515610322356,-0.00515544228255749,0.00521965930238366,-0.00548064149916172
"2",0.000630763650406152,-0.00117682188283652,0.00149007211439312,-0.00273177027702332,0.00134860945399851,-0.00560505781322718,0.00685041584074497,0.000258085579844192,-0.000652262882795185,-0.000315595098072663
"3",0.00540949590504169,-0.000300096668070182,0.0050901472568512,-0.000829952070489526,-0.00481785740703344,0.00393129093572497,0.0050799367018044,-0.000608450558502227,-0.00240601832047105,-0.00440416019409895
"4",-6.07711626798846e-05,0.00729383481666446,0.00313943508081138,0.00323494779877365,0.0077735036611557,-0.00146365980617702,-0.000643963285256177,0.00366426212713122,0.00422863615676761,-0.00605572015047073
"5",-0.00108691200148314,0.0103587126359344,0.010668427683413,0.00557894865050912,0.00648422632366419,-0.0052290209569037,0.00462674302980304,0.00435152975842357,0.0030211778357625,-0.00376001442782581
"6",0.0163945630192757,0.0110977338626981,0.000301033316645771,-0.000810659432318062,0.00384564767591655,0.00465273484587669,0.000108184722193982,-0.000781985756475478,-0.00259831151925027,0.00506916595622897
"7",-0.00679451692849398,0.0020857616327703,0.00700770132243633,0.00274681230075657,0.00585599383339286,-0.0017688749358058,0.00375110656023026,-0.00422056391835213,-0.00420813355594873,-0.00137825205456465
"8",-0.00537558319047093,0.00290974136441946,-0.0013630393659696,0.00236088060773909,0.000982538680545986,-0.00315215578302741,0.00381587911397219,-0.00234733009710908,0.00290308077819645,0.00213036080822349
"9",0.0263112112879753,0.00180286285467446,0.00326462113298476,-0.00283530214801431,-0.00493871234357357,-0.00404767133295536,-0.00372123369015753,-0.00125768524594605,-0.00105749524664134,-0.00167749042157084
"10",0.00262202066369355,-0.000576427846681327,-0.00199904572218657,0.00318293017335236,0.00657923193648458,-0.0049787643365562,0.00122470746282488,0.00278930901549757,0.00132456107530743,-0.0006671734736301
"11",-0.00192118750419468,0.00275108660571277,0.00698404805734754,0.00548626203089952,0.00976482406258583,0.00392026454210281,-0.00428564287722111,0.0056856288574636,0.000203179064556025,-0.00260395836085081
"12",-0.000208193887374364,0.00571734784170985,-0.000340047408826649,0.00325159961357713,0.000769013597164303,-0.00108853471465409,0.00470260810106993,0.00320783979259431,0.00272437371313572,0.000124146230518818
"13",-0.00342192430980504,0.0096364626660943,0.00122122629545629,0.000529911078047007,-0.00217461213469505,0.00145236728712916,0.00250760349445045,-0.00285929325036705,-0.00217300304211676,0.00363703840412199
"14",0.00777610717341304,-0.000138866962515749,0.00775355426594615,-0.00110232410952449,0.00348541745916009,0.00590803287923336,-0.00243242015130818,-0.00173450552392751,0.00204341812059283,0.000253939535468817
"15",-0.0186068899929523,0.00205253111198545,0.0014993887161836,-0.00165641109924763,0.00691659981384873,0.00335737341083586,-0.00278045097365975,-0.00371715845540166,0.00611192639917135,0.000548495969269425
"16",0.0110762966796756,0.00495760934427381,-9.47665830608457e-05,0.00435794610530138,0.00337068643420935,0.00362596567720175,0.0128545630723238,0.000179048220161349,0.00569013273343444,-0.00242752651683986
"17",0.0150209534913301,0.00835073739290237,-0.000856510188896209,-0.00394295947626233,0.00932963564991951,3.78703807655256e-05,0.00146806880366057,0.00541720213368535,-0.00067088712239638,-0.00306071806699038
"18",0.00181585666723549,0.0100915106013417,0.00407736981287599,-0.0026943467091769,-0.0026237282436341,0.00125924521125853,-0.000900921528227627,0.00277221738360822,-0.000937731296289712,-0.00197165482677519
"19",-0.00871531758457422,0.00885586347430944,-0.00091057235840708,-0.00450779870152473,-0.00304365763440728,0.00192096689715981,0.0167474821209908,0.00143497157841921,0.00392555631697178,-0.00613753544166684
"20",-0.00289584510028362,0.00416596652939916,0.000159897419507615,0.00576792052015662,0.0102575030177832,-0.00197533797472715,-0.00100502406712621,-0.00150332355406135,-0.00224597845226526,0.00215328321792185
"21",0.00287443283013999,0.0105633353814483,0.0080786133185029,-0.00775089859962463,0.00537985796108842,-0.00457477755844593,-0.00590262049809098,-0.00207520392723382,0.00716529274359345,0.00178171449806541
