"","AAPL","MSFT","BA","JPM","V","DIS","INTC","CRM","HD","UNH"
"1",-0.000291767384624109,0.00583679741248488,-0.0127124432474375,-0.00849701650440693,0.00666433200240135,0.00228345906361938,0.00622854568064213,-0.0149377416819334,0.00230364338494837,0.00298362295143306
"2",-0.00823382195085287,0.0197291243821383,-0.0050893584266305,-0.00214428757317364,0.00585725484415889,-0.00288963178172708,0.00321396254003048,0.00745751475915313,0.00890753977000713,-3.4076099836966e-05
"3",-0.0092133479192853,0.00756033649668097,0.00470912689343095,-0.00678986310958862,0.00332256266847253,-0.00173345545772463,-0.00130164460279047,-0.00734614301472902,0.000389400636777282,-0.00286369607783854
"4",0.00446216249838471,0.00171396578662097,-0.00641426909714937,-0.0100470250472426,0.00963486731052399,-0.00449637277051806,-0.000350088259438053,-0.00934772007167339,0.00513804890215397,0.00298993708565831
"5",0.00034307551686652,0.00669281790032983,0.00362448440864682,-0.0118206664919853,-0.0018934371182695,0.00118116510566324,-0.00828299578279257,-0.00420470209792256,0.00226655998267233,0.00298941857181489
"6",0.00170582823920995,-0.00955506972968578,-0.00652725854888558,0.000407826446462423,0.0026834812015295,0.000877169775776565,-0.00172054837457836,-0.0094976332038641,-4.15442409575917e-05,-0.00188919098582119
"7",-0.0162841994315386,-0.00505644269287586,-0.00990199949592352,0.00289588328450918,0.00511217582970858,-0.00417671399191022,0.00400829734280705,-0.00590424472466111,-0.00208819936960936,-0.00373272481374443
"8",-0.00395249808207154,-0.00269532087258995,-0.0110160922631621,0.00818432308733463,0.0064938748255372,0.00213346537202597,-0.00117162172682583,-0.00554362125694752,0.00631761876866221,0.000761481933295727
"9",-0.00806364696472883,7.13214758434333e-05,-0.0232002045959234,0.00233520893380046,-0.0021196436136961,-0.00151866965461522,-0.00431979633867741,-0.00483879633247852,0.00326295965351164,-0.00741699896752834
"10",-0.00816972833126783,-0.00450533255934715,-0.00504516158252954,-0.00548013858497143,-0.00518049765378237,-0.000284893321804702,0.00174230593256652,-0.00140501232817769,-0.00916705466806889,-0.00842120964080095
"11",-0.00732753425836563,0.00825705472379923,0.00882524810731411,-0.000204391282750294,0.000916258664801717,-0.00522291613742709,-0.00520378677174449,-0.00338872452266514,0.00110680772922933,0.000370825524441898
"12",0.000660929421428591,-0.000418215931858867,-5.70888696529437e-05,-0.00693198479712009,0.00354820303618908,4.54040628028451e-06,0.00394614832475781,-0.00200673029758036,0.0012788730673492,-0.00726407067850232
"13",-0.00485801044851542,0.00276267365552485,-0.00839524250477552,0.00219967635348439,0.00551607133820653,-0.0110268434509635,0.00244747288525105,0.000846353825181723,0.00322794844396412,-0.000114468282845337
"14",-0.00174221966881305,0.00551619846373796,-0.00371933006681502,-0.00189838814549148,-0.000768755679018795,0.00583235872909427,-0.00389354722574353,0.0135332876816392,-0.00597294420003891,-0.00161068746820092
"15",0.00212091905996203,0.00528929615393281,-0.00399167137220502,-0.000348405534168705,-0.0046663829125464,-0.00100042449776083,-0.00336879212409258,-0.00599570758640766,0.00390841439366341,0.00106771290302277
"16",-0.00190006755292416,0.00781026296317577,-0.00217179930768907,-0.00227472907863557,0.0002853162586689,-0.00254676816985011,-0.00419126451015472,-0.00664463499560952,0.00133899785578251,-0.0051667457446456
"17",-0.00869845319539309,-0.00755043001845479,-0.00797145627439022,-0.00456657167524099,0.007176473736763,0.000926076958421618,-0.00578736700117588,-0.0117949778214097,-0.000956585514359176,-0.00409481022506952
"18",-0.011327276006341,-0.00528987962752581,-0.0059801023453474,-0.00228339154273272,0.00423005130141973,-0.0114034852012992,0.00235308497212827,-0.0122789479792118,-0.00114601186942309,-0.00422831671312451
"19",-0.00854412000626326,-0.000837486993987113,-0.00288748205639422,-0.00829418748617172,0.00110211118590087,0.00297199795022607,0.000821746070869267,-0.0115664526820183,-0.000620493432506919,-0.00477293925359845
"20",0.000978699652478099,-0.0043669119477272,-0.000872057338710874,-0.00502711767330766,0.00263947783969343,0.00498335063457489,-0.00388200022280216,0.00243742973543704,0.0033315010368824,-0.00881012808531523
"21",-0.00702859601005912,-0.00303788227029145,-0.00640859920531511,-0.00615864340215921,-0.00315851694904268,0.000237865868257359,-0.000166743862791918,-0.0090209823101759,-0.00232796650379896,-0.00359224365092814
