"","AAPL","MSFT","JPM","BA","INTC","V","DIS","CSCO","WMT","JNJ"
"1",-0.000571935379412025,0.00873294100165367,0.00181749206967652,-0.00267227180302143,0.0024650723207742,0.00364409713074565,0.0060251415707171,-0.0053813592530787,0.000606973189860582,-0.00785553921014071
"2",-0.0029779642354697,-0.00225149979814887,-0.00215586461126804,0.00326386303640902,-0.0076207909733057,0.00441038375720382,-0.00201853271573782,0.00271924771368504,0.0018435443053022,-0.00029644017922692
"3",-0.00278201047331095,-0.00132926041260362,0.00443083746358752,0.000107354622741695,0.011160702444613,-0.00395196303725243,0.00477013178169727,0.00772437313571572,0.0100820185616612,0.000114996539196
"4",-0.000418816722230986,0.00132551800925285,-4.47618440375663e-05,-0.00141848949715495,-0.013018517754972,0.000991632230579853,0.00105954147875309,0.00478601455688477,-0.0078904377296567,0.00243527488783002
"5",-0.00237172795459628,-0.000423399469582364,0.00536053581163287,-0.0178604461252689,-0.00340085825882852,0.00177525798790157,0.00480624474585056,0.00301230698823929,0.0081902677193284,0.00166705483570695
"6",0.000535682134795934,0.00221261405386031,-0.00127335509750992,-0.00104529049713165,0.00613936176523566,-0.00103013531770557,8.51060467539355e-05,0.00332917808555067,-0.00457952823489904,0.00214223423972726
"7",0.00146417750511318,0.00660354550927877,-0.00363481091335416,-0.00701779872179031,0.00393675873056054,0.000126328493934125,0.00351395807228982,0.0110847428441048,0.00329205091111362,0.0043020136654377
"8",-0.00587698398157954,0.000127649036585353,0.00383526808582246,0.00279172509908676,-0.00490913493558764,-0.00235682050697505,0.0128012401983142,0.00574813317507505,-0.00217473832890391,0.00222054147161543
"9",-0.00086424924666062,0.00526700867339969,0.00457729306071997,0.00168587022926658,-0.00943802855908871,0.00355193018913269,0.0127053773030639,-0.00766345858573914,0.00759293977171183,0.000961807207204401
"10",-0.00201318273320794,0.00109677796717733,-0.00128123466856778,0.00269228173419833,0.00216726888902485,0.00316082406789064,-0.00691845268011093,0.00080964615335688,-0.000883821863681078,-0.00126721838023514
"11",0.000804140174295753,0.00811668019741774,-0.000613219861406833,-0.0113043701276183,-0.00215509929694235,-0.00143395783379674,-0.000165026111062616,0.00131559604778886,0.00474076485261321,0.0117077194154263
"12",0.000743771262932569,0.00270515750162303,-0.000443559954874218,-0.00403389474377036,0.00611613970249891,0.00383316585794091,-0.000128321291413158,0.00395233137533069,0.00168774893973023,-0.00135834666434675
"13",0.00713303033262491,0.00484768813475966,0.00257311551831663,-0.000249274598900229,-0.00141176942270249,0.00428616069257259,0.000212871324038133,-0.00472825672477484,0.000826396222691983,-0.00264691980555654
"14",0.000473991589387879,-0.00458141090348363,-0.00475751748308539,0.00724272197112441,-0.00147340819239616,-0.00158868764992803,-0.000874316203407943,0.00754139153286815,-6.26235050731339e-05,-0.00251412228681147
"15",-0.00631402200087905,0.00894965324550867,-0.00524991611018777,-0.00150794920045882,0.00365727464668453,0.00666617602109909,-0.00447289366275072,0.00257583451457322,-0.0026435786858201,-0.00343986600637436
"16",0.000990866334177554,0.00512316264212132,0.00213002762757242,-0.000705286103766412,0.00392280612140894,0.00356112536974251,-0.00177847140002996,0.00566633557900786,-0.000458027789136395,-0.00292644533328712
"17",0.000516013358719647,-0.000165315388585441,0.00348425121046603,0.0012817052192986,-0.0015726808924228,0.00248252344317734,0.00172099797055125,0.00184232590254396,3.28053247358184e-05,0.000978680793195963
"18",-0.00138923246413469,-0.00281156017445028,-0.00806338526308537,0.00515629351139069,-0.00784609094262123,-0.00213098060339689,-0.0018417356768623,0.00412396667525172,0.00117587856948376,-0.00040467461803928
"19",-0.00156957015860826,-0.000352970790117979,0.00284654134884477,-0.00857420451939106,0.00305739743635058,0.00219137850217521,-0.000120177108328789,0.00313752540387213,0.000141167285619304,0.00347479456104338
"20",-0.00557039957493544,0.00764491967856884,-0.000428371189627796,0.0100119179114699,-0.00309631298296154,0.00289289723150432,0.00455944892019033,-0.00118970568291843,-0.00163084734231234,0.000310740841086954
"21",-0.00823163986206055,-0.00405581993982196,-0.00658005755394697,0.000887695467099547,0.0129349576309323,0.0059006349183619,0.000203260526177473,-0.000562196073587984,0.00380909768864512,0.00512528093531728
