"","AAPL","MSFT","JPM","GE","PG","PFE","XOM","DIS","JNJ","V"
"1",-0.00384168210439384,-0.000234339051530696,-0.00118001736700535,-0.00141552486456931,-0.00834890734404325,0.00225445069372654,-0.00353773473761976,0.00633462611585855,0.0012740520760417,0.00209939805790782
"2",-0.00168448535259813,-0.0154923731461167,-0.00243243528530002,-0.00221702293492854,0.00891506765037775,-0.00585979223251343,0.0012466941261664,0.0074326703324914,-0.00272212969139218,-0.00469906302168965
"3",-0.00651955744251609,-0.00085397792281583,-0.00262602744624019,-0.00233907904475927,7.42732254366274e-06,0.00193062541075051,-4.09456733905245e-05,-0.000182689851499163,-0.000342260696925223,-0.00694565568119287
"4",-0.00284223537892103,-0.00413069501519203,-0.00405123690143228,-0.00292586721479893,-0.00680436007678509,-0.000945024832617491,-0.00120449787937105,-0.00380433723330498,0.00623943563550711,-0.000281190412351862
"5",0.0127204041928053,-0.00438141357153654,0.00382894393987954,0.00422562519088387,-0.00026435439940542,-0.00134892016649246,0.00201057828962803,-0.00225255987606943,-0.000108950305730104,0.000611831666901708
"6",-0.000811489939223975,0.00384983024559915,-0.000711439293809235,0.000485399446915835,-0.00084125337889418,-0.00195476040244102,-0.0019939704798162,-0.00224062101915479,-0.000470978236990049,0.00307115446776152
"7",0.00947317015379667,0.0067698871716857,0.00420659827068448,0.000951774651184678,0.00236992607824504,-0.00226549501530826,-0.00183717696927488,-0.00255756103433669,0.00241579674184322,0.000291093077976257
"8",-0.00789238233119249,0.00151000905316323,0.00681818788871169,-0.00039143263711594,-0.00867473147809505,0.00292309164069593,-0.00960747338831425,5.85794368817005e-05,-0.000317971804179251,-0.00293901655822992
"9",0.00086919660679996,-0.000968425651080906,-0.00251947739161551,-0.000817970372736454,0.0042434991337359,-0.00158850743900985,-0.00247787567786872,-0.00056467525428161,-0.000837122788652778,0.00586866494268179
"10",-0.00641019735485315,-0.00184582441579551,0.00651284214109182,-0.00241134455427527,-0.00216004066169262,-0.00862807221710682,-0.00451156822964549,-0.00191927817650139,-0.000909125606995076,0.00583374174311757
"11",-0.00410325871780515,-0.00291735283099115,-0.0157838184386492,-0.00202204706147313,0.00671129394322634,-6.68793873046525e-05,-0.00974567607045174,-8.35324026411399e-05,-0.00101799017284065,0.00421141600236297
"12",-0.00448421481996775,-0.00364628667011857,-0.00130415265448391,-0.00528047047555447,-0.00292231468483806,-0.00249663181602955,-0.00259793968871236,0.000327914603985846,-0.000620072707533836,0.00431022746488452
"13",-0.00650322856381536,-0.0115426015108824,0.000420146359829232,-0.000286272610537708,0.00110016937833279,0.00183848431333899,-0.00351700047031045,-0.00165740435477346,-0.00306304078549147,-0.00390216149389744
"14",-0.00356937013566494,-0.000862661399878561,0.00275506498292089,-0.00226752040907741,-0.000963709608186036,-0.0034296743106097,-0.00438351603224874,-0.00215383432805538,-0.000486301869386807,-0.010553877800703
"15",0.00401936192065477,-0.00208655092865229,0.00365045364014804,0.00324811320751905,0.00234932987950742,-0.00346294278278947,-0.00164202484302223,-0.00488187745213509,0.000717452785465866,0.00698019424453378
"16",0.00153062923345715,-0.000575052399653941,0.00125595706049353,-0.00163664284627885,0.00553362723439932,-0.00444527808576822,-0.00355736771598458,0.00171682715881616,0.00230077677406371,-0.000489118276163936
"17",-0.0018450056668371,0.00252577662467957,0.0105583341792226,-0.002844272647053,-0.00987424328923225,0.00246080057695508,-0.00568240275606513,-0.00507530337199569,-0.00112095638178289,0.00130600854754448
"18",-0.00458948500454426,-0.000610774965025485,0.00182884291280061,0.00162787281442434,-0.00137288332916796,0.0040001068264246,-0.00529166171327233,0.00335730728693306,-0.000480872695334256,0.00485820323228836
"19",-0.000895649660378695,-0.00565053941681981,-0.00644964026287198,0.000872912467457354,-0.00119442015420645,8.73305361892562e-06,-0.00466585392132401,-0.00217898050323129,0.00244539300911129,0.00300147058442235
"20",-0.00750627974048257,0.00486727571114898,0.000968565582297742,-0.000574242207221687,0.00503896689042449,-0.00140154361724854,-0.00878029596060514,0.00470038084313273,-0.00110300211235881,-0.00130843766964972
"21",-0.0115563524886966,0.0015932209789753,0.000427774182753637,-0.00538431853055954,-0.00463543646037579,-0.00690955109894276,-0.00903275236487389,-0.00428425706923008,-0.00295536615885794,0.000241183952311985
