"","AAPL","MSFT","BA","V","JPM","DIS","INTC","CRM","UNH","JNJ"
"1",0.00186661968473345,0.00823891442269087,-0.00142420316115022,0.00864236243069172,-0.00310655636712909,0.000570836884435266,0.0117165762931108,-0.0071712639182806,0.00644649844616652,-7.91366837802343e-05
"2",0.010754182934761,0.00387686910107732,-0.00172452034894377,-0.00560044124722481,0.00260874116793275,0.00963971670717001,-0.00404454162344337,0.0206295847892761,0.0140581736341119,0.00148433842696249
"3",-0.00618574162945151,-3.30360344378278e-05,-0.0211123563349247,0.000272378441877663,-0.00567370839416981,-0.00700338836759329,0.00426307041198015,0.00516936462372541,-0.00517660658806562,0.000577570288442075
"4",0.00803941302001476,-0.0033944551832974,0.0226374324411154,-0.000985284568741918,0.0189143214374781,-0.00611112033948302,-0.0145547017455101,0.0093037523329258,0.0126756653189659,0.00179595279041678
"5",0.00612154835835099,-0.00457516219466925,-0.0216001030057669,0.015130284242332,0.00293585238978267,0.000493372383061796,0.00148351863026619,0.0186144057661295,0.0129676926881075,0.00676019117236137
"6",0.00976758636534214,-0.00998800806701183,0.00171979481820017,-0.00516520487144589,0.00403204141184688,0.0146466307342052,0.00823236536234617,0.00388139043934643,-0.00365754985250533,-0.000102303900348488
"7",0.0097196651622653,-0.00199269200675189,0.0106768384575844,-0.00160049286205322,0.00652112951502204,-0.000389211840229109,0.010476709343493,-0.0232745595276356,-0.0129664959385991,0.00634945696219802
"8",0.00704487087205052,0.000361026817699894,0.00883572082966566,0.00451148394495249,0.0158459506928921,-0.00391961401328444,0.000952282163780183,0.0154311172664165,-0.00636654393747449,0.00277408212423325
"9",0.00620532361790538,0.00638201599940658,-0.0193304345011711,0.00539017980918288,-0.00968718715012074,-9.77059389697388e-05,0.000634266063570976,-0.00259903375990689,-0.0147110112011433,0.00301605835556984
"10",-0.00134015374351293,0.0178016368299723,0.00934480223804712,0.00813181698322296,0.00214000162668526,-0.0042425082065165,0.00160647858865559,-0.00319268368184566,-0.00166488660033792,0.00142702006269246
"11",-0.00527347903698683,0.0105749554932117,-0.00899520516395569,0.00649931142106652,-0.00361298164352775,-0.00721717299893498,0.00183024455327541,-0.00108122709207237,-0.00902203470468521,0.00526780728250742
"12",0.010921741835773,-0.000579671759624034,0.00644900929182768,0.0081649636849761,-0.00988403707742691,0.000507713470142335,0.00304892123676836,0.00761605659499764,-0.00592167442664504,0.00654498441144824
"13",0.00650290073826909,0.000282224093098193,0.0117676937952638,0.00516239320859313,0.00237351702526212,0.00995027832686901,0.00840821024030447,0.00388429709710181,0.0168549101799726,0.00161488587036729
"14",-0.0035121226683259,0.00119831878691912,-0.00910622626543045,0.00280815176665783,0.00109911873005331,0.0100327059626579,0.00744587648659945,-0.00288983061909676,0.00363431009463966,0.00235495762899518
"15",0.00226295669563115,0.00473305862396955,0.0119663206860423,-0.00105608277954161,-0.0083335293456912,-0.00328473560512066,-0.00618800101801753,0.00671771168708801,0.00412109261378646,0.000861025822814554
"16",0.00491661904379725,0.00649327831342816,0.0104852607473731,0.00488195195794106,0.000282860710285604,-0.00149720790795982,-0.0149946454912424,0.00511984014883637,-0.0129152797162533,0.00220293877646327
"17",0.00066852435702458,0.00409110262989998,0.00830988585948944,-0.00163022743072361,0.00412530219182372,0.00898301601409912,-0.0103850467130542,-0.0030954962130636,0.000634478579740971,0.00179237592965364
"18",3.0959981813794e-05,-0.000158602357259952,-0.014607441611588,0.00136140326503664,-0.00748437456786633,0.00870449841022491,-0.0140830976888537,0.00252730050124228,-0.00849645584821701,0.00661137793213129
"19",0.0050019733607769,-0.00207949592731893,0.00290234875865281,0.00646737171337008,0.00705563090741634,-0.00876848492771387,-5.51389712200034e-05,-0.00501786870881915,0.00753054488450289,0.00201586238108575
"20",0.00114267889875919,0.000544086506124586,-0.0148934777826071,-0.00119605904910713,-0.00357793504372239,-0.00417288253083825,0.00920748058706522,-0.000306147849187255,0.0121761774644256,0.00335020199418068
"21",0.00718381488695741,0.00475377961993217,0.0165867377072573,0.000510860234498978,0.00486844731494784,0.00762807857245207,0.0109611274674535,-0.00440935837104917,0.0111442497000098,0.00473462324589491
