"","AAPL","MSFT","BA","DIS","V","JPM","INTC","UNH","JNJ","HD"
"1",-0.00727992272004485,0.003954135812819,0.00946950353682041,-0.0138582829385996,0.00578176230192184,0.00473634712398052,0.0144851580262184,-0.00542697077617049,-0.00657777627930045,-0.00828634295612574
"2",0.00760717457160354,0.0016362143214792,-0.0237250234931707,0.0202131774276495,0.000648401794023812,0.00541554903611541,-0.0222617629915476,0.000166352896485478,-0.00407250830903649,0.000719678588211536
"3",0.0060751885175705,0.00430736318230629,0.017130883410573,0.0166829898953438,0.000998405972495675,0.0166023448109627,-0.000254049780778587,0.013801091350615,-0.00691858632490039,0.0114628095179796
"4",-0.00702607864513993,-0.000327380141243339,0.00652025965973735,0.0279035698622465,-0.00495974579825997,-0.00191491039004177,-0.00414803205057979,0.00496419938281178,-0.0124353598803282,-0.0056168120354414
"5",-0.0183252654969692,-0.00109324161894619,-0.0102891698479652,0.00357128749601543,0.00402767769992352,0.00150541076436639,-0.00384577829390764,0.0094918068498373,-0.0110002486035228,0.000209470177651383
"6",8.75264595379122e-05,0.0011056411312893,0.00150030665099621,-0.0484445728361607,0.000497634464409202,0.00543624581769109,-0.00280774058774114,-8.4820479969494e-05,-0.00720342947170138,0.00890779029577971
"7",0.00832994002848864,0.00636529922485352,-0.00333728734403849,0.0025008034426719,0.0054756123572588,0.00634972518309951,-0.000802602502517402,-0.00128778570797294,0.00206175539642572,-0.00903747603297234
"8",0.0124550350010395,0.00284998677670956,-0.00931499898433685,-0.00332409352995455,0.00449251383543015,-0.00194448453839868,0.0109133571386337,0.00167052797041833,-0.00163257960230112,-0.00715997396036983
"9",-0.00412254268303514,-0.000988282612524927,-0.00644934084266424,-0.0223141349852085,0.00237310631200671,0.00545368297025561,0.0137835443019867,0.00826687458902597,0.0133332749828696,-0.00485180644318461
"10",-0.00410168711096048,0.00252765673212707,0.00372270331718028,0.000764872820582241,-0.00400099856778979,0.00131782377138734,0.00616190256550908,0.00603274162858725,-0.00595498457551003,0.0063577932305634
"11",0.00538432504981756,0.00609805807471275,-0.0158658139407635,-0.0112458299845457,-0.00599187240004539,-0.00294723082333803,0.0115225622430444,0.0108934324234724,-0.00589443603530526,0.00127556372899562
"12",-0.00193202111404389,0.0028598103672266,-0.00589812779799104,-0.00220979144796729,-0.00157510791905224,0.00143650535028428,0.00962679088115692,0.00589770870283246,-0.015494585968554,-0.0084339203312993
"13",-0.00775404088199139,0.000691916677169502,-0.0150865856558084,0.00105153047479689,0.00307253934442997,-0.00497488770633936,0.00674748281016946,0.000774638552684337,-0.0130455056205392,0.00894644856452942
"14",0.00970965158194304,0.00151492364238948,-0.00840054266154766,-0.00485249422490597,0.006451231893152,0.00324089312925935,0.00868470966815948,-0.00502890488132834,-0.0199107695370913,0.00766188511624932
"15",0.00262296851724386,0.00407624524086714,-0.000574233708903193,0.00828454829752445,0.00370244914665818,0.00140765740070492,0.00357489939779043,-0.0027222977951169,-0.0138875208795071,0.00073503446765244
"16",0.00620943028479815,-0.00159413181245327,-0.00980863813310862,-0.0144443269819021,0.00391070963814855,-0.000878018094226718,0.00222217873670161,0.0126752546057105,-0.00614802585914731,-0.00232815323397517
"17",-0.00245430320501328,0.00416822452098131,-0.0163208339363337,0.0019818905275315,-0.00472337612882257,-0.00178362615406513,0.00108860537875444,0.0106016704812646,-0.00155250960960984,0.00161733163986355
"18",-0.00343619217164814,0.00396238453686237,-0.00336605659686029,0.00246461830101907,-0.00053789687808603,-0.00658202543854713,5.95933379372582e-05,0.00452948547899723,0.00526574440300465,-0.00439989799633622
"19",0.00130913348402828,0.00649438239634037,-0.00921880919486284,-0.000442071002908051,0.00906485039740801,0.00403012288734317,0.000678548531141132,-0.00214373553171754,0.00662571797147393,-0.00865235459059477
"20",0.00428532063961029,-0.0016713939839974,-0.00124299200251698,-0.00492431037127972,0.00171460455749184,0.00206904835067689,-0.000417341128922999,-0.00262198178097606,-0.0218228176236153,-0.00180245970841497
"21",0.00356324762105942,-0.000563244509976357,0.00183881272096187,0.00600289972499013,0.0034766064491123,0.00633084774017334,0.00167190539650619,-0.00466519128531218,-0.00809416919946671,-0.0022096517495811
