"","AAPL","MSFT","JPM","GE","BA","INTC","V","DIS","WMT","XOM"
"1",-0.00327413040213287,-0.00133671204093844,-0.00101241481024772,0.00899553950875998,0.00347502599470317,0.00334934331476688,0.00641778623685241,0.00759028503671288,0.00778365368023515,-0.012549108825624
"2",0.00146998418495059,0.00298787350766361,0.00833009742200375,0.0153797846287489,0.0173557884991169,0.00751814479008317,0.00292651611380279,0.00362404459156096,0.00431023305281997,-0.00123913225252181
"3",-0.000354540563421324,-0.000153343135025352,0.00053525430848822,0.00406859209761024,0.00843532383441925,0.0068181618116796,-0.00281932833604515,0.00198289309628308,0.00109115417581052,0.00376404915004969
"4",0.0035607973113656,0.00064263102831319,0.0100780241191387,0.0101665304973722,-0.00244257366284728,0.0121773444116116,0.00169894460123032,0.00862330757081509,-0.000450801511760801,-0.00137447565793991
"5",-0.00106377271004021,0.00960049033164978,0.00578647805377841,-0.0111769866198301,-0.00603063032031059,-0.0055921021848917,0.00418612966313958,-0.00450100563466549,0.00907376781105995,0.00729921646416187
"6",0.00396057451143861,-0.000764091208111495,0.00617515342310071,-0.026677405461669,0.012668376788497,0.00527629721909761,-0.000245181116042659,-0.00337442802265286,0.00977308209985495,0.00934993010014296
"7",0.00298261176794767,0.00272412202320993,-0.000102454519947059,-0.00513928569853306,-0.00563134625554085,0.00181270355824381,0.00557861709967256,0.00160239485558122,0.000544434413313866,0.000545678078196943
"8",0.00845908466726542,0.00454810354858637,0.00140319322235882,0.00451276358217001,0.00452897604554892,0.00692429905757308,0.00049195479368791,0.00108167016878724,-0.000730413594283164,0.00134491443168372
"9",0.00508599588647485,0.000783487514127046,0.00750509183853865,0.0110482815653086,0.00431961659342051,-0.0025989362038672,0.0028328881599009,0.000574171193875372,-0.00254412391223013,0.000538637745194137
"10",-0.00448139430955052,0.00528409751132131,0.000874532561283559,0.00678212009370327,0.00389958778396249,-0.00315660540945828,-0.00507439905777574,0.000712061184458435,-0.00275425822474062,0.00127504661213607
"11",-0.0012742803664878,0.00901196803897619,-0.00339970784261823,-0.0123917693272233,-0.00373141700401902,0.00341090909205377,-0.00076452677603811,2.62656121776672e-05,0.00511001655831933,-0.000685287755914032
"12",-0.00174909108318388,-0.000559810665436089,0.0105390697717667,-0.00218932260759175,0.0031946434173733,0.00282305874861777,0.0011107639875263,-0.00485737947747111,0.00310183130204678,0.00552450958639383
"13",0.000311234878608957,0.00175560778006911,0.00977746956050396,0.00500733405351639,0.00381008349359035,0.00368969398550689,0.00269730179570615,0.00335327652283013,0.00067958963336423,0.00120564759708941
"14",-0.00189571699593216,0.00619545951485634,-0.00149907788727432,-0.00195298762992024,0.00680229440331459,0.000887623988091946,0.00223623495548964,-0.00610113842412829,-0.00878228433430195,0.00149303884245455
"15",-0.00249214353971183,-0.00242189597338438,-0.0022131793666631,0.00496522337198257,-0.00445304531604052,0.008709616959095,0.000420514581492171,-0.00324914255179465,0.000636594020761549,-0.00102528173010796
"16",-0.00395152345299721,0.00339423399418592,-0.000551616540178657,-0.00324601889587939,0.00501563027501106,0.000537964457180351,0.00329225277528167,-0.00085069693159312,0.00751826819032431,-0.0024792670737952
"17",0.00141439854633063,0.00804218277335167,0.00241470383480191,-0.00630681961774826,0.00629706867039204,0.00306905899196863,-0.00052584451623261,-0.00169917952734977,0.00545730348676443,-0.00181684200651944
"18",0.0034268475137651,0.000870818446855992,0.00615786900743842,0.00439726281911135,0.00575477816164494,0.00356104364618659,0.00105214479845017,-0.0027352434117347,0.00400480208918452,-0.00099488312844187
"19",0.00170101167168468,-0.000319672573823482,0.00434213131666183,-0.0127195240929723,0.00161820580251515,0.00694057811051607,0.00301204761490226,0.00148707604967058,-0.000606419518589973,0.000375702220480889
"20",-0.00109456467907876,0.00407058279961348,0.00379209290258586,-0.00607228372246027,0.0068649472668767,0.00687254313379526,0.00339471688494086,0.00565443048253655,-0.00451319199055433,-0.00155681767500937
"21",-0.000577589962631464,-0.00246360432356596,-0.00437315599992871,0.00323582417331636,0.00185941602103412,0.00230045593343675,-0.0016889056423679,0.00875047035515308,0.00359678454697132,-0.0021689529530704
