"","AAPL","MSFT","BA","DIS","V","JPM","UNH","INTC","CSCO","JNJ"
"1",-0.00368526880629361,0.00254582101479173,-0.0182698983699083,-0.001256721210666,0.0136213786900043,-0.00378806004300714,0.0232229921966791,-0.00389351299963892,0.00242951582185924,0.00113993440754712
"2",0.0121602807193995,-0.0627997666597366,0.0232228860259056,0.0107819233089685,0.00646565202623606,-0.0209995582699776,0.0169880650937557,0.00988656468689442,-0.0148204499855638,0.00911679118871689
"3",-0.00609651952981949,0.0282697360962629,0.0212512873113155,0.000761143688578159,-0.00747612258419394,0.00277745630592108,0.00219437922351062,0.00188000884372741,0.0153416786342859,-2.28734843403799e-05
"4",0.0012247150298208,0.00374606065452099,0.00311910687014461,0.0144377686083317,0.0119068222120404,-0.00832358654588461,-0.00658538425341249,-0.0217204075306654,-0.00350059475749731,0.00890087895095348
"5",0.0101778134703636,-0.0506599321961403,-0.00994255300611258,-0.00576491234824061,0.00665782392024994,0.0157287735491991,0.0195898208767176,0.00924278516322374,-0.00988209899514914,0.00551194837316871
"6",0.0161855425685644,0.0102956304326653,0.00828941632062197,0.0148654719814658,0.00432202452793717,0.00141155440360308,0.0361184254288673,-0.0110091352835298,-0.00447754887863994,-0.0209976397454739
"7",0.0166960060596466,0.00458379788324237,0.00443302467465401,0.00603200541809201,0.00629308074712753,-0.000747929094359279,-0.0027477543335408,-0.000378806027583778,0.00873181596398354,-0.00803279038518667
"8",0.0022402813192457,-0.0607124082744122,-0.000539496017154306,0.000885632529389113,6.02026921114884e-05,0.00767400581389666,-0.00153863150626421,0.00992734543979168,-0.00898881070315838,-0.0117194643244147
"9",0.00799711234867573,0.0144716128706932,-0.00305675249546766,0.00119469303172082,0.0111098401248455,0.0109069356694818,0.00983268022537231,0.00662590656429529,-0.010860962793231,-0.00827482994645834
"10",0.00172206002753228,0.0102967517450452,0.0092867836356163,-0.00103949964977801,-0.00354400766082108,0.0179496463388205,0.00437018321827054,0.0126379355788231,0.00693662790581584,-0.0202316120266914
"11",-0.00643667997792363,-0.0606402307748795,0.017736429348588,0.0060815610922873,0.00384255219250917,0.01087895501405,-0.00576028972864151,0.00237439945340157,-0.00208683777600527,-0.00261117680929601
"12",0.00387402856722474,0.0203827898949385,0.0113097373396158,0.00799894146621227,-0.00201787683181465,0.00607418082654476,0.00614831643179059,0.00148187880404294,-0.00931291282176971,0.000821895024273545
"13",0.00445212610065937,0.0102827260270715,-0.0122024929150939,-0.00536010460928082,0.0019565992988646,0.000572873221244663,-0.0355474278330803,-0.0082111144438386,0.00979157909750938,0.000121235701953992
"14",0.00220910529606044,-0.0610138326883316,0.00840930826961994,-0.00704838056117296,0.00252594123594463,-0.0050977123901248,-0.0123314224183559,-0.00864063203334808,-0.0107227955013514,0.0101344594731927
"15",0.00630317535251379,0.0240900740027428,0.0108802644535899,0.00212779920548201,0.0016407030634582,0.000607129419222474,0.00181592488661408,0.00217424379661679,-0.000640626880340278,0.00447454582899809
"16",0.00138558889739215,0.0151044623926282,-0.0102712782099843,-0.000291394884698093,-0.000872449716553092,-0.00254633114673197,-0.00147408561315387,-0.0010901641799137,0.00186940503772348,-0.00328616797924042
"17",0.000368190172594041,-0.0599778816103935,-0.013734070584178,-0.00259024719707668,-0.00166421849280596,-0.000791194732300937,0.00611671339720488,0.00388091499917209,-0.00132909731473774,0.0045052831992507
"18",0.00175359786953777,0.0204815994948149,-0.00980619061738253,-0.0036079678684473,0.00273947487585247,-0.00311322673223913,0.00543675618246198,-0.000203466493985616,-0.00175393093377352,-0.0013044869992882
"19",-0.0031080492772162,0.00802566763013601,-0.0124608855694532,-0.00500380760058761,0.00628991285338998,0.00153017032425851,0.0076603339985013,-0.00272397533990443,0.00782271288335323,0.00514333136379719
"20",-0.00435308692976832,-0.0600668229162693,-0.0133808311074972,-0.00243116682395339,0.00269683613441885,0.00502411276102066,0.00397212198004127,0.0027995677664876,0.00128871970809996,-7.90556441643275e-05
"21",-0.000559518812224269,0.0180507563054562,-0.00608103675767779,0.000632041832432151,-0.000904036685824394,0.00634403107687831,-0.00891214143484831,-0.00819620955735445,-0.00565335107967257,-0.0103514129295945
