"","BAC","JPM","XOM","GE","MSFT","WMT","INTC","CSCO","IBM","PFE"
"1",0.00118789577390999,-0.00629531452432275,0.00372646120376885,0.00211868924088776,0.000642955594230443,0.00390929589048028,-0.00299230706878006,0.0080096535384655,-0.00294813304208219,-0.00374316400848329
"2",0.0156073430553079,0.00529989646747708,-1.17677418529638e-05,-0.00693157641217113,0.00800721533596516,0.00499555189162493,0.0123724676668644,-0.00123030052054673,0.00124645815230906,0.000839850399643183
"3",-0.0014485694700852,-0.00707938754931092,0.00342979631386697,0.000579975312575698,0.00711418362334371,0.00583423394709826,-0.00783233717083931,-0.0130465151742101,0.00700591318309307,-0.00656738225370646
"4",-0.00630397256463766,-0.0040040616877377,0.00987172033637762,-0.00674890400841832,0.00276765646412969,0.00745603442192078,-0.00141506339423358,0.000830394856166095,0.00182089686859399,0.00287121464498341
"5",0.012136448174715,0.0155211174860597,-0.0025830059312284,0.00369256385602057,-0.00659638084471226,-0.00138255162164569,0.000299961713608354,-0.00736275920644403,-0.00511387642472982,0.00365654332563281
"6",-0.010201501660049,-0.0121600711718202,-0.00530998827889562,0.0162748992443085,0.00139630597550422,0.00212793378159404,-0.00784047786146402,0.0048966440372169,0.00294478377327323,0.0137751987203956
"7",0.00494472030550241,-0.000941227714065462,-0.00307440175674856,-0.0035036678891629,0.00837383046746254,0.00275237206369638,0.00281631341204047,-0.00707585411146283,0.00499322870746255,-0.0107590714469552
"8",-0.00750691303983331,0.00179254100658,0.00412754900753498,-0.00835814420133829,0.00599776208400726,0.00115653651300818,-0.00146013149060309,0.00582632143050432,-0.000344460422638804,0.0120533742010593
"9",0.0049916198477149,0.0127628091722727,-0.0116852698847651,-0.00388250243850052,0.0106725981459022,0.0017124128062278,-0.0094191012904048,-0.00442920112982392,0.00477738073095679,-0.0164781492203474
"10",-0.00495762377977371,-0.0249990429729223,-0.0109019689261913,-0.00647789798676968,-0.00514168618246913,0.000605567242018878,-0.000225706404307857,-0.00422248523682356,-0.000813102466054261,0.00725916540250182
"11",0.0018981711473316,0.0286005847156048,-6.51706068310887e-05,0.00513429008424282,0.0097457654774189,0.00347231957130134,0.000666638137772679,-0.00118456466589123,-0.00341319432482123,-0.00675285328179598
"12",0.00464104441925883,-0.00919626839458942,-0.000809412507805973,0.00334147457033396,-0.00722158933058381,0.00794630032032728,0.00715852994471788,-0.00275433645583689,-0.00144494976848364,0.00954275019466877
"13",0.0131300510838628,0.0177265200763941,-0.00365165644325316,-0.000260088592767715,0.0116331642493606,0.00146530696656555,2.41497691604309e-05,-0.00695942435413599,0.000600677798502147,-0.00344750587828457
"14",-0.00445113377645612,0.00305470288731158,0.00263410853222013,-0.006303655449301,0.00329076405614614,0.00642628781497478,-0.000461984629509971,-0.00644462462514639,0.00178969628177583,0.0040008039213717
"15",0.000972140755038708,-0.00197716662660241,0.000394984119338915,-0.0095192464068532,0.00432840920984745,0.00580568984150887,-0.00414516031742096,-0.00523875094950199,2.56482016993687e-05,0.000356773554813117
"16",-0.00375047069974244,-0.00182858714833856,0.00499092414975166,0.00178340950515121,-0.0142027447000146,0.00684382300823927,-0.00824633985757828,0.00311933178454638,0.0056335530243814,0.00883837603032589
"17",0.00856974255293608,-0.00897158402949572,-0.00717071164399385,0.00753425806760788,0.0148038538172841,0.00559088913723826,-0.00211630994454026,-0.00298852007836103,0.00124377536121756,-0.00260682450607419
"18",0.0136203514412045,0.00566165195778012,0.00407695397734642,0.0123347919434309,-0.00124936178326607,0.00247573736123741,-0.00176495360210538,0.00128313980530947,0.00378295755945146,0.00185377313755453
"19",-0.0155190965160728,-0.00105677871033549,-0.00283984211273491,-0.0084717720746994,0.0116559686139226,0.00596009474247694,-0.0112108839675784,0.00534348282963037,0.00353488302789629,-0.00129652873147279
"20",-0.00319707579910755,0.0135813821107149,-0.00412963610142469,-0.00545503990724683,-0.00525903794914484,0.00363738113082945,0.00325193605385721,0.000615358934737742,-0.00137596065178514,0.00592579925432801
"21",0.0117442654445767,-0.013700976036489,-0.0168706011027098,0.00390652054920793,0.0172524694353342,0.00134332582820207,-0.00382690946571529,0.00100427400320768,0.00107820611447096,0.00332119688391685
