"","AAPL","MSFT","GE","JPM","BA","INTC","V","DIS","WMT","XOM"
"1",0.011118846014142,0.0174648966640234,-0.00107450957875699,0.00876693986356258,0.00135625980328768,0.000806672789622098,-0.0102651491761208,0.00165143318008631,-0.0121098216623068,0.00505451019853354
"2",-0.0066622425802052,0.0040545491501689,0.00645824754610658,0.00336259650066495,-0.000636108452454209,0.00195065210573375,-0.00596736185252666,-0.025891138240695,-0.00649486714974046,-0.00229581748135388
"3",-0.0032469118013978,0.0101934215053916,-0.0143359983339906,0.00527464505285025,0.0120893409475684,0.00417553912848234,-0.0034050561953336,0.0158674400299788,0.0227070786058903,-0.002268300158903
"4",0.010588607750833,0.00794827751815319,0.000925119500607252,0.010989660397172,0.014533088542521,0.03383769094944,0.0118138734251261,0.00187290145549923,-0.00945076998323202,-0.00258280546404421
"5",0.0057107163593173,-0.00130099325906485,-0.00754637736827135,0.00238964683376253,0.000329644535668194,-0.0011092860950157,-0.00429674796760082,-0.00790691375732422,0.00475741596892476,0.00192973029334098
"6",0.000468712212750688,0.0122190741822124,-0.00512362783774734,0.00593741005286574,0.00921882409602404,-9.25947024370544e-05,0.0090554803609848,0.0110074896365404,0.00746917258948088,-0.00389122008346021
"7",-0.0100779365748167,0.00754214869812131,-0.0254812948405743,0.00796141847968102,0.00420696707442403,0.0383318066596985,-0.00664757285267115,-0.00473825680091977,-0.000547808420378715,-0.00435473304241896
"8",0.000482510193251073,0.00422297092154622,0.00383699894882739,1.35162454171223e-05,0.00840666238218546,-0.000133025605464354,0.0124089112505317,-0.00940340012311935,-0.00657101674005389,-0.00351148820482194
"9",0.000581977714318782,0.00367389689199626,-0.00279886205680668,0.00268331239931285,0.00409786589443684,0.00626480113714933,-0.0208329707384109,0.00130218139383942,0.0254805572330952,0.00375294126570225
"10",-7.25896024960093e-05,-0.00492115784436464,-0.000243313435930759,-0.00448397640138865,-0.00309873674996197,0.0205259155482054,-0.0132889337837696,-0.00181035359855741,-0.00884127710014582,0.000344138243235648
"11",-0.00780332880094647,-0.00293455272912979,0.00914700049906969,0.00288507994264364,0.0147216701880097,0.0170639865100384,0.00925931893289089,0.00250974972732365,-0.000580768915824592,-0.0049503343179822
"12",-0.00734599959105253,0.00496287923306227,-0.00747939292341471,-0.000787790108006448,-0.00110305496491492,-0.00224417494609952,0.00186492665670812,-0.00669105397537351,-0.00112537061795592,-0.00204584817402065
"13",0.00270712934434414,-0.00371179659850895,0.00212068762630224,0.00429146457463503,-0.00120496586896479,-0.00195085862651467,0.00246652169153094,-0.0023503287229687,-0.00299951154738665,0.00627505872398615
"14",-0.0139472875744104,0.000132364890305325,0.00709668919444084,0.00130771577823907,0.0142114348709583,0.0285421218723059,-0.00318042701110244,0.00412473594769835,-0.00148671551141888,0.000558471132535487
"15",-0.00136997667141259,-0.00125435285735875,-0.00539845507591963,-0.00168486987240613,0.00552958669140935,0.00569743942469358,0.0071249702014029,-0.00348087889142334,0.0120868599042296,0.000215370571822859
"16",-0.0127841699868441,-0.0018463711021468,-0.00405801320448518,-0.00156717014033347,0.000148436854942702,-0.00337893003597856,0.000123658086522482,0.0010087558766827,0.000712029228452593,-0.00702843302860856
"17",0.00261701620183885,0.00275047146715224,-0.00822699908167124,-0.0018758688820526,0.00271989847533405,0.00926201790571213,0.00530221639201045,0.00538488524034619,0.00445891264826059,-0.00223933439701796
"18",-0.00970472395420074,0.00296739232726395,-0.0134959444403648,0.00275234458968043,-0.000484325806610286,0.00059910980053246,-0.00153739948291332,-0.00448517175391316,0.000971561355981976,0.00198091939091682
"19",0.00247911456972361,-0.00293081160634756,-0.00146210740786046,-0.00147761090192944,-0.00119068042840809,0.00627344101667404,0.00492120860144496,-0.000300774845527485,0.00287105445750058,0.00403896812349558
"20",-0.00167257327120751,0.00408062012866139,-0.0026098417583853,0.00310342037118971,0.00513003766536713,-0.00503918342292309,0.00547092640772462,0.00699758483096957,-0.00354308797977865,-0.00139731308445334
"21",-0.00257760146632791,0.000793980143498629,-0.0028078977484256,-0.0097489021718502,-0.00175253814086318,0.0558170601725578,0.00316388090141118,-0.00149149762000889,0.0048680785112083,-0.00199131784029305
