"","AAPL","MSFT","BA","JPM","V","DIS","CRM","INTC","HD","UNH"
"1",-0.00407823221758008,0.00243956409394741,0.0136556774377823,0.00140936090610921,-0.00548429461196065,0.00419180281460285,-0.00659070117399096,0.00173858215566725,-0.0205718465149403,-0.00794698763638735
"2",-0.00157471839338541,-0.00149449333548546,0.0212030168622732,0.0118107572197914,-0.0106211071833968,0.00235121860168874,0.0326168164610863,0.0050142714753747,-0.00708078313618898,0.0177481565624475
"3",-0.00408121384680271,0.00475392071530223,0.00768527621403337,0.00899628363549709,-0.00339117436669767,-0.00248601683415473,0.00944452080875635,0.0354164987802505,0.00472042243927717,0.0209470484405756
"4",0.0067872148938477,-0.0294502656906843,-0.00809033308178186,0.00438072253018618,0.0122537948191166,-0.00133069837465882,0.00504796486347914,-0.000190746271982789,-0.00442397594451904,0.0013490489218384
"5",0.00289233936928213,-0.00441900175064802,-0.00715270964428782,0.00142247264739126,-0.00829051248729229,-0.00248056650161743,0.00912636891007423,0.00291495467536151,0.000938600394874811,8.86924681253731e-05
"6",-0.00924484245479107,-0.00466247461736202,-0.00390977179631591,0.00205947319045663,-0.00594628369435668,-0.00250454293563962,0.00238915486261249,-0.00642024865373969,0.00787014607340097,0.00606835540384054
"7",-0.00363801303319633,0.0031537211034447,-0.00330537813715637,0.00896388944238424,-0.00679719261825085,-0.000674750073812902,0.00469084363430738,0.00563886621966958,-0.00779015431180596,-0.00496301706880331
"8",0.000390731176594272,-0.00286807911470532,-0.00781422853469849,0.00112520437687635,0.0017522006528452,-0.00344145647250116,-0.00295766419731081,-0.0030656938906759,-0.00367540423758328,0.00630936259403825
"9",0.00797395221889019,-0.00468216463923454,0.00113407731987536,-0.00196703732945025,0.00536125293001533,0.00145883182995021,-0.00639346288517118,-0.0109294382855296,-0.000431160064181313,0.00958616752177477
"10",0.00324111199006438,0.00923924800008535,0.00654344959184527,0.0121190305799246,-0.00158938369713724,-0.00446772016584873,-0.00255097704939544,0.00773703353479505,0.00861468072980642,-0.0013011951232329
"11",-0.000731856271158904,-0.00858982000499964,0.00770998140797019,0.000196389853954315,-0.00371481711044908,-0.00318169756792486,0.00251269992440939,0.0070029622875154,-0.005744943395257,-0.00691192969679832
"12",0.00208638608455658,0.00299275573343039,-0.00100671767722815,0.00832425244152546,-0.00715684331953526,0.000801796326413751,0.0111946314573288,-0.00693558529019356,0.00407699635252357,0.00290216435678303
"13",0.00936152506619692,0.0192060433328152,-0.0106498217210174,-0.00513751385733485,-0.00546940602362156,0.00212531792931259,0.000852931931149215,-0.0050752479583025,0.00285729067400098,0.00430644303560257
"14",-0.00113628245890141,0.0064739752560854,-0.009651486761868,-0.0072951833717525,-0.00252012419514358,-0.00369810895062983,-0.000806392112281173,-0.00478485366329551,-0.00191271281801164,-0.00360898138023913
"15",-0.00448253937065601,0.000961567857302725,-0.00653793197125196,-0.0112499631941319,-0.00136234785895795,-0.0083183953538537,0.00287774787284434,-0.00590859493240714,0.00253945239819586,-0.00685744499787688
"16",0.00171394471544772,-0.00577364070340991,-0.00118397618643939,-0.00411009136587381,0.00416410807520151,-0.00250764400698245,0.00566386571153998,0.0063291871920228,0.00575149338692427,-0.00194560328964144
"17",0.0055955545976758,0.00300266221165657,0.00073984480695799,0.00156673067249358,-0.00647440599277616,-0.00194036250468343,0.00724539207294583,0.00777776818722486,0.00251623732037842,-0.00925485137850046
"18",0.00383446738123894,-0.00850207265466452,-0.00309307221323252,0.00183769618161023,-0.000701661279890686,-0.00420551095157862,0.00674266181886196,0.000102475336461794,0.00592759856954217,0.00104307872243226
"19",0.00402049440890551,-0.000580977299250662,-0.00288964528590441,-0.00323727168142796,-0.0017187666380778,-0.00243694032542408,-0.00603259820491076,0.00108663085848093,0.0010002717608586,-0.00200892658904195
"20",-5.20349713042378e-05,0.00351544353179634,-0.0106158880516887,0.00379697047173977,0.000925494357943535,0.00270408694632351,-0.00393517548218369,0.00155440450180322,-0.000462319876533002,0.002216282999143
"21",0.00328332022763789,0.00149480625987053,-0.00767958117648959,-0.0110635431483388,0.00878909882158041,-0.00380865763872862,-0.00398015789687634,-0.00637700548395514,0.00237675593234599,-0.0104664191603661
