"","C","MSFT","XOM","BAC","GE","INTC","JPM","WMT","AIG","IBM"
"1",-0.0152893560007215,0.0233267322182655,-0.00623167166486382,0.00461577530950308,-0.00713409204035997,0.0178982205688953,-0.000549037125892937,-0.0253146402537823,-0.00136174540966749,-0.0027434064541012
"2",0.00379758793860674,0.0095652099698782,-0.0113006755709648,-0.00246343691833317,-0.00113967014476657,-0.00603433698415756,-0.00884769950062037,-0.0019022177439183,-0.0520757660269737,0.0120890578255057
"3",0.00793466996401548,0.00211714743636549,0.0135343410074711,-0.00539672095328569,-0.00242740754038095,-0.00441130623221397,0.00462536700069904,0.00354434503242373,0.00622467044740915,0.0034772667568177
"4",0.00535248639062047,0.00837225839495659,-0.00458740117028356,-0.00284102302975953,0.00247666798532009,-0.0140245668590069,-0.00990477297455072,-0.0209364518523216,0.0122489146888256,0.00289026624523103
"5",-0.020623903721571,-0.00319047644734383,0.00930975098162889,-0.0131985945627093,-0.0021142594050616,-0.0136378714814782,-0.00412402581423521,0.0151640269905329,-0.018761184066534,-0.0136994514614344
"6",0.0152372904121876,0.0054055810905993,-0.00220224284566939,0.0246947351843119,-0.0023143591824919,-0.000903997628483921,0.0130266733467579,0.00985179096460342,0.0111897215247154,0.00294299889355898
"7",0.00581844057887793,-0.0028303733561188,0.0030477347318083,-0.00186206609942019,0.00636173412203789,0.00174919562414289,-0.00762603245675564,-0.00184314150828868,0.00745924934744835,0.00565533339977264
"8",0.00943718478083611,-0.00985081121325493,-0.00674144364893436,-0.0115856425836682,-0.00188651401549578,0.00727210287004709,-0.0184158030897379,-0.011847504414618,0.00374626903794706,0.00659334473311901
"9",0.00772977340966463,-0.0145908622071147,-0.00602207100018859,-0.00289921904914081,-0.00557072646915913,-0.0184364318847656,0.0101234121248126,0.00633494649082422,0.00315526872873306,-0.0128224352374673
"10",-0.0181189142167568,0.000355024123564363,0.000814253289718181,-0.0236252807080746,-0.00407289294525981,0.00454953173175454,-0.0171321704983711,-0.00140897673554718,-0.031173100695014,0.0068424534983933
"11",0.00882492121309042,0.00890440680086613,-0.000944625935517251,0.00264711421914399,-0.00398857146501541,0.00432074535638094,-0.00429461989551783,-0.012072823010385,0.00514712417498231,-0.00192956149112433
"12",-0.000302917818771675,-0.0107192294672132,-0.00371295190416276,-0.0146489450708032,0.0016074733575806,0.00426369346678257,0.011337548494339,-0.004254677798599,-0.0049207229167223,-0.00034757296089083
"13",0.00166896113660187,0.00379146775230765,0.00542004406452179,0.0021593077108264,-0.00470918184146285,-0.0032804983202368,-0.0143932607024908,-0.00321641517803073,-0.011929445900023,0.00701247621327639
"14",-0.00370023888535798,-0.00553860422223806,-0.00680643087252975,-0.00549544580280781,-0.00597481848672032,-0.000896727840881795,-0.00637131044641137,0.0126258051022887,-0.019312871620059,0.00227799545973539
"15",-0.0210288465023041,0.00366819906048477,-5.98287988395896e-05,0.00322895729914308,-0.000997732393443584,-0.0125372856855392,0.00353937479667366,0.00467532081529498,0.00645227544009686,0.00366651499643922
"16",-4.19264215452131e-05,-0.000187071782420389,0.00176886422559619,-0.00609748344868422,-0.0014388634590432,0.0115355029702187,-0.00242207199335098,0.00788016803562641,-0.00016085576498881,-0.00625493237748742
"17",-0.000998970004729927,0.00124049442820251,-0.00856131687760353,0.0101868836209178,-0.00238679139874876,0.00241230404935777,-0.00903510395437479,0.00393017055466771,-0.0105616776272655,-0.00613937573507428
"18",0.00589517736807466,-0.000678242591675371,-0.00180537323467433,0.00540465535596013,0.000449484592536464,-0.00981641095131636,-0.0035146870650351,-0.00497610820457339,0.0103866383433342,0.00264276168309152
"19",-0.00730547588318586,-0.00402336753904819,0.0122181884944439,-0.00540097197517753,-0.00577657157555223,-0.00150353519711643,-0.00147349946200848,-0.00214820448309183,0.000358542776666582,-0.0030549643561244
"20",-0.0144009850919247,0.0026779742911458,-0.00617048051208258,-0.00732542341575027,-0.00302976672537625,-0.00555032677948475,-0.00650773942470551,-0.00393366953358054,0.00369039201177657,0.00232484354637563
"21",0.0218156632035971,-0.00831951666623354,0.00741146737709641,-0.00177597533911467,-0.00249180942773819,-0.0127298040315509,-0.000903438136447221,-0.00256793340668082,-0.0341592244803905,-0.00324385985732079
