"","MSFT","XOM","INTC","JPM","VZ","GE","JNJ","V","CSCO","PFE"
"1",-0.000785376760177314,0.00309388479217887,0.0110549936071038,-0.00130755826830864,0.00672919955104589,0.00540418364107609,0.0143947210162878,0.00147111213300377,0.00119460932910442,-0.00382378860376775
"2",0.0157158654183149,-0.00453477865085006,-0.000423312827479094,0.000520933943334967,0.00481000076979399,0.0244105402380228,0.00363200670108199,-0.00393932079896331,0.0193539652973413,0.0018131744582206
"3",-0.000470151571789756,0.0010358503786847,-0.0094301113858819,0.00106726342346519,0.00390736572444439,0.0115150008350611,-0.000877646787557751,0.00730273220688105,0.00870144087821245,0.00117581628728658
"4",0.000203026662347838,0.0090636545792222,0.0215244721621275,-0.0046730968169868,-0.00102359114680439,0.00764089310541749,0.00391957722604275,-0.0143702235072851,0.0213572885841131,0.00347249861806631
"5",0.0209518019109964,0.0106803681701422,-0.00436968402937055,0.000917148601729423,-0.0105184493586421,-0.00053782993927598,0.00786990951746702,-0.00194231281057,0.016466811299324,0.00129103939980268
"6",0.0052093337289989,-0.000154695037053898,0.010781230404973,0.00280621461570263,-0.0043819323182106,0.000160571493324824,-0.00546974083408713,-0.00797213613986969,0.0220400393009186,0.0032316274009645
"7",0.0106260180473328,-0.00430778181180358,0.00823745504021645,0.00336642609909177,-0.00863469485193491,0.0127159217372537,0.00677793426439166,0.0178747419267893,0.0250303242355585,-0.0019579897634685
"8",0.00727674085646868,-0.0159734636545181,0.00213583768345416,0.00665204040706158,-0.000938463665079325,0.00416035018861294,-0.00061554362764582,-0.000449531071353704,0.00588259054347873,0.00225751171819866
"9",0.0113474624231458,-0.00514020211994648,0.00895139016211033,-0.00478746555745602,-0.000747919548302889,0.0034962403587997,0.00419028708711267,-0.00207422091625631,0.022515844553709,0.00341191375628114
"10",0.0199229661375284,3.02291482512373e-05,-0.00494081666693091,0.0027067877817899,0.00578189408406615,-0.0017073443159461,0.000955289870034903,0.00369278294965625,0.00682605942711234,0.00577407795935869
"11",-0.0053181815892458,-0.00133256136905402,0.00623404327780008,0.00604238687083125,-0.001841344172135,-0.00155670172534883,-0.000428504688898101,-0.00592527119442821,0.0137299643829465,0.00458288239315152
"12",0.00478916335850954,-0.00649108644574881,-0.00214904034510255,-0.00400755880400538,0.00524526927620173,-0.00450437562540174,0.00192930293269455,-0.00621919194236398,0.0129368342459202,0.000912314571905881
"13",0.000961935264058411,0.00147895712871104,0.00335574382916093,-0.00139593193307519,-0.00164044229313731,0.000276139529887587,0.00313283642753959,-0.00363397295586765,0.0179013721644878,-0.000358646910171956
"14",-0.00812062900513411,-0.00407688552513719,0.00752705475315452,-0.00275574089027941,0.00167467247229069,-0.00141317583620548,-0.00209077773615718,-0.003546176943928,0.0177794136106968,-0.00155876437202096
"15",0.00510921375826001,0.00727043673396111,-0.0043336171656847,-0.00801763776689768,0.00584396161139011,-0.0082056624814868,-0.00218077749013901,-0.00155705818906426,0.0140096601098776,-0.00399554427713156
"16",-0.00544363912194967,-0.0024505106266588,0.00604770286008716,0.00607648026198149,-0.00161346548702568,-0.00140736694447696,0.0035594655200839,0.00197197333909571,0.0117254862561822,0.00181553780566901
"17",0.000490144593641162,0.00566459633409977,0.00139639689587057,0.000359758356353268,0.00351646379567683,-0.00134072371292859,-0.00172764447052032,0.00200736871920526,0.0195127837359905,-0.00227496610023081
"18",-0.000605396751780063,-0.00101789110340178,0.00464724376797676,0.00225529004819691,-0.00268321856856346,-0.00133449025452137,0.00312264054082334,-0.00558159220963717,0.0207379329949617,0.00411689886823297
"19",0.00790641456842422,-0.0148394424468279,0.00196408154442906,0.00417356472462416,0.00217019626870751,0.00252828514203429,0.00203745509497821,-0.000568084535188973,0.0288302022963762,0.00412623398005962
"20",0.000979774747975171,0.00440807128325105,0.00792258232831955,0.00631727231666446,0.00180668756365776,-0.000605345296207815,0.000787931319791824,-0.00390424602665007,0.0199473649263382,0.00218384969048202
"21",0.00147150992415845,-0.00437392853200436,0.000273465790087357,-0.000115738504973706,0.000949122768361121,0.00273175560869277,0.00110452342778444,0.00208577257581055,0.0183446016162634,0.00937243737280369
