"","AAPL","MSFT","JPM","GE","BA","INTC","V","DIS","WMT","HD"
"1",0.0077368225902319,6.52318412903696e-05,0.00545947486534715,0.0187436435371637,0.00685903197154403,0.00568530615419149,0.00615384941920638,-0.00179422949440777,-0.00550179742276669,-0.00214665220119059
"2",0.00570873357355595,0.000358185992809013,0.000931224669329822,-0.00866025593131781,0.00595607282593846,0.0152277695015073,0.00693169143050909,6.18713011135696e-06,0.00130175694357604,-0.00195935135707259
"3",-0.00897681247442961,0.00446898536756635,0.0100950356572866,0.00144234101753682,-0.00407567946240306,-0.000800849229563028,0.000105556457128841,0.00153634580783546,0.0023898237850517,0.00237510446459055
"4",0.00278931576758623,-0.0107776559889317,0.00280326488427818,-0.00472055422142148,-0.000265168870100752,-0.00953124091029167,0.00216574920341372,-0.000248487165663391,-0.00219484884291887,0.0156154800206423
"5",-0.00345467519946396,0.00483211083337665,0.00581711670383811,-0.00909891724586487,0.00658248085528612,0.00760981068015099,0.00633647292852402,0.00664341077208519,-0.00161737273447216,0.00128334714099765
"6",-0.00546750379726291,0.00359351933002472,0.00608488172292709,0.0119029218330979,-0.00244423118419945,-0.0119238924235106,0.0029381918720901,-0.00304447556845844,0.00412682071328163,0.00641433661803603
"7",0.00666340859606862,-0.0046446705237031,0.00298896757885814,0.000475347740575671,-0.0192326009273529,-0.00118944386485964,0.00637060403823853,-0.000192662802874111,0.000960412377025932,3.77413525711745e-05
"8",-0.00408926978707314,0.00851095281541348,0.00522238155826926,-0.00555275846272707,0.0020513292402029,0.00265373289585114,0.00478471023961902,0.000899673032108694,0.00461897533386946,-0.00611167494207621
"9",-0.00454607140272856,0.00659986073151231,0.00613017845898867,0.0027971959207207,0.00184827321209013,0.00845510605722666,9.11524402908981e-05,-0.00239514349959791,0.00648107519373298,0.0112658087164164
"10",-0.00240909471176565,0.00460683275014162,-0.00432615214958787,0.00414723018184304,0.00249047018587589,-0.000842087145429105,0.000212410595850088,-0.00430035637691617,-0.00809332728385925,-0.00105056411121041
"11",0.00507417367771268,0.00211148825474083,0.00730641139671206,-0.000963523809332401,0.00495481071993709,-0.00506737409159541,0.000238704335060902,-0.0042751464061439,-0.000211805323488079,-0.00873818155378103
"12",-0.00890685990452766,0.00407818704843521,-0.0039890268817544,-0.00402123993262649,0.00411381432786584,0.000605305947829038,0.000968337524682283,-0.000138701623654924,0.0078747570514679,-0.000500216207001358
"13",0.000877342943567783,-0.00345419137738645,0.00738005898892879,0.0035133482888341,-0.00431768409907818,0.00503973895683885,-0.001575798378326,0.00616292934864759,0.00298046949319541,0.00154941610526294
"14",-0.000800555280875415,-0.00503898877650499,-0.0017293548444286,-0.0042884424328804,-0.00605097971856594,0.0120807699859142,0.00307678384706378,-0.00910394918173552,0.000180334158358164,-0.00357674201950431
"15",-0.0115305231884122,0.00526488199830055,0.00497443275526166,0.00355648854747415,0.00683740805834532,-0.00102920224890113,-0.000623436528258026,-0.00274804979562759,0.00177234865259379,0.00071386294439435
"16",-0.00520453788340092,0.00189103034790605,0.00193570402916521,0.0123382555320859,0.00578022794798017,0.00751767354086041,-0.00161002890672535,0.00549092516303062,-0.00630282191559672,0.00521144131198525
"17",0.00321718258783221,-0.00268461019732058,0.00445577828213573,0.00177790701854974,0.00875376164913177,0.00850105471909046,-0.0020170072093606,0.00599429849535227,-0.0072085871361196,-0.000554680649656802
"18",-0.0035118474625051,-0.00252795359119773,0.00903506390750408,-0.00895612500607967,0.00426827929913998,0.00214644731022418,0.000739198352675885,-0.00151366868522018,0.00543322134763002,0.00820075161755085
"19",-0.0167508702725172,0.00654960377141833,0.00658805901184678,0.00070964905899018,0.0078384131193161,0.000371441099559888,-0.00436700135469437,0.000783931696787477,0.00343858613632619,-0.000924858672078699
"20",0.00402354542165995,-0.00473427027463913,0.00403013080358505,-0.00455652270466089,0.014323397539556,0.00610463926568627,0.00402118312194943,0.00258490606211126,0.0009291204623878,0.00652269413694739
"21",-0.00836203806102276,0.00371802086010575,0.00666322698816657,-0.00525242928415537,0.00421758554875851,0.00578798400238156,8.44721143948846e-05,0.00351007655262947,-0.0051767872646451,0.00317497877404094
