"","AAPL","MSFT","BA","JPM","V","INTC","DIS","CSCO","JNJ","HD"
"1",0.00133307150099427,-0.00156071095261723,0.0110503695905209,-0.00324290688149631,0.00206666882149875,-0.030846856534481,-0.00245994096621871,0.00330602144822478,0.00213428889401257,-0.00667525827884674
"2",-0.0221184603869915,-0.0164217445999384,-0.00431842962279916,-0.00955292582511902,-0.0063728098757565,0.007404709700495,-0.00305060157552361,0.00215611234307289,0.00167061062529683,0.000484803487779573
"3",0.00913228746503592,0.00241630617529154,0.00593948364257812,-0.00681728729978204,-0.00495393574237823,-0.0199017617851496,0.00582583341747522,-0.00600033393129706,-0.000130116619402543,-0.000608191476203501
"4",0.00176525383722037,-0.0124961500987411,0.0111395344138145,-0.0143785579130054,0.000975564180407673,-0.0135300634428859,-0.00129159865900874,-0.00886865425854921,-0.00196303520351648,-0.00511566922068596
"5",0.0130769796669483,0.0079561760649085,0.0151069518178701,-0.00419983174651861,-0.000419861549744383,-0.000270102958893403,0.00298384227789938,-0.000507718010339886,0.00308457622304559,-0.00517982197925448
"6",-0.00119651074055582,-0.0105749815702438,0.0127334790304303,0.000201297007151879,0.0023820165079087,0.00439431332051754,-0.00167362636420876,-0.0228819623589516,-0.00390372867695987,0.00042218915768899
"7",-0.0030150911770761,0.00684764701873064,0.00467154057696462,0.000231409547268413,0.00298363552428782,-0.00196653488092124,0.00273433770053089,-0.00576068181544542,-0.000343875581165776,0.00327087589539587
"8",0.0103534953668714,-0.00308408588171005,0.00924759171903133,0.00270500383339822,-0.00555558735504746,0.0153378313407302,-0.000454906985396519,-0.0074986619874835,-0.000336647324729711,0.00680692307651043
"9",-0.010434715077281,0.00388270826078951,0.00628606369718909,0.000635971839074045,0.0021332239266485,-0.00940086413174868,0.00014136778190732,-0.0134504083544016,0.00226929527707398,0.00211892044171691
"10",-0.00288453698158264,-0.00229298532940447,0.00185306533239782,-0.00436191167682409,0.000301693275105208,-0.00373970414511859,-0.00387871568091214,0.00256701675243676,0.00505107501521707,-0.00192652852274477
"11",-0.00200692703947425,0.0113738290965557,-0.00304554356262088,-0.00268950639292598,0.00327221699990332,-0.00237459363415837,0.00123178691137582,0.00465090293437243,0.00156767072621733,0.00304106995463371
"12",-0.00428230687975883,-0.00780631881207228,0.00498469267040491,0.00320071051828563,-0.0126114906743169,0.00126193463802338,-0.00133512553293258,0.00709606427699327,-0.00193241017404944,-0.00151206087321043
"13",0.00516383815556765,0.00506159709766507,0.00117271766066551,0.0033218446187675,0.00196557329036295,0.000662892416585237,-0.00146651000250131,0.00635284883901477,-0.000152176682604477,0.00236435933038592
"14",0.000218071611016057,0.00248161307536066,-0.00442798575386405,-0.00123423535842448,-0.00131809071172029,0.00507886242121458,0.000513598090037704,0.00508871348574758,0.002618313068524,0.00529622938483953
"15",0.00194172549527138,-0.00472336634993553,0.00459881266579032,0.00837105046957731,0.00150998763274401,-0.0100829321891069,-0.003101646900177,-0.00859629269689322,-0.00395169574767351,-0.00012458668788895
"16",0.000461808755062521,0.00405200850218534,-0.0189039725810289,-0.00244599394500256,-0.00051394576439634,0.00496869767084718,-0.0021499574650079,-0.000334425480104983,-0.00467289565131068,0.00175425293855369
"17",0.0121705234050751,-0.00156286032870412,0.00391017599031329,0.000489857397042215,0.00818703602999449,-0.0135800587013364,-0.00371631840243936,-0.0138371912762523,-0.00802631676197052,-0.00139827618841082
"18",0.00194505229592323,0.00333521352149546,-0.00634397566318512,0.000254989776294678,-0.0043883197940886,-0.0038446004036814,-0.00246728793717921,0.0077134408056736,0.0015097064897418,-0.00173977680969983
"19",-0.00274721113964915,0.00392868742346764,-0.00369594641961157,0.00394866103306413,0.00936248991638422,-0.0272687431424856,0.0011907541193068,-0.00422320980578661,0.00478143058717251,-0.000536985229700804
"20",0.00245868717320263,0.00193400587886572,-0.0134889343753457,-0.00269208755344152,-0.000835738668683916,0.00229924870654941,-0.000366573862265795,0.00393203040584922,0.00440895138308406,-0.000580244581215084
"21",0.0045397081412375,-0.00641643535345793,-0.00240460806526244,0.00182375148870051,0.000738802482374012,-0.0117103178054094,-0.000207368779229,0.0109206913039088,0.00351634994149208,-0.00109997706022114
