"","AAPL","MSFT","JPM","V","BA","CVX","DIS","INTC","UNH","CRM"
"1",0.00247097224928439,-0.00252910819835961,-0.0180753972381353,-0.0176843199878931,-0.0119881816208363,0.00195532804355025,0.00141286372672766,0.0108889006078243,-0.000646851025521755,0.032833855599165
"2",-0.00367727875709534,-0.0116479163989425,0.000590402982197702,0.000929350906517357,-0.004160369746387,0.0051235593855381,0.00914760865271091,-0.0084273274987936,0.00371907954104245,0.045376118272543
"3",0.0338214226067066,-0.0162429809570312,-0.00204800092615187,0.0110615380108356,-0.0109529048204422,0.00934236496686935,0.00436051329597831,-0.00296850735321641,0.00388809875585139,-0.0478198975324631
"4",-0.0267410520464182,-0.0147349974140525,0.00730568869039416,-0.00754358107224107,-0.0363146550953388,-0.00970864482223988,-0.0175604987889528,-0.0110892467200756,-0.00538860866799951,-0.00829809345304966
"5",-0.000771982653532177,-0.00448437826707959,-0.00955178961157799,-0.0133603103458881,-0.0132714780047536,0.00319398147985339,0.014959555119276,0.00933844968676567,0.00208750599995255,-0.00523966597393155
"6",0.0115965250879526,0.0083913654088974,-0.00150768831372261,-0.00785761792212725,-0.0105132721364498,0.00552068743854761,-0.0239448472857475,0.00377277447842062,-0.0070540071465075,0.0336710251867771
"7",0.00222204369492829,-0.0016066120006144,0.00420470535755157,0.000808371638413519,-0.0096323536708951,0.00401596864685416,-0.0139214275404811,0.0132058626040816,0.000157856062287465,-0.01377924811095
"8",-0.00197276403196156,-0.00113729410804808,-0.00101924175396562,0.00454433867707849,-0.0222207009792328,-0.00190878775902092,-0.0257737021893263,0.0153938308358192,0.0053848004899919,-0.0143275074660778
"9",-0.00319958431646228,-0.021627239882946,0.0025221121031791,-0.0086085582152009,-0.0118389278650284,0.00406888779252768,-0.0108216181397438,0.00184963480569422,0.00142325356137007,-0.000197630739421584
"10",0.00859409291297197,0.00813721492886543,-0.00297585455700755,-0.0160905532538891,0.00882365182042122,0.00795099511742592,-0.00848794635385275,0.00528528727591038,-0.00477991625666618,-0.0123912850394845
"11",-0.0147396605461836,-0.00104236253537238,0.0164962969720364,-0.0155247738584876,-0.0144926924258471,0.00156770925968885,0.000850701238960028,-0.00959997903555632,-0.000899048114661127,-0.00518764415755868
"12",0.00186104234308004,0.00401224195957184,-0.00587175646796823,-0.00189256994053721,0.0277787707746029,-0.00832826364785433,0.00432244502007961,0.00121156161185354,0.00271968217566609,-0.006718959659338
"13",0.00739778811112046,0.00247118552215397,0.00426828302443027,0.00277401623316109,0.00140313652809709,0.00840988755226135,-0.00919836200773716,-0.00145297113340348,-0.000190545106306672,-0.00612254068255424
"14",0.00411454308778048,0.00592035287991166,-0.00316528836265206,-0.0110571011900902,0.00092281453544274,0.00842941645532846,0.0265803895890713,0.00241493294015527,-0.00645510759204626,0.000392865622416139
"15",-0.0016100937500596,-0.0107596814632416,0.00117720989510417,-0.00410024542361498,-0.0321213155984879,0.00708157662302256,0.00320334662683308,0.00277240108698606,0.00263602915219963,-0.00423666229471564
"16",-0.00430788937956095,-0.0103448666632175,-0.00686616450548172,-0.0148196304216981,0.00199486245401204,-0.0040229819715023,-0.00555829703807831,-0.00437019718810916,-0.00528710288926959,0.0123554700985551
"17",0.0160143077373505,0.00174498499836773,-0.00152713328134269,-0.00458990316838026,-0.0105593735352159,0.00530005991458893,-0.0192181821912527,-0.00107745558489114,-0.00122051942162216,-0.0154538173228502
"18",0.00441977474838495,0.000236032996326685,-0.00519316643476486,-0.00793783646076918,0.00874021649360657,0.00933239795267582,0.00638572638854384,-0.0034141184296459,-0.00208165915682912,0.000479647045722231
"19",-0.00708769587799907,0.00111103313975036,-0.00356471911072731,-0.022346880286932,0.00579066434875131,-0.00802394933998585,-0.0152179803699255,0.00186772726010531,0.00133975141216069,-0.00707460613921285
"20",0.00357660814188421,0.00468683242797852,-0.00261404109187424,0.00178367656189948,0.00905907712876797,0.00706730643287301,-0.0133607648313046,0.00673579704016447,-0.000252937607001513,0.0110758077353239
"21",0.0155746676027775,-0.00727413408458233,-0.00269447290338576,0.0103453062474728,0.00323567423038185,0.000832867401186377,-0.0152332624420524,-0.0049878591671586,-0.000915703072678298,0.013046664185822
