"","AAPL","MSFT","GE","DIS","PFE","JPM","XOM","INTC","JNJ","CVX"
"1",-0.000143336481414735,0.00915151555091143,-0.0078887240961194,-0.0020489024464041,-0.00319391582161188,0.00478703156113625,-0.00105189718306065,0.000430854619480669,0.00186190742533654,-0.00628048181533813
"2",-0.00603129528462887,-0.00352249923162162,0.00251802103593946,-0.00442204531282187,0.00377972330898046,-0.00269696046598256,-0.00538034876808524,-0.00264702294953167,-0.000364200357580557,-0.000623897940386087
"3",-0.0116512021049857,0.00321943848393857,-0.00300498679280281,-0.0130929918959737,0.00537037663161755,-0.00820744223892689,0.00485242949798703,0.00129666726570576,0.00244959746487439,0.00121124787256122
"4",-0.000752220337744802,-0.00500459130853415,-0.0028765678871423,-0.00378093845210969,0.0115374187007546,-9.28396821109345e-06,0.000428939238190651,-0.00151948118582368,0.00241158180870116,-0.00693405838683248
"5",0.00985244195908308,-0.00025196248316206,0.0018428263720125,0.00614942330867052,0.00286084343679249,-0.00917166564613581,-0.00288362149149179,-0.00717032700777054,-0.000216745233046822,0.000704541162122041
"6",0.00775842042639852,-0.00731155509129167,-0.000823160749860108,-0.00477247266098857,0.00348822912201285,-0.0137406308203936,-0.00365750025957823,0.0016150715528056,0.00496265618130565,0.00150924816261977
"7",-0.00163606717251241,0.00424442626535892,-0.00522364396601915,-0.000677237752825022,0.00226125121116638,-0.00554222147911787,-0.000479182199342176,-0.00382455997169018,0.0056934910826385,-0.000969494576565921
"8",-0.00234930892474949,-0.0140009941533208,0.00184212485328317,0.0105073507875204,0.00689009577035904,-0.00367617816664279,-0.00751542812213302,-0.00679682288318872,0.00148113130126148,-0.00118911289609969
"9",-0.0085492180660367,0.0019717977847904,-0.00272396113723516,0.00193682941608131,-0.000236620486248285,0.00762959523126483,-0.0027129624504596,0.0044186501763761,0.00220006401650608,0.00520711671561003
"10",-0.00487959710881114,0.00451960368081927,-0.0045105186291039,0.000344513478921726,0.00481377309188247,-0.00368802808225155,8.39209496916737e-06,-0.000258386804489419,0.00497048860415816,-0.00707304151728749
"11",-0.00270539522171021,-2.73741552518914e-05,0.00558829586952925,-0.0127386543899775,-0.00332672544755042,0.0140783078968525,-0.00627859029918909,-0.000532973790541291,-0.00190779287368059,0.00720045110210776
"12",0.00242398516274989,-0.000235867744777352,0.000399700074922293,-0.00699136825278401,-0.000298190134344622,0.00123866240028292,-0.00645258696749806,0.000244254915742204,0.000478367233881727,0.00262818112969398
"13",0.00777673348784447,0.0150274084880948,-0.00508062960579991,-0.0290272049605846,0.00144854059908539,-0.00816605892032385,-0.00308524677529931,0.0010843692580238,0.00960893090814352,-0.00707954214885831
"14",-0.00119977560825646,0.00370493810623884,0.00722370995208621,-0.00687705166637897,0.00439422391355038,-0.000238495165831409,-0.00598017079755664,-0.00351587543264031,-0.0028037796728313,-0.000580104126129299
"15",-0.00340418936684728,-0.00237066810950637,-0.000785093987360597,0.00507728336378932,0.00212526321411133,-0.00489403866231441,-0.0044047855772078,0.00174744531977922,-0.00129935634322464,0.00558566255494952
"16",-0.0201265681535006,0.0017503424314782,-0.0051666647195816,0.00213278061710298,0.00150337023660541,0.00303471088409424,-0.00566640263423324,-0.00261101126670837,0.00114842655602843,-0.00439268769696355
"17",-0.0136999730020761,0.00179671554360539,0.00319278286769986,-0.00459663849323988,-0.00101632019504905,-0.000620145234279335,-0.00392982084304094,-0.00549835013225675,0.000903381733223796,-0.000220126341446303
"18",-0.00432685716077685,0.000140592819661833,-0.00205352320335805,0.00757876178249717,-0.00270367763005197,-0.00247780233621597,-0.00455046258866787,-0.00418527610599995,-0.00193984399084002,0.00344307930208743
"19",-0.00051979097770527,-0.00522327190265059,-0.00432935729622841,0.00269926222972572,-0.000957861600909382,0.0060111484490335,-0.00447254255414009,0.000526206044014543,-0.000932078983169049,-0.00556396227329969
"20",0.00531067000702024,0.00564365461468697,0.0055198147892952,-0.00876582600176334,-0.000386194762540981,-0.00103131041396409,-0.00496476842090487,-0.00159246672410518,0.00345681561157107,-0.00115864351391792
"21",0.00306175160221756,0.0102609992027283,-0.00350803043693304,-0.00307844229973853,-0.00290480279363692,0.00897784344851971,-0.00373546057380736,0.00163821363821626,0.00259565864689648,0.00933860521763563
