"","AAPL","MSFT","BA","JPM","V","DIS","INTC","CRM","UNH","JNJ"
"1",-0.0204232353717089,-0.0108405249193311,0.00711247511208057,0.0146734062582254,0.0048164171166718,-0.0138532919809222,0.0143480282276869,0.00263048941269517,-0.00087503925897181,-0.0117009580135345
"2",0.00599860539659858,-0.0067489524371922,-0.0137200197204947,0.0202986728399992,0.00166814448311925,-0.03044986538589,0.00652939733117819,0.0141278961673379,-0.00933321192860603,-0.00741149391978979
"3",-0.000332411844283342,-0.00974393542855978,-0.0195362381637096,0.000307725858874619,-0.000187155703315511,-0.00965758413076401,-0.00430564768612385,0.00265471101738513,-0.0117368968203664,-0.00115058908704668
"4",0.0126000326126814,0.0105546340346336,0.0187184438109398,-0.00714551610872149,0.00428914418444037,-0.00351142953149974,0.00354559510014951,-0.00121842639055103,-0.00769987609237432,-0.00388088333420455
"5",-0.00320946425199509,-0.0160327889025211,-0.00914300139993429,-0.000866264046635479,-0.00556427193805575,-0.0107516692951322,-0.00130254065152258,-0.00272622634656727,-0.00663872854784131,0.00995200034230947
"6",0.000155090601765551,-0.000527511059772223,-0.00501399766653776,0.00563003635033965,-0.00340158748440444,0.00933777913451195,-0.0154051221907139,-0.00503818225115538,0.00883137062191963,0.00147793057840317
"7",0.00679435255005956,0.00760051561519504,0.0123862782493234,0.00689158216118813,-0.00134992890525609,-0.0024573274422437,0.00271030864678323,0.00150130339898169,0.00248403730802238,-0.00178539904300123
"8",0.0082838237285614,0.00157170253805816,-0.0031617337372154,0.00574629474431276,0.00243614241480827,0.0178519245237112,0.00163410708773881,-0.000978922471404076,-0.00551367504522204,-0.00334011833183467
"9",0.0116550950333476,0.0116468267515302,0.00480202538892627,9.7046977316495e-05,0.00738579174503684,-0.00884498190134764,-0.00188291829545051,0.00390612450428307,0.00205700704827905,0.00696717156097293
"10",0.0119238318875432,-0.00560662802308798,-0.00109796097967774,-0.00425474112853408,0.00621442776173353,0.0019486234523356,0.00693674990907311,0.000605853623710573,0.00311993272043765,-4.29405772592872e-05
"11",0.0109533425420523,0.0119654824957252,-0.0135740675032139,6.53404931654222e-05,0.00271736993454397,-0.00841554626822472,0.00317724118940532,-0.00244873715564609,-0.000882170163094997,0.00383067014627159
"12",0.000840559077914804,-0.00606713676825166,-0.00636550551280379,-0.00242895889095962,0.00429071625694633,0.00456742430105805,0.0114894015714526,-0.00500262994319201,0.00866573303937912,0.00447737798094749
"13",0.0103651629760861,-0.00149167433846742,0.00528086116537452,-0.00142416392918676,0.00699160620570183,-0.0127835245802999,0.00993810128420591,0.0100025786086917,0.0069910460151732,0.00109205138869584
"14",0.00924421567469835,0.00408245902508497,-0.0121352095156908,-0.00540651753544807,0.00378840952180326,0.00722009595483541,-0.000404844875447452,0.00236265501007438,0.00507802003994584,0.0047238408587873
"15",-0.000336079363478348,0.00814106594771147,-0.0192030780017376,0.000987181789241731,0.00537892105057836,-0.00861265324056149,-0.0244557149708271,-0.00999431498348713,0.000780899659730494,0.00566855678334832
"16",0.0133639546111226,0.00483909249305725,-0.0132491746917367,0.000130532673210837,0.0032304055057466,0.0133697213605046,0.00198726542294025,-0.0103628877550364,0.00171408755704761,0.00190264079719782
"17",0.00707091437652707,0.0035573560744524,0.00325819151476026,0.00774394534528255,0.00455877045169473,0.0103031834587455,-0.00173023098614067,0.0028867784421891,0.00048742417129688,0.000753417436499149
"18",0.00301484391093254,0.00276672979816794,-0.00437867268919945,-0.00369559437967837,0.000793504470493644,0.00609370274469256,0.000399591837776825,-0.00681872945278883,0.00815734546631575,0.00419866060838103
"19",0.00596599793061614,0.0016387450741604,-0.0112795494496822,-0.00206280243583024,0.00331019819714129,0.00446187052875757,-0.00155359331984073,0.0116477739065886,-0.0107897752895951,-0.00155545258894563
"20",0.00415350357070565,0.00189739791676402,-0.0155608272179961,-0.00521921506151557,0.00210528261959553,0.0204282719641924,0.00114063883665949,0.00336069869808853,-0.00694834347814322,-0.00105470779817551
"21",0.00292363250628114,0.00663157319650054,-0.00285739125683904,0.00583618134260178,0.00132258876692504,-0.00703574810177088,0.0156654790043831,0.00428218068554997,0.00259162439033389,0.00959704723209143
