"","BAC","XOM","JPM","GE","MSFT","WMT","CSCO","INTC","CVX","PG"
"1",0.0158797968178988,0.00531964562833309,-0.00712434854358435,-0.0259675122797489,0.000459454167867079,-0.00114198343362659,0.00608190894126892,-0.0048453314229846,0.00315587664954364,0.00694433599710464
"2",0.028830299153924,-0.00207191752269864,-0.00112802616786212,-0.0154748195782304,-0.0110782310366631,-0.0102793676778674,-0.000823791313450783,0.00140590744558722,0.000346606189850718,0.00683939037844539
"3",0.0102047640830278,-1.31237648020033e-05,-0.000962640333455056,-0.0049163973890245,0.00823169574141502,0.000171797597431578,0.0145147861912847,-0.00508342310786247,0.00156372401397675,-0.0351017825305462
"4",0.0164766870439053,0.0027939542196691,0.00187868846114725,-0.000807411270216107,0.00466597871854901,0.000773543084505945,-0.00907719787210226,-0.00216694734990597,0.0170231536030769,-0.000348478410160169
"5",0.0236388221383095,-0.00531225139275193,-0.0278150588274002,0.00142182712443173,-0.010593936778605,-0.000309808790916577,-0.00323094730265439,-0.00512940436601639,-0.0123713240027428,0.00381575338542461
"6",0.00956671498715878,-0.000940355588681996,0.00499344198033214,0.0125512862578034,-0.00772640993818641,-0.00155548425391316,0.00308512849733233,0.0107995392754674,0.00861418899148703,0.0111946109682322
"7",0.0155791211873293,0.00581556558609009,0.00663172360509634,0.00493770092725754,0.00904449075460434,-0.00034778073313646,0.00194976513739675,-0.0114708235487342,0.00375996041111648,-0.00256290775723755
"8",0.0289556011557579,0.00821750797331333,-0.0182340294122696,-0.00196962524205446,0.00595015427097678,-0.00264330161735415,-0.00247641513124108,0.0123279690742493,0.0114619405940175,0.000738106318749487
"9",0.0146184116601944,-0.00546420319005847,-0.0158197414129972,0.00418285466730595,-0.00374513608403504,-0.000485277269035578,0.0225810594856739,-0.00523029686883092,0.0155726792290807,-0.00277804816141725
"10",0.0238348823040724,-0.00318912020884454,0.0111275659874082,0.00714821740984917,-0.006143634673208,-0.00282100262120366,-0.00242136372253299,0.00315069011412561,-0.0128010744228959,0.00963013060390949
"11",0.0314922593533993,0.000835914572235197,-0.00131079449784011,-0.0350780189037323,-0.0041994140483439,-0.00162859610281885,-0.000508654513396323,-0.00789212342351675,0.0121747851371765,0.00314265629276633
"12",0.022979062050581,-0.00942092016339302,-0.0200310777872801,0.000719746283721179,0.00409331452101469,-0.00375401927158237,0.00280271330848336,0.005570731125772,-0.0036426167935133,0.00430671405047178
"13",0.0256073158234358,-0.0168149117380381,0.0340269766747952,0.000920248217880726,-0.00954926386475563,-0.00284261861816049,0.000405845261411741,-0.0128788975998759,-0.00718527054414153,-0.0121747544035316
"14",0.0118508972227573,0.00904800835996866,0.00466592144221067,-0.00614865869283676,-0.00263857934623957,-0.00312188128009439,-0.0143507961183786,0.00137380661908537,0.0098304832354188,-0.00445075333118439
"15",0.0247548893094063,-0.0153515692800283,-0.0215192697942257,-0.00792055670171976,0.00928987376391888,-0.00473675923421979,0.00220830366015434,-0.00575457140803337,-0.0123794134706259,0.00954755675047636
"16",0.0180169474333525,-0.0154997408390045,-0.0044191163033247,0.00617698580026627,-0.00756939826533198,-0.00224703131243587,-0.0136395692825317,-0.00476604700088501,0.0112025626003742,0.00111241906415671
"17",0.0218734350055456,0.00567959854379296,-0.00452984450384974,-0.0010746062034741,-0.0128046069294214,-0.0054874187335372,-0.00530237797647715,0.01375728007406,-0.00409711664542556,-0.0109106162562966
"18",0.0255995057523251,-0.00281767314299941,-0.0238228272646666,-0.0100403660908341,-0.0049845059402287,-0.00293173734098673,0.00495877582579851,-0.00413660146296024,0.00663601374253631,-0.00494475429877639
"19",0.00268947752192616,-0.00671445485204458,0.00972989201545715,-0.0121196042746305,0.00459631951525807,-0.00581014808267355,0.0136474436149001,0.0035548924934119,0.00998186692595482,-0.000854819023516029
"20",0.0189660880714655,0.00479519460350275,-0.00729943811893463,0.00957050360739231,-0.0082392580807209,-0.00454661576077342,0.00138382241129875,0.00223888526670635,-0.00479833409190178,0.000218392146052793
"21",0.0131773464381695,-0.00693767890334129,-0.0113257234916091,-0.0137546733021736,-0.0180451665073633,-0.00493529811501503,0.012210943736136,-0.0031043654307723,0.0113591058179736,-0.00279161939397454
