"","AAPL","MSFT","JPM","BA","INTC","V","DIS","CSCO","WMT","JNJ"
"1",0.00705600809305906,0.00170227186754346,0.00748476851731539,0.00334341637790203,0.0114963799715042,0.0060579776763916,0.0056501510553062,0.0107358191162348,0.0030888628680259,-0.00234220898710191
"2",0.0136086530983448,0.00263826083391905,-0.00370036158710718,0.0056544179096818,-0.00302205001935363,0.0060488567687571,0.0150265814736485,0.00368580734357238,-0.00430695246905088,-8.55062753544189e-05
"3",0.00554394721984863,0.000806188967544585,0.00651724636554718,-0.0137206772342324,0.0128581300377846,0.00136886420659721,-0.00606710370630026,0.00343632674776018,0.00608454924076796,0.00669680722057819
"4",0.00250388099811971,-0.00545549066737294,-0.00250070565380156,-0.00968474708497524,-0.0157393291592598,0.000702116929460317,0.000248571566771716,-0.00203452142886817,-0.00136630272027105,-0.0017456051427871
"5",-0.00400081323459744,0.00768776843324304,0.000330330047290772,0.010397557169199,-0.0276818294078112,-0.000147821294376627,-0.000407221232308075,0.00396700017154217,0.00343173090368509,-0.003100331639871
"6",0.00132618111092597,0.00481617590412498,-0.000575182668399066,0.00666333129629493,-0.00478582317009568,-0.00172567344270647,0.00739596504718065,0.00118553917855024,0.000330015842337161,0.000668104214128107
"7",0.00227936031296849,-0.00393400900065899,-0.000258303713053465,0.0186578892171383,0.00806448981165886,0.0103042759001255,-0.00024437959655188,0.000325619941577315,0.0050204386934638,0.00484154326841235
"8",0.00407411297783256,0.00509229674935341,-0.00158268015366048,-0.00528220739215612,-0.0315844528377056,0.00515185343101621,-0.00269847083836794,0.00558614917099476,0.00386109109967947,-0.00249541737139225
"9",0.0011304336367175,0.00136960670351982,-0.000556221173610538,0.00157256238162518,0.000140480100526474,0.00958552025258541,-0.00645110802724957,0.00380790862254798,0.000991495791822672,0.00311859557405114
"10",-0.0026433311868459,-0.0032736174762249,0.00843225046992302,-0.0120733110234141,0.00757650937885046,0.00494606187567115,-0.00184148864354938,-0.00271831988357008,0.00309647317044437,0.00146992830559611
"11",0.00531155755743384,-0.00718703307211399,0.000365942629287019,0.00557507900521159,-0.0026663898024708,0.00129028921946883,-0.00541335204616189,0.00720034446567297,0.00282744644209743,0.00417617708444595
"12",0.000558851344976574,0.00200456101447344,0.000503921939525753,0.00111898267641664,-0.0121401464566588,-0.00475347647443414,0.00156887865159661,0.00292237079702318,-0.00222532893531024,-0.00581487827003002
"13",0.00816530827432871,-0.00467634061351418,-0.00338479643687606,0.00711079593747854,0.00730815110728145,0.00431933254003525,0.00394584145396948,0.00364969368092716,0.00421494478359818,0.00610969588160515
"14",0.00508125312626362,-0.00159809086471796,0.00414901133626699,0.000223249007831328,0.00226658093743026,0.00201844586990774,0.00129211111925542,0.00293615343980491,-0.000180849892785773,0.00385539815761149
"15",-0.000727609090972692,0.00251852697692811,-0.00315544591285288,-0.000484461401356384,-0.000315761746605858,-0.00196689553558826,0.00272269151173532,-7.82220304245129e-05,0.00373299885541201,0.000844508234877139
"16",-0.00460899574682117,-0.000950878136791289,-0.000778709712903947,-0.00314379064366221,-0.00716596143320203,0.00447652442380786,-0.00561963208019733,0.00610604556277394,-0.00237731449306011,-0.00379870878532529
"17",0.00311305047944188,0.00254477700218558,-0.000177597117726691,-0.0005452866316773,0.0106476778164506,0.00292962021194398,0.00504230801016092,0.00296501209959388,0.00440053641796112,-0.00363348796963692
"18",0.00018784603162203,0.0108772115781903,-0.00118171225767583,0.0115333283320069,-0.00143350230064243,0.00132305000443012,-0.00050443917280063,0.00293436367064714,-0.00364720006473362,0.00312483310699463
"19",-0.000812184764072299,0.00142561527900398,-0.0071828868240118,0.0019895585719496,0.000307905342197046,0.00715916557237506,0.00322038820013404,0.00671290326863527,0.00416975608095527,0.00134320836514235
"20",-0.0025094230659306,-0.00539784925058484,-0.00501681072637439,-0.00173477048519999,0.00237330538220704,-0.00081928790314123,-0.00416200794279575,0.00545775704085827,0.00012356266961433,-0.00105351360980421
"21",-0.00190899393055588,0.00853133760392666,-0.000721510965377092,0.001086485106498,0.00541382608935237,0.00500002503395081,0.00287421653047204,0.00604079943150282,0.0055278385989368,-0.00205879425629973
