"","MSFT","C","XOM","INTC","GE","WMT","JPM","PFE","AIG","IBM"
"1",0.0334136001765728,-0.00192089786287397,0.00999951176345348,-0.00765192229300737,0.00435950607061386,-0.00373233412392437,0.00407577445730567,-0.00412688311189413,-0.00107413553632796,-0.0139531921595335
"2",-0.00119474134407938,-0.0348120927810669,0.0047749076038599,0.0117700453847647,0.00109094567596912,-0.0122555755078793,-0.0208891965448856,-0.0150441592559218,-0.00921289809048176,-0.00238319486379623
"3",0.016671784222126,-0.0204534288495779,0.00374613306485116,-0.0186856538057327,0.00668128998950124,0.00670930184423923,-0.0115111274644732,0.0131515832617879,-0.0332678444683552,-0.0202424880117178
"4",-0.000843056302983314,-0.0304150432348251,0.00801530759781599,0.0321917831897736,0.00310992705635726,0.00598818575963378,0.000842111825477332,0.00527871260419488,-0.00711477780714631,0.0071279346011579
"5",-0.00522845331579447,0.0131261385977268,0.00753064686432481,0.020595220848918,0.0042552687227726,0.00226647336967289,0.00435131182894111,0.00242141145281494,-0.00420860899612308,0.0073570916429162
"6",-0.0139931505545974,0.0146718295291066,-0.0104739284142852,-0.0117644155398011,-0.00425094971433282,0.00413957284763455,0.00339984451420605,0.0275264754891396,-0.00779050029814243,0.00227589998394251
"7",-0.00367573369294405,-0.0114916786551476,0.0131435357034206,0.0184213202446699,0.00256222113966942,-0.00301627861335874,0.00532636744901538,0.0224757771939039,0.0152522036805749,0.0116936154663563
"8",-0.00792234856635332,0.0451489016413689,0.00878738891333342,0.0195925701409578,3.82627877115738e-05,0.00634842272847891,-0.00664136186242104,0.0244038347154856,-0.00020069073070772,0.00424312893301249
"9",-0.0177950840443373,0.0159643888473511,0.00162824906874448,0.0222903210669756,-0.00754868099465966,-0.00161580927670002,0.00680898083373904,0.0153294140473008,0.00738584669306874,-3.14586068270728e-05
"10",0.00109971396159381,-0.00369729637168348,-0.00316092697903514,-0.0127365840598941,0.000910492613911629,0.00200288905762136,0.00242112809792161,0.00641093216836452,-0.00209212396293879,0.00201100623235106
"11",-0.0021477472037077,0.00667777610942721,0.00879944860935211,0.00904177129268646,0.000501773785799742,-2.62214143731399e-05,0.00596589222550392,-0.00664566131308675,0.00679470086470246,0.00216030376031995
"12",0.00654212571680546,-0.028461255133152,0.00316934334114194,0.0118499333038926,0.0091097941622138,-0.000852460041642189,-0.00778304180130363,-0.00115036673378199,-0.0203646942973137,0.00508607877418399
"13",0.00937667582184076,-0.0173852350562811,-0.00344430026598275,-0.00840225629508495,0.00491280714049935,-0.00423788512125611,-0.00233496376313269,0.00239017233252525,-0.0130322724580765,0.00527880853042006
"14",-0.00109413964673877,-0.00993533525615931,-0.0110218059271574,0.00411773100495338,0.00239706388674676,0.00234408909454942,-0.00103888008743525,0.000157372283865698,0.00270298006944358,0.00457876641303301
"15",0.0024916862603277,-0.0017440808005631,0.00811017770320177,-0.00153827969916165,-0.00349464383907616,0.00111206131987274,0.00690574990585446,0.0192993693053722,-0.00594819150865078,0.00788984633982182
"16",0.00248159538023174,0.0102503029629588,0.000826275325380266,0.000766477431170642,0.00319157191552222,0.000404506601626053,0.00180608162190765,0.00831480789929628,-0.00268181576393545,0.0099758468568325
"17",0.00481314165517688,0.0252413135021925,0.0051630144007504,0.00138212239835411,-0.00143588439095765,-0.000448835460701957,0.00770572666078806,0.0241959225386381,-0.0022378449793905,0.00194897316396236
"18",-0.00763819226995111,-0.0142387235537171,-0.00374236283823848,0.0113437892869115,0.00200304621830583,-0.00899824220687151,-0.00148892845027149,0.012440980412066,0.00308248633518815,0.0102970814332366
"19",-6.56522897770628e-05,0.0112080713734031,0.000368529872503132,0.010533943772316,-0.00731842173263431,-0.000888982613105327,0.00424692686647177,0.0152069060131907,0.00515651796013117,0.00257115298882127
"20",0.000604959845077246,-0.00225975317880511,-0.00605832133442163,-0.000698086048942059,0.00520388362929225,-0.000752135936636478,-0.00075928756268695,-0.0101256063207984,0.00964114163070917,0.00628570513799787
"21",0.00301485089585185,0.0127954054623842,0.0098264841362834,0.00584198161959648,0.00231580948457122,-0.00104930181987584,0.00170820753555745,-0.00341475196182728,0.00385200744494796,-0.000693221751134843
