"","AAPL","MSFT","BA","JPM","V","DIS","INTC","CRM","UNH","HD"
"1",-0.01110421679914,-0.0195721685886383,0.0433276444673538,0.00278474600054324,-0.0138731999322772,-0.00971096847206354,0.00147909484803677,-0.0069897654466331,0.00198498764075339,0.0166167262941599
"2",-0.0352588929235935,0.00550747476518154,0.0163440350443125,-0.00426713330671191,0.00666610989719629,0.0018119647866115,0.0154499690979719,-0.00426155049353838,0.00346125941723585,-0.000403362384531647
"3",0.0012923808535561,0.0106881875544786,-0.000383978942409158,0.0133524993434548,-0.00143044418655336,0.0230517778545618,0.0151921156793833,-0.00619520107284188,0.00480311783030629,0.00790372397750616
"4",0.0207320582121611,0.00318296649493277,-0.00308766262605786,0.0108970310539007,0.00743628526106477,-0.0076241665519774,0.00673941057175398,0.00790159590542316,-0.00506380572915077,0.00365583645179868
"5",-0.0361162573099136,0.0176317263394594,0.0127391256392002,0.00632328493520617,-0.013690453954041,0.0188628155738115,-0.0243417825549841,-0.00267944834195077,0.0162388999015093,-0.00609562173485756
"6",0.018413120880723,-0.00242736632935703,-0.0338429920375347,0.00194771063979715,0.00133375287987292,0.00215869839303195,0.0197514165192842,0.0083175040781498,-0.00249039172194898,-0.00213448540307581
"7",-0.0296424888074398,0.00645816139876842,-0.0155401425436139,0.00168870855122805,-0.00946221593767405,0.00959638971835375,-0.036359004676342,0.00179911369923502,-0.0123116066679358,-0.00230019027367234
"8",-0.00444423779845238,0.00463869981467724,0.0126770483329892,-0.00477201770991087,-0.00206551840528846,-0.0483435541391373,-0.0111148292198777,0.00345016573555768,-0.000284326932160184,0.0122569547966123
"9",-0.0260109473019838,0.00790539104491472,0.00595191773027182,-0.000575356825720519,-0.00650549633428454,0.0132407443597913,-0.0033617417793721,-0.00392539147287607,-0.00554926693439484,0.00283861230127513
"10",-0.00274640275165439,-0.00080019753659144,-0.0042038825340569,-0.00323834596201777,0.00796045083552599,0.00643751956522465,0.00662604859098792,0.000191927014384419,0.00609941780567169,0.0150835607200861
"11",-0.00532870320603251,-0.00342655694112182,0.0268320441246033,0.00447648856788874,0.00935796461999416,-0.017148070037365,-0.00488356780260801,-0.00164223660249263,-0.0062961895018816,-0.00330420793034136
"12",-0.0197471678256989,0.00779529334977269,-0.0162043143063784,-0.00205544917844236,-0.00520677678287029,-0.00722230458632112,0.00924597680568695,0.00239628832787275,-0.00741565320640802,0.00215290556661785
"13",-0.00116484542377293,0.00434269290417433,0.0104611059650779,0.00775765627622604,-0.00118484138511121,0.00819415133446455,0.00544527359306812,0.0108715044334531,0.00511212507262826,0.00602324400097132
"14",-0.0302276518195868,0.00141221540980041,0.0116857485845685,-0.00109874526970088,0.00401238724589348,0.0127500146627426,0.0058181737549603,-0.0140917524695396,0.000595506106037647,-0.005898242816329
"15",0.0185364671051502,0.00564270373433828,-0.00233616144396365,0.0090562179684639,0.00382378580980003,-0.0423901565372944,-0.000896607409231365,0.00566497445106506,0.000617913261521608,0.00883758068084717
"16",-0.0362779833376408,-0.00153015449177474,-0.00431458139792085,-5.61001115784165e-06,0.00767397787421942,-0.00818111188709736,-0.0084654800593853,-0.0139233777299523,-0.00102251686621457,0.0129129635170102
"17",-0.00920313689857721,0.00586280412971973,0.00415048934519291,0.00406558811664581,0.00410515442490578,0.00739624071866274,0.00768736004829407,0.0054855290800333,0.00962922163307667,0.00734827248379588
"18",0.00452321534976363,-0.00257751648314297,-0.0059985457919538,-0.0030667067039758,0.00400153361260891,-0.0134483389556408,0.00190792221110314,-0.00923793576657772,-0.000731742475181818,-0.00721786310896277
"19",-0.0383254624903202,0.00960625987499952,-0.00241198064759374,0.0043973084539175,0.00655717356130481,0.00714984117075801,-0.00177851703483611,-0.000509663310367614,-0.00192532781511545,0.00641655223444104
"20",0.000257222243817523,0.00239211064763367,-0.0152914384379983,-0.00393406394869089,-0.00237950496375561,0.0109675200656056,0.00723115168511868,0.000409864354878664,0.00352530251257122,-0.0031778437551111
"21",-0.00774303637444973,0.0025187605060637,-0.0256103165447712,0.00420147925615311,0.00211086706258357,-0.00406839838251472,-0.00260561984032393,0.00436410354450345,-0.00315070920623839,0.00215910305269063
