"","AAPL","MSFT","BA","JPM","V","DIS","CVX","CRM","INTC","UNH"
"1",-0.00483175460249186,0.0247185323387384,-0.00224640918895602,-0.00160735542885959,-0.0204707104712725,-0.00838147662580013,0.00479395873844624,-0.0451330430805683,-0.0056251953355968,-0.00396531540900469
"2",-0.00677708629518747,-0.00599696300923824,0.0273947883397341,-0.00172924296930432,0.0195367410778999,0.006633878685534,-0.0116239106282592,-0.000226435251533985,0.00791693013161421,0.02136355265975
"3",0.00766946794465184,0.0222871713340282,0.0148817328736186,-0.0458134859800339,-0.000815648818388581,-0.0060812821611762,-0.00084933202015236,0.00565166538581252,-0.0032411755528301,0.000750679930206388
"4",-0.0311707518994808,0.0157221611589193,-0.0164816230535507,-0.0324065275490284,-0.000924699997995049,0.00924372207373381,0.00499890791252255,0.018738204613328,0.00698403408750892,-0.00907987914979458
"5",-0.00137612293474376,0.00383201637305319,0.0057836165651679,-0.00219244137406349,0.00860640127211809,0.00220964732579887,-0.00546012120321393,0.00395236955955625,-0.00442591030150652,-0.00027932197554037
"6",0.013262115418911,0.000413372705224901,-0.0145367020741105,-0.0010969138238579,-0.00469792308285832,0.0103741539642215,0.00225426023826003,-0.00160659838002175,-0.00495967408642173,-0.000478744157589972
"7",-0.00181251473259181,0.00687749776989222,0.00679494673386216,-0.00655580405145884,-0.00769336894154549,0.0042863991111517,-0.00899039302021265,-0.0402574129402637,0.00190146919339895,-0.0131444549188018
"8",0.000805051007773727,-0.00873344391584396,0.0105829453095794,0.00631228182464838,0.00774911791086197,-0.00492819491773844,0.00545771280303597,-0.00436470517888665,-0.00328367971815169,-0.00476113008335233
"9",-0.0019888433162123,-0.00615669088438153,0.00668973475694656,-0.00188017962500453,0.000752825872041285,0.00243699201382697,0.00428149150684476,0.00557610485702753,-0.0024931151419878,0.00647748401388526
"10",0.0140437819063663,-0.00465740915387869,-0.0154054695740342,0.00198511383496225,0.00226307241246104,0.00688855024054646,0.00291419099085033,-0.00082339986693114,-0.000718362163752317,0.00210281554609537
"11",-0.00648638000711799,-0.00364404544234276,-0.0104370778426528,-0.00796723272651434,-0.00480719702318311,0.000769025762565434,0.00109908916056156,-0.0307344868779182,-0.00621903035789728,0.00139612494967878
"12",0.00159875769168139,0.000436043832451105,0.00499514024704695,-0.000121130346087739,-0.00487414188683033,-0.00259451591409743,-0.00100595434196293,0.00109058909583837,0.00564712146297097,0.00416723638772964
"13",0.00379674998112023,0.0052692499011755,0.00355745875276625,0.013662114739418,-0.00137385865673423,0.00144314300268888,0.000106839164800476,0.0106324655935168,-0.00192363967653364,0.00413272483274341
"14",0.00388499512337148,0.00171994371339679,-0.0129184648394585,0.0107390657067299,-0.0142179820686579,-0.00356802740134299,0.005641701631248,-0.00739891175180674,0.00115500041283667,-0.00207514432258904
"15",0.00264437985606492,-0.00543511146679521,-0.00518960319459438,-0.00136018008925021,0.00386842386797071,-0.000838900858070701,0.00038570532342419,0.0126467645168304,-0.000732322514522821,-0.00248079164884984
"16",0.00882994569838047,-0.00515960017219186,-0.00979316327720881,0.00836304016411304,0.00611637765541673,0.00169748009648174,0.0104026896879077,-0.00317548029124737,-0.00106472242623568,0.00829690974205732
"17",0.00567443901672959,0.00657874532043934,-0.00525113428011537,-0.00871462095528841,-0.00208673370070755,0.00487566273659468,-0.00165732565801591,-0.0266405288130045,-0.000605219858698547,-0.000112194626126438
"18",-0.0120215462520719,0.00458169402554631,0.00543380109593272,-0.00568263232707977,0.00247928593307734,-0.0115724951028824,-0.00222341599874198,-0.0202952697873116,-0.000878703955095261,-0.00835204310715199
"19",-0.00621459446847439,0.00907272286713123,0.00346452579833567,0.00101090793032199,-0.00107537745498121,-0.0116164172068238,-0.00145644857548177,0.0030478925909847,-0.00148926267866045,0.00353237031958997
"20",0.00382747501134872,0.00075533299241215,0.0101196467876434,-0.00174450105987489,-0.00584607571363449,0.00142815138678998,0.00706944521516562,-0.0055327657610178,0.00340933841653168,-0.00268578110262752
"21",0.0093832490965724,-0.00887496024370193,-0.0114013897255063,-0.00293487636372447,0.00464547192677855,-0.00844471715390682,0.00357895717024803,7.29314269847237e-05,-0.000264830858213827,-0.0073834047652781
