"","AAPL","MSFT","JPM","BA","INTC","V","CSCO","DIS","WMT","HD"
"1",0.0101367654278874,-0.00113102118484676,0.0174878388643265,-0.0251044370234013,0.00246307207271457,-0.00905775930732489,0.00452954275533557,-0.00868383515626192,-0.00861273426562548,-0.00802822969853878
"2",0.0186927486211061,-0.00284844008274376,0.00501363119110465,-0.00389580125920475,0.0153693128377199,-0.00590402260422707,0.00643433909863234,0.0135031221434474,-0.00203015119768679,-0.00360319204628468
"3",0.0170733127743006,0.0123973889276385,0.00666755298152566,0.0204133801162243,0.0133893424645066,0.0220685414969921,0.00787653774023056,0.00980704091489315,0.0007308823405765,0.00590102421119809
"4",0.000554722384549677,-0.000300695275655016,-0.0111770713701844,0.009455231949687,-0.028345650061965,-0.0013390276581049,-0.00215670163743198,0.00273443781770766,0.00298548769205809,-0.00410441961139441
"5",-0.00323899695649743,-0.0171240027993917,0.00528364302590489,0.0112515920773149,0.00346808694303036,0.00939582474529743,0.00365989399142563,-0.0179318841546774,0.0025043913628906,0.00522604864090681
"6",0.00251767551526427,0.0323167443275452,-0.00162997294683009,0.0154208047315478,0.0240142438560724,-0.00312966085039079,-0.0110798375681043,0.000833997677545995,-0.00600111018866301,-0.00340868695639074
"7",0.0043528089299798,0.00205341819673777,-0.00355659564957023,0.0123764900490642,-0.0105751352384686,0.0202226340770721,0.00278000370599329,0.00447297235950828,0.0146908713504672,0.00691510131582618
"8",0.00529968785122037,-0.0123065393418074,-0.000847644405439496,-0.00189890468027443,-0.00102089822757989,-0.0129049206152558,-0.0175336208194494,0.00128932297229767,-0.00268884794786572,-0.0040489723905921
"9",0.00627315323799849,-0.00211882148869336,0.00590265309438109,0.00229927152395248,0.0257247071713209,0.00110507977660745,0.00505626201629639,0.00268327910453081,0.00105921097565442,0.00154479150660336
"10",0.0016668289899826,0.00829016231000423,-0.000851892458740622,0.00927900429815054,-0.000329483184032142,-0.00362766161561012,0.00514296162873507,0.00328324572183192,-0.00218984833918512,0.00193416338879615
"11",-0.0018042572773993,-0.000400563352741301,-0.00746977375820279,0.000569251656997949,0.0072796163149178,0.00839634891599417,-0.00538136763498187,0.0059562767855823,0.00858795084059238,-0.00107665406540036
"12",-0.00565472338348627,-0.00418444164097309,-0.00320603721775115,0.00289674592204392,0.00446401443332434,-0.00826067849993706,0.00317194336093962,0.0061342092230916,-0.0074087898246944,-0.00425307359546423
"13",0.00283481040969491,0.0122775305062532,-0.000550310127437115,-0.0127840898931026,-0.00370839610695839,-0.00374096096493304,0.00599348498508334,-0.00419127568602562,-0.00662406021729112,-0.00652637658640742
"14",0.000915576878469437,-0.0121322339400649,-0.00918398890644312,0.00340496399439871,0.00578087661415339,0.00333262793719769,0.00160078052431345,0.00225604535080492,-0.00286619598045945,0.000880574632901698
"15",0.00248253392055631,-0.00233824923634529,-0.00034932277048938,-0.00962242297828197,-0.00461800582706928,0.00552781485021114,-0.00389437726698816,0.00542232533916831,0.0104876179248095,0.00177477835677564
"16",0.00237861624918878,-0.0049290512688458,0.0031171350274235,0.00897327810525894,0.00677468813955784,-0.0105999326333404,0.00320614920929074,0.00931160431355238,-0.00570111768320203,-0.00465294672176242
"17",0.00239348108880222,0.0055173933506012,0.00784914847463369,0.00562609825283289,-0.012178672477603,-0.00739140855148435,0.00247526448220015,-0.0113999154418707,0.00396849028766155,-0.00108558195643127
"18",-0.00509284436702728,0.00378263555467129,-0.006968445610255,0.00423142593353987,-0.0059059364721179,0.000767806021030992,-0.00625062175095081,-0.0042938394472003,0.000383811595384032,-0.00530323013663292
"19",0.00165380421094596,0.000587545509915799,0.00247389217838645,-0.00343501335009933,0.00362724787555635,-0.00928399059921503,-0.00459270039573312,0.00118677783757448,-0.000410895241657272,-0.00309699471108615
"20",0.00287400977686048,0.00845336075872183,-0.00208380841650069,0.00956020131707191,-0.0116640003398061,-0.0150380302220583,0.00648367451503873,0.000305485707940534,0.00226132338866591,0.00598031003028154
"21",0.00416691415011883,0.00526766898110509,-0.00237096799537539,0.00232621794566512,0.00466526160016656,-0.00292730564251542,0.00700294459238648,-0.00182760425377637,0.00430626049637794,0.00191244308371097
