"","BAC","MSFT","JPM","XOM","GE","INTC","JNJ","PFE","CSCO","PG"
"1",0.0203699171543121,0.00310021894983947,0.00668353401124477,0.00369734829291701,0.00218992121517658,0.0028114109300077,-0.00309762079268694,0.00201669847592711,0.00829084124416113,-0.000476572342449799
"2",-0.00760724255815148,-0.0010286980541423,-0.00171487056650221,-0.00370738958008587,-0.00391735462471843,-0.0160590391606092,0.00591564178466797,0.000127861130749807,-6.71051238896325e-05,-0.00830122921615839
"3",0.00938902329653502,-0.00313456542789936,0.00293406122364104,0.00405365228652954,-0.0024352369364351,-0.00335655594244599,0.00266709085553885,0.0045074918307364,0.00432936009019613,-0.000997289549559355
"4",0.00311069772578776,-0.00352098769508302,0.0123202325776219,-6.57177815810428e-06,0.00257560587488115,-0.00418410915881395,0.00420199986547232,-0.00022780304425396,-0.000269702635705471,0.00547439558431506
"5",0.0121673159301281,-0.00704208295792341,0.0092359809204936,-0.0033040156122297,0.00017253088299185,-0.00900130346417427,-0.00270558102056384,-0.00281362514942884,-0.00286235171370208,-0.00220780237577856
"6",-0.00551889883354306,-0.00239718239754438,0.00629405723884702,0.00330806034617126,-0.00471818959340453,-0.0161021538078785,0.00163754622917622,0.00126603059470654,-0.00232981494627893,0.00885047484189272
"7",0.00289577431976795,5.12909464305267e-05,-0.00449338229373097,0.0043775076046586,-0.00316367158666253,0.00431934557855129,0.00502067990601063,-0.00594165502116084,-0.000843566318508238,0.00300309900194407
"8",-0.00044293497921899,-0.00277928006835282,-0.000410205218940973,-0.00181783258449286,-0.0042263469658792,0.00963502191007137,0.00152267201337963,-0.000793874904047698,0.00783016439527273,0.00216244789771736
"9",-0.000811361125670373,-0.0014792897272855,0.00873226020485163,-0.000377219257643446,-0.000359025987563655,-0.0048782923258841,-0.00415192730724812,0.00134528777562082,-0.000669147004373372,0.00136585719883442
"10",0.00480084726586938,0.0053666322492063,-0.00109258515294641,-0.00122139637824148,0.00119288696441799,0.00356966513209045,0.00141846854239702,0.00475732237100601,0.00026915076887235,-0.000383834849344566
"11",0.0102551179006696,0.00184301170520484,0.00927813444286585,0.000881559331901371,0.000672928406856954,-0.00209564785473049,0.00287940306589007,0.00597919290885329,0.00827453378587961,0.000694007670972496
"12",-0.00722647691145539,0.00371040450409055,-0.00851851515471935,0.00301189068704844,-0.00273019471205771,-0.00940718967467546,-0.00388146820478141,-0.00117797346320003,-3.74598239432089e-05,0.00400530826300383
"13",0.000104991624539252,0.00128385482821614,0.00376063701696694,-0.00191201188135892,0.00646121567115188,-0.00538623239845037,-0.000408687570597976,0.00355233019217849,0.00440727593377233,0.00223894882947206
"14",0.00749097857624292,-0.00202662590891123,0.00396864442154765,-0.000383475591661409,0.000617983634583652,0.00434657372534275,0.00206027482636273,-0.00253054522909224,-0.000601621577516198,0.00523985223844647
"15",0.0152855170890689,-0.00876025483012199,0.0022164024412632,-0.00180770957376808,-0.00108303164597601,0.00284415180794895,-0.000594179902691394,0.00138288747984916,-0.00110828096512705,0.00267516099847853
"16",0.00049984036013484,-0.00696575921028852,0.00103062228299677,-0.000365387095371261,-0.0007926324615255,-0.00172828417271376,0.00362945185042918,-0.000653436931315809,-0.00278529757633805,0.00172017351724207
"17",-0.00411988701671362,-0.000753218191675842,0.00394570175558329,0.00319410860538483,-0.00180392514448613,-0.00855186022818089,0.00261344132013619,0.00140419800300151,-0.00281944964081049,-0.000778935325797647
"18",0.00270560826174915,0.00584664288908243,-0.00118289329111576,0.00640389416366816,0.00102466926909983,-0.00992847420275211,-0.0032854126766324,0.00530725065618753,0.0102192647755146,-0.00227795704267919
"19",-0.00591603154316545,0.00263165286742151,0.00832720752805471,0.000432045111665502,0.00476719625294209,-0.00544510036706924,-0.000736004498321563,0.00105576158966869,0.00173380912747234,0.00311934319324791
"20",-0.00693725887686014,-0.00108196935616434,-0.000509015226271003,0.000934015377424657,0.00560468155890703,0.00128902983851731,-0.000807929784059525,0.00433948775753379,0.00617623515427113,0.00199223263189197
"21",0.0132456459105015,-0.00288744340650737,0.00308775180019438,-0.000446617224952206,0.000800225592684001,0.00587502447888255,0.000566617585718632,-0.000679703487548977,0.00402328511700034,0.00136793695855886
