"","BAC","JPM","XOM","GE","MSFT","WMT","CSCO","INTC","PG","IBM"
"1",0.0296987369656563,-0.0020774002186954,0.00430474942550063,-0.0094888973981142,0.0225966367870569,-0.00457740854471922,-0.00600126292556524,0.0110195437446237,0.00966812577098608,0.0334048755466938
"2",-0.00797852780669928,-0.00590552389621735,-0.00536668207496405,-0.0129839107394218,-0.0124838901683688,0.00106528110336512,0.01172149553895,0.0128611018881202,-0.000231496902415529,0.00370328151620924
"3",0.00250301044434309,-0.00706619443371892,0.00687549496069551,-0.0235716439783573,0.00754212262108922,-0.00212468137033284,0.030540157109499,0.00427663326263428,-0.00094781891675666,0.00977487023919821
"4",-0.0450296700000763,-0.0240167677402496,-0.0012661482905969,-0.00353433890268207,-0.0103444466367364,0.00103066314477473,0.0105276079848409,0.0133951427415013,-0.0117195378988981,0.00531664257869124
"5",0.0453688055276871,-0.00946786161512136,-0.010136372409761,0.0075821396894753,0.0104528805240989,0.00749246124178171,0.0077114007435739,0.00534486118704081,0.00687801325693727,0.00530091440305114
"6",-0.0110139967873693,0.0111639657989144,-0.0077908425591886,-0.00446465378627181,0.0194650329649448,1.12060661194846e-05,0.0188408140093088,-0.0018965337658301,0.00357531988993287,-0.00559002114459872
"7",-1.32386085169856e-05,-0.00630072504281998,-0.00250861421227455,0.00131963833700866,0.00619573565199971,0.00337958242744207,0.00680958805605769,0.012149116024375,-0.00127484032418579,-0.00882458500564098
"8",0.0304679851979017,0.0204774085432291,0.0133222164586186,-0.0354658626019955,-0.00884283054620028,0.00507916742935777,-0.00207330286502838,-0.00648472225293517,0.00205716490745544,-0.00356308091431856
"9",0.00581768993288279,0.0177416168153286,-0.00466084992513061,0.0126194227486849,0.000461434858152643,-0.00169020425528288,-0.00423558987677097,-0.00702066253870726,0.019290454685688,-0.00117307004984468
"10",0.0120074413716793,-0.00135574908927083,-0.00727648520842195,-0.0131036872044206,0.0158960837870836,0.00502480054274201,0.00425173388794065,0.0117865735664964,0.00331207830458879,0.00361743150278926
"11",0.0154573833569884,0.00542282871901989,-0.000732497835997492,0.000179651833605021,-0.00122432608623058,-0.00156185310333967,-0.00659297360107303,-0.00997317209839821,-0.00908352062106133,-0.00102446461096406
"12",0.00430462835356593,0.0314193032681942,-0.00971930101513863,-0.014582303352654,0.0133506888523698,0.00453060306608677,-0.00594948744401336,-0.0142194163054228,0.000399321637814865,-0.000901061925105751
"13",0.000415257789427415,0.00312779401428998,0.00216893828473985,-0.0150934169068933,-0.0151351885870099,0.0025410836096853,-0.00427173683419824,1.51702442963142e-05,-0.00680082105100155,-0.00602103676646948
"14",-0.00460347160696983,-0.0257415771484375,0.00294120027683675,-0.0172794442623854,0.0250081829726696,0.00186155154369771,0.0037367504555732,-0.0167852398008108,-0.0130827343091369,-0.00674444949254394
"15",0.00609237980097532,0.00886050146073103,0.00923369266092777,-0.00235292431898415,-0.00977844372391701,-0.000594752375036478,-0.0076447119936347,0.00355217140167952,-0.00483455555513501,0.00482400739565492
"16",-0.00288552837446332,0.000357575831003487,-0.00837808661162853,-0.0154191125184298,0.00216795597225428,0.000598868471570313,-0.00466195493936539,-0.00236510718241334,-0.00348623422905803,0.00213811849243939
"17",-0.00437594251707196,-0.00786584336310625,0.00082408613525331,-0.00145491329021752,-0.00925727467983961,0.000383991457056254,0.00808362849056721,-0.0121775800362229,0.00509607326239347,-0.00438349694013596
"18",0.0146037610247731,-0.00222638645209372,0.00068689277395606,-0.0245059207081795,0.0195520874112844,0.00158499192912132,-0.00345188728533685,0.00061035604448989,-0.00894432235509157,-0.00301063433289528
"19",-0.0119838723912835,0.00675588799640536,0.000721096992492676,-0.00504841934889555,-0.013477704487741,0.00272923219017684,-0.00864239502698183,0.00337702850811183,0.0103819193318486,0.00368658034130931
"20",-0.00596794346347451,0.00267463317140937,-0.00826551858335733,-0.00154832075349987,0.0129653001204133,0.000624108768533915,-0.00136227940674871,0.00507742259651423,-0.014262568205595,0.000377697055228055
"21",-0.00373946642503142,0.00547274621203542,-0.000696896982844919,-0.0138491112738848,-0.00226846430450678,0.00430472707375884,0.0152650978416204,0.00733400601893663,-0.00191562448162585,-0.00315763475373387
