"","AAPL","MSFT","BA","JPM","INTC","V","CSCO","DIS","HD","JNJ"
"1",0.0346406437456608,0.00593843217939138,-0.0519107170403004,-0.00121140119154006,-0.00965083576738834,0.00212710327468812,-0.00414284784346819,-0.00024403992574662,-0.00654886197298765,0.0102128405123949
"2",0.0129936672747135,0.0111697567626834,-0.00210449984297156,-0.0094172190874815,-0.0011847666464746,0.00299502862617373,-0.00125005363952368,0.00432399846613407,0.00234980951063335,0.00328758917748928
"3",0.0270197801291943,0.0192679688334465,0.00441885506734252,0.000705964688677341,-0.00272174994461238,-0.00847961008548737,0.00388809642754495,0.000929069356061518,0.0124414693564177,-0.00425244960933924
"4",0.00699056964367628,-0.00943375937640667,0.021115904673934,0.0103751718997955,-0.0100651672109962,0.0124995708465576,9.74947615759447e-05,-0.00762528367340565,0.0293821170926094,-0.0059354230761528
"5",0.0055242688395083,0.00281156622804701,-0.00553580606356263,-0.0137325646355748,-0.0103597715497017,0.00409566843882203,0.011609329842031,-0.00529688689857721,0.00377247948199511,-0.00771796796470881
"6",0.00616526277735829,-0.0221088696271181,0.0122411707416177,-0.00553532503545284,0.00153080723248422,-0.0164509937167168,0.000414203037507832,-0.00761818932369351,0.00370036298409104,0.00524043943732977
"7",-0.00606627855449915,6.42743980279192e-05,-0.00705053424462676,0.00757805211469531,-0.0029700743034482,-0.00155935145448893,0.0112657295539975,-0.00232643843628466,-0.0076476838439703,0.00160515867173672
"8",-0.0120629435405135,-0.00872629787772894,0.0072687934152782,-0.00198208400979638,0.00370467826724052,0.012753289192915,0.00266257533803582,-0.00542482919991016,0.000458586437162012,-0.00688774604350328
"9",0.00525956368073821,0.0152409123256803,-0.00112125393934548,-0.00773068936541677,0.00731572834774852,-0.00389756564982235,-0.00957386195659637,0.00873449724167585,0.00300452555529773,0.00380078237503767
"10",0.00478436984121799,-0.0083987433463335,-0.0018358799861744,0.00450142286717892,-0.00595491239801049,-0.0166597608476877,0.0042894990183413,-0.00215915217995644,0.00235556252300739,0.00260234577581286
"11",0.00865649338811636,0.00478216633200645,0.0156518537551165,0.000843445188365877,-0.033480167388916,0.00677962508052588,-0.00215249205939472,-0.00236169248819351,0.00406731385737658,0.00419482309371233
"12",0.00177860842086375,0.00278052687644958,-0.0142971621826291,-0.00231658248230815,-0.00202502403408289,-0.000677286239806563,0.00573308952152729,0.000638474652078003,-0.00250895880162716,-0.00182979472447187
"13",-0.00548221357166767,-0.00109715317375958,-0.00772378966212273,0.00403059273958206,0.00484058959409595,-0.00277775968424976,0.00282849394716322,0.00757740391418338,-0.00595407607033849,-0.00110001501161605
"14",-0.00695791374891996,0.00849580951035023,-0.000268466654233634,0.00860969349741936,-0.0139795979484916,-0.00579983508214355,-0.000547159172128886,0.00100834155455232,-0.00818067975342274,-0.000689527951180935
"15",-0.0100724790245295,0.00685171550139785,0.000149513522046618,0.00037970655830577,0.0104276742786169,0.00361816701479256,-0.00349461287260056,-0.00141226791311055,-0.000691761262714863,0.00212400360032916
"16",0.00205748667940497,0.0143225155770779,-0.000647569075226784,0.000950804736930877,-0.0160707924515009,0.00982200261205435,0.00208781822584569,-0.00558098452165723,0.00396689167246222,-0.00194324878975749
"17",0.00358077278360724,0.00728754699230194,-0.00669308938086033,0.00295290141366422,-0.00997007265686989,0.00844879541546106,-0.00315550877712667,0.00173917575739324,0.000561118067707866,-0.00384242343716323
"18",0.00804781354963779,0.00566643523052335,-0.00327811413444579,-0.00611699279397726,0.00845540594309568,0.0063019641675055,-2.28717617574148e-05,-0.000136669652420096,-0.00119226262904704,0.00667508086189628
"19",-0.00224663270637393,-0.00279509252868593,-0.0124337291345,-0.00242688832804561,-0.00348491105251014,-0.00101308582816273,0.00661237956956029,0.00197601295076311,0.000760466849897057,0.00769417127594352
"20",-0.0113562513142824,-0.001541817211546,-0.00476520508527756,4.90758320665918e-05,-0.00600352883338928,-0.00260430527850986,-0.00702891033142805,0.00560474488884211,0.00236286409199238,0.000717888062354177
"21",-0.00680814264342189,0.00563725316897035,0.000978187308646739,-0.00419257674366236,-0.00363876763731241,0.00425753137096763,0.0048975795507431,-0.000348449306329712,0.00538592040538788,-0.00195934902876616
