"","AAPL","MSFT","BA","JPM","DIS","V","INTC","CRM","WMT","JNJ"
"1",-0.00877830199897289,0.00163814472034574,0.00943747814744711,-0.0160778742283583,-0.00918008480221033,-0.0103881722316146,-0.00629251962527633,0.00759587669745088,-0.00107478583231568,0.00169574958272278
"2",-0.0159871969372034,-0.00308724236674607,-0.00165543844923377,0.00427048560231924,0.00347460596822202,0.00205231411382556,0.0074229696765542,0.000248658965574577,0.0101611847057939,0.000578161329030991
"3",-0.0171883534640074,0.00587941845878959,0.00519114034250379,-0.00816317088901997,-0.00336989853531122,-0.00429826509207487,-0.0277069434523582,0.0361376665532589,0.00237424811348319,0.0109684215858579
"4",-0.011011952534318,0.00412271590903401,-0.0150802824646235,0.0056053763255477,0.00136965152341872,0.00486681424081326,0.00690545095130801,-0.00662378361448646,0.0101112863048911,-0.00181012635584921
"5",-0.00556926056742668,0.000786382472142577,-0.0220452770590782,-0.00305366958491504,-0.000826391100417823,-0.0023529261816293,0.000544089067261666,0.0197808723896742,0.00327271828427911,-0.0115585839375854
"6",-0.0142433419823647,0.00214444217272103,0.00685024634003639,-0.00573421036824584,0.00460978597402573,-0.00781846977770329,0.003045788500458,0.0251918714493513,0.00775501038879156,-0.00209123198874295
"7",-0.0142210246995091,0.00132060109172016,-0.0037185144610703,-0.0147229032590985,0.00355644687078893,-0.00553616788238287,-0.00384718412533402,0.000235658182646148,-0.0040503335185349,-0.00834734458476305
"8",-0.00162767828442156,0.0180286187678576,-0.00158314756117761,0.00431669037789106,0.0154386814683676,-0.012637441046536,0.00978706870228052,0.025161987170577,0.000936124823056161,-0.00693549681454897
"9",-0.0216257032006979,-0.00878700241446495,-0.0223423559218645,0.0113927684724331,0.000153946806676686,-0.0021767292637378,-0.000130893153254874,0.0193282961845398,-0.00787544157356024,-0.00583628565073013
"10",-0.0121468212455511,-0.000146747333928943,-0.0402458496391773,0.00228744209744036,0.00785837043076754,0.00521172489970922,0.00973717216402292,-0.00993126071989536,0.00190375989768654,0.00494365114718676
"11",-0.00527612445876002,-0.00750145083293319,0.00638752151280642,0.011778044514358,-0.0212496928870678,-0.0070443507283926,-0.00080664677079767,0.000107401465356816,-0.00362018472515047,-0.009733896702528
"12",-0.0287113152444363,-0.0116404853761196,-0.0309140142053366,0.00565659301355481,-0.00693193217739463,-4.56976049463265e-05,0.000625555228907615,-0.00881925318390131,-0.00395333301275969,0.00660091172903776
"13",-0.0114371534436941,-0.00251202518120408,0.0112776914611459,0.00559817440807819,-0.00066847784910351,-0.00344355008564889,0.00172478472813964,-0.00989579875022173,-0.00445571634918451,-0.000819732318632305
"14",-0.0132336067035794,-0.00426840549334884,-0.0219336356967688,0.011239274404943,-0.00478446576744318,0.00076503591844812,0.0179697573184967,0.00442538363859057,-0.00545250764116645,0.00882337801158428
"15",-0.0173493549227715,0.00476669194176793,0.019202159717679,-0.000598207814618945,-0.00812294613569975,-0.00834645424038172,0.0104057425633073,-0.0109751848503947,-0.00779469404369593,-0.000146560196299106
"16",-0.0126516753807664,0.00166616484057158,0.00478567136451602,-0.00929374061524868,0.00809877552092075,0.00223008776083589,0.00773428380489349,-0.00973187945783138,-0.00060051039326936,0.00443496555089951
"17",-0.023594381287694,0.00735704554244876,0.00311936717480421,0.00891794171184301,0.00469327345490456,0.00833980925381184,-0.00909237843006849,0.00367157440632582,0.000128086539916694,0.00801393948495388
"18",-0.0135230254381895,-0.00143904681317508,0.0135461948812008,0.00563158700242639,0.00801716558635235,-0.00836358871310949,0.0114694917574525,-0.0153320347890258,0.00101031805388629,-0.00191708072088659
"19",-0.0264263208955526,0.00640785554423928,-0.0120917446911335,0.00695404689759016,0.00154389417730272,0.00103634956758469,-0.0153811713680625,0.00605249777436256,-0.00265863467939198,0.00751716131344438
"20",-0.00758527731522918,-0.00214815302751958,0.0325914770364761,0.00513376155868173,-0.00702533638104796,0.00372854713350534,-0.0086318664252758,0.00736433500424027,-0.00220371061004698,-0.00665141548961401
"21",-0.0154898799955845,0.00520839216187596,-0.00827352050691843,-0.0090926643460989,0.00343922409228981,0.000481921131722629,-0.00453568017110229,-0.00827648490667343,-0.00236686854623258,0.00187314685899764
