"","MSFT","JPM","XOM","GE","CSCO","VZ","V","INTC","PFE","IBM"
"1",0.0107679776847363,0.00207106373272836,-0.00133701390586793,0.000121595898235682,-0.000846356095280498,0.00170867843553424,-0.00480262888595462,0.0013544155517593,-0.00162430596537888,0.00336564984172583
"2",-0.00757463462650776,0.000394679664168507,0.00137496122624725,-0.00103852618485689,-3.01127984130289e-05,-0.00220262329094112,-0.00182069500442594,-0.00432765716686845,0.00945126358419657,-0.014833128079772
"3",0.00597181031480432,0.00117655226495117,0.00148932449519634,-0.00528070144355297,-0.00476822722703218,-0.00369298132136464,0.00257158931344748,-0.00515624647960067,-0.00578117370605469,-0.0055395164526999
"4",-0.00173041259404272,-0.00119249697308987,-0.00316205737181008,-0.00169287971220911,-0.00430776085704565,0.00203861366026103,-0.00585523480549455,0.000222461632802151,0.00147236196789891,0.0028648292645812
"5",0.00389426108449697,-0.00407148664817214,0.0110459579154849,-0.003837532363832,-0.00529141258448362,-0.00233984692022204,0.00373184587806463,-0.00391420815140009,0.00264463992789388,0.00119240884669125
"6",-0.00821677129715681,-0.010564005933702,0.00530706578865647,-0.000255695573287085,0.000767141347751021,-0.00363074732013047,0.000676605326589197,-0.000368771492503583,-0.00024471475626342,0.00193712569307536
"7",0.00160729826893657,-0.00337633420713246,-0.00426647951826453,-0.00241385959088802,0.000293781835353002,0.000552944024093449,-0.00426907651126385,-8.88544527697377e-05,0.0011366989929229,0.00403163814917207
"8",-0.00993779953569174,-0.00469928421080112,0.00298416707664728,-0.00254900241270661,-0.00344391888938844,-0.00262051518075168,0.0061733121983707,0.00182282377500087,0.00268496666103601,0.000121171076898463
"9",0.00480350432917476,-0.00291497772559524,-0.000792547769378871,-0.00268016429618001,-0.00143563374876976,0.000694333459250629,-0.00111500883940607,-0.00192405970301479,-0.00128675962332636,-0.00304954126477242
"10",-0.00301777711138129,-0.0122696682810783,0.00713317515328526,-0.0010393230477348,-5.88746297580656e-05,-0.00465869111940265,0.00287763169035316,0.0031703372951597,-0.00158242706675082,-0.000742379168514162
"11",0.00544959772378206,-0.00376536464318633,0.00215721619315445,-0.00321933929808438,0.000292898679617792,0.00290885171853006,-0.000942006357945502,-0.00253237830474973,-0.00137140927836299,-0.00679067987948656
"12",0.00245593627914786,-0.00659362738952041,-0.00889501255005598,-0.00187653512693942,-0.00540297105908394,-0.00406393455341458,-0.00163436657749116,0.00182379991747439,9.53846210904885e-06,-0.000610432762186974
"13",0.00493282778188586,-0.00730112940073013,-0.00545599171891809,-0.00424637738615274,-0.00134572735987604,0.0010424789506942,0.00547623913735151,-0.00018030108185485,0.000130198604892939,0.00251160375773907
"14",0.00441849371418357,-0.00202696234919131,-0.000445431767730042,0.000895026896614581,0.00148764229379594,-0.00243465695530176,0.00517066055908799,-0.00456332229077816,0.00391817092895508,0.00070392939960584
"15",0.0102291218936443,-0.0104303099215031,-0.00787368230521679,-0.000265524548012763,-0.000110719411168247,-0.002749586943537,-0.0061414404772222,0.00148844963405281,0.00360478297807276,-0.00265009305439889
"16",-0.00456524873152375,-0.00474880263209343,-0.00447664270177484,0.00011259507300565,-0.0014921915717423,-0.00370260025374591,0.00617065047845244,-0.00248712743632495,-0.00278792693279684,0.00237554870545864
"17",0.0014907531440258,-0.00663676718249917,-6.99535521562211e-05,-0.00224646599963307,-0.000690694723743945,-0.0013349192449823,-0.00347567768767476,0.000811222183983773,-0.00193125428631902,-0.0103151435032487
"18",0.000174312895978801,-0.00691711064428091,0.000816331477835774,-0.00405580317601562,-0.0018918365240097,3.24767061101738e-05,-0.00508799497038126,0.00440246565267444,-0.000811854202765971,-0.00243906560353935
"19",-0.00200392538681626,-0.010070426389575,-0.00115221843589097,-0.00405685650184751,-0.00220258254557848,-0.0021288744173944,0.0057997046969831,0.00194375624414533,0.000877810933161527,-0.000403689598897472
"20",0.00215367064811289,-0.00123602023813874,-0.00348490732721984,-0.00224321056157351,-0.000735043839085847,0.000429462670581415,-0.00650771241635084,-0.00425333390012383,0.00149770348798484,0.000620713166426867
"21",0.011170512996614,-0.00726522598415613,0.00901426933705807,-0.00187952001579106,-0.00389936007559299,-0.00138843350578099,0.00313401455059648,0.00409770011901855,-0.000864883360918611,0.00104410492349416
