"","MSFT","JPM","GE","XOM","PFE","CSCO","INTC","JNJ","V","IBM"
"1",0.0172867737710476,-0.00030042853904888,0.00978684891015291,0.00926348008215427,0.0129561508074403,0.00209796940907836,-0.00415150076150894,0.0034793047234416,0.0112738469615579,-0.00170224066823721
"2",-0.00859297160059214,-0.00558553822338581,0.0111701479181647,-0.00346281426027417,-0.00651721190661192,-0.00564909912645817,-0.0138699458912015,-0.0032962653785944,-0.000996912363916636,-0.0047912048175931
"3",-0.00696998927742243,-0.000479402981000021,0.00208665686659515,0.00807034038007259,0.00764242373406887,0.0104379812255502,0.00452805310487747,-0.0044749672524631,0.00963886920362711,-0.0027438523247838
"4",-0.00792036857455969,0.00527269300073385,-0.000710654130671173,0.00694978144019842,0.00609263638034463,0.00656594661995769,-0.00857628788799047,0.00299635226838291,0.0139278704300523,-0.00109252682887018
"5",-0.00237145740538836,-0.00331055466085672,0.0032316476572305,0.00452103838324547,0.00261335680261254,0.00698273023590446,0.00467906892299652,8.37917177705094e-05,0.00654768059030175,0.00290758139453828
"6",0.000658450939226896,-0.00384259130805731,-0.00573663739487529,0.00378588167950511,0.0003425937902648,0.000158597118570469,-0.00534862652420998,0.00306249293498695,0.00960336718708277,0.00219791824929416
"7",-0.0101932669058442,-0.00207493011839688,0.00652633002027869,-0.00234706187620759,-0.00515848072245717,0.00157205655705184,0.00391047354787588,0.00119491026271135,-0.0137282302603126,0.00145434204023331
"8",-0.00266251736320555,-0.0112726204097271,-0.00503156380727887,-0.00206418009474874,0.00204042182303965,0.00320386840030551,-0.00920845847576857,-0.00651406077668071,-0.0102178854867816,0.00119424215517938
"9",-0.000415902206441388,-0.000707535305991769,0.00233818357810378,0.00355387106537819,0.00144950475078076,-0.00257185148075223,0.00478871073573828,0.0090173501521349,0.0272417906671762,0.000455669563962147
"10",0.00887816678732634,-0.00164746015798301,-0.00150655477773398,0.00244520744308829,-0.00234558316878974,-0.00406371662393212,-0.00753998942673206,-0.00897146109491587,0.00345452083274722,0.000106228399090469
"11",0.0177828967571259,-0.00321927363984287,-0.00251177349127829,0.000991041888482869,0.00193288584705442,-0.00608088308945298,0.00703411363065243,-0.0097086587920785,-0.00137197808362544,0.00203751656226814
"12",0.00731150573119521,-0.00679468223825097,-0.00286462507210672,-0.00297598680481315,0.000240026449318975,0.00103437062352896,-0.00640071136876941,0.00202080747112632,-0.00197205087170005,0.00136973394546658
"13",-0.00345446052961051,-0.0113373706117272,-0.00138659402728081,-0.00460792193189263,0.000792369595728815,-0.00182586326263845,0.0152248125523329,-0.00538407824933529,-0.00358683010563254,0.00173802487552166
"14",-6.3674473494757e-05,0.010060335509479,0.00153604557272047,-0.00376488361507654,-0.00508836656808853,-0.00492897676303983,-0.0052512907423079,-0.00138293649069965,0.00528660882264376,0.000470041268272325
"15",-0.00240675522945821,-0.00492424098774791,0.00380370113998652,0.000919187150429934,-0.000636394775938243,-0.0033086552284658,-0.00125044677406549,-9.18362218271795e-07,-0.000251163466600701,0.00363357528112829
"16",0.00238228961825371,-0.00578208034858108,-0.00237374380230904,-0.00334659591317177,-0.00650562578812242,0.00136367150116712,-0.00799750164151192,-0.00251870742067695,-0.00126725935842842,9.70025212154724e-05
"17",-0.00134636368602514,-0.0138086769729853,-0.000714983674697578,-0.000310396950226277,-0.00400376738980412,0.0015175212174654,0.00082263007061556,0.00582660036161542,-0.00670877425000072,0.0024416227824986
"18",0.00269755139015615,-0.00277492334134877,-0.00211541680619121,8.38439664221369e-05,0.00276889256201684,0.00263279606588185,-0.00396206136792898,-0.00374100659973919,-0.0033082296140492,0.000148273247759789
"19",0.000523294496815652,-0.00840216036885977,-0.00243073049932718,0.00524770794436336,0.00330887641757727,0.00185524672269821,0.00552388606593013,-0.000910004833713174,0.000312301650410518,0.00323153682984412
"20",-0.00661227945238352,-0.0140221156179905,-0.00227890186943114,0.0064576487056911,-0.00114355923142284,0.00195441488176584,-0.0058707632124424,0.00667923176661134,-0.00167726131621748,0.000211313497857191
"21",0.00560725154355168,-0.00841711182147264,0.00121577328536659,-0.000797387678176165,-0.000939792313147336,-0.00361295277252793,-0.00473947683349252,-0.00573083804920316,-0.0112604526802897,0.0023753980640322
