"","BAC","MSFT","JPM","XOM","INTC","GE","CSCO","HPQ","PFE","IBM"
"1",-0.00594598054885864,-0.00331400171853602,0.00698229111731052,0.00155534024816006,0.00144994119182229,-0.00764755345880985,0.000282564229564741,-0.00194012268912047,-0.00623498577624559,-0.00551649415865541
"2",-0.000255189370363951,-0.000372527108993381,0.00983418617397547,-0.00175645330455154,0.00284273363649845,0.00197331607341766,-0.00956917740404606,0.00754103995859623,-0.000334185431711376,-0.00387902068905532
"3",0.0144580164924264,-0.00432013999670744,0.0046439659781754,-0.000399845361243933,-0.00335875316523015,0.00164284347556531,-0.00623297784477472,-0.0138286352157593,-0.00254653044976294,-0.00120910163968801
"4",0.00109521043486893,0.000550541095435619,0.000663891667500138,0.00290013034828007,0.00773992529138923,0.00120417284779251,0.0141777927055955,-0.0080580236390233,-0.00106339226476848,-0.00393435638397932
"5",-0.0104783577844501,-0.00104658713098615,-0.0039117056876421,0.00447766156867146,-0.000183208103408106,-0.00715826172381639,-0.00242450623773038,-0.0163105558604002,-0.00678910594433546,0.00294083822518587
"6",-0.0182165261358023,0.0108569459989667,0.00649758987128735,0.00480433832854033,0.00269797793589532,-0.00588121358305216,0.00566539680585265,-0.00444889906793833,-0.00807364191859961,-0.0100928889587522
"7",-0.00818023830652237,-0.00320575828664005,-0.00233263149857521,0.00288617587648332,-0.0140423672273755,-0.0069536124356091,0.00226755999028683,0.000858445942867547,0.0122434040531516,-0.00560995051637292
"8",-0.00915983971208334,0.00090725056361407,-0.00285025220364332,-0.00503297382965684,0.00774991186335683,-0.000749649771023542,0.00405452959239483,-0.0137788318097591,-0.00434880517423153,0.00679369829595089
"9",0.00688569992780685,0.00300439377315342,0.00379909994080663,0.00496943714097142,0.00621375348418951,-0.00124648155178875,0.00182995817158371,-0.00327074690721929,-0.0103843761608005,-0.00276108342222869
"10",-0.000659317302051932,-0.00547157833352685,0.00555237429216504,-0.0018967796349898,-0.0156303439289331,-0.00135412067174911,-0.00591913517564535,-0.0136857824400067,0.00777864689007401,0.0024063813034445
"11",0.00287398276850581,0.00435598567128181,0.000671655114274472,0.00194795255083591,0.00156635406892747,0.00840098317712545,0.0118629653006792,-0.00725244637578726,0.00620551919564605,-0.0087883910164237
"12",-0.00261699338443577,0.000484735093777999,-0.0111704263836145,0.00227220216766,-0.00300117279402912,0.000169457402080297,0.00376851879991591,-0.00121835980098695,-0.0020602426957339,0.00328258820809424
"13",-0.0161938704550266,0.00651050638407469,0.00147334358189255,-0.00101017113775015,-0.00767464702948928,-0.00250710570253432,-0.0102189453318715,-0.00822015665471554,-0.00403521489351988,-0.000550757511518896
"14",-0.0089329993352294,0.00297195068560541,-0.0102347861975431,0.00114549545105547,-0.00349415000528097,0.00193743500858545,0.00781439337879419,-0.0109989177435637,-0.00433849869295955,0.000885765359271318
"15",-0.00519640976563096,6.16549368714914e-05,0.00628603436052799,0.00108349905349314,0.00791935063898563,-0.00298894220031798,0.00766875967383385,-0.0104109607636929,0.00200557848438621,0.00354750058613718
"16",0.00852829683572054,0.00685080559924245,-0.008687405847013,-0.00261588697321713,-0.00285845808684826,0.000451805244665593,-0.0124899949878454,-0.0057598240673542,-0.0041436324827373,-0.00341385672800243
"17",-0.000732784566935152,-0.00015132017142605,0.0104142287746072,0.00278417649678886,-0.00758969038724899,0.00656341947615147,0.0134354736655951,-0.00561678828671575,-0.00270070787519217,0.0025830992963165
"18",0.000666740932501853,0.0031773669179529,0.00894592609256506,-0.00165833020582795,0.00408885255455971,0.00731946341693401,0.00445526046678424,-0.000570504926145077,0.00120982842054218,0.00501524284482002
"19",-0.00977853965014219,0.00197609979659319,0.00271281134337187,0.00260304287075996,0.0108646126464009,-0.00438864901661873,0.000114768561616074,0.00284203328192234,-0.0053428877145052,0.00482067745178938
"20",-0.00875125452876091,0.00370364496484399,-0.0196788050234318,0.00318326591514051,-0.00110186089295894,0.00812017079442739,0.00216447492130101,-0.00653528328984976,-0.00370450783520937,-0.001591079053469
"21",-0.0101061929017305,0.00637520942837,-0.00560470670461655,-0.00465212436392903,0.0103413304314017,-0.00152709393296391,0.00245633698068559,-0.0091492747887969,-0.00150008115451783,0.00264455541037023
