"","AAPL","MSFT","JPM","GE","DIS","INTC","V","GS","XOM","JNJ"
"1",0.00837884936481714,0.000408997439080849,0.0036441464908421,-0.0052723023109138,0.000505859847180545,-0.00357821490615606,0.00518946908414364,-0.00445919716730714,0.00150431611109525,-0.00123994390014559
"2",-0.00366676854901016,-1.22000337796635e-05,0.00115940254181623,-0.000475148553960025,0.0097771855071187,0.0174352116882801,0.0255650468170643,-0.0106585808098316,0.000231564379646443,0.00407885992899537
"3",0.0053540738299489,0.00200955336913466,-0.0128523362800479,-0.00020339350157883,-0.00562706310302019,0.00191134982742369,0.00702471099793911,-0.00689442316070199,0.00523397652432323,-0.00325698382221162
"4",0.0106545416638255,2.58868694800185e-05,0.00516839371994138,0.00584703776985407,-0.00156892195809633,0.00332951219752431,-0.000906828325241804,0.000325601664371789,0.0013967357808724,-0.00141753710340708
"5",0.00984145794063807,0.00238052010536194,0.0116853686049581,0.0004372701223474,-0.0069198333658278,-0.00480140605941415,-0.0054525975137949,-0.00794003717601299,0.00211607036180794,-0.00281539210118353
"6",0.00511531066149473,-0.00122243049554527,0.00475350581109524,-0.000645667023491114,-0.00132598774507642,0.00776184862479568,0.00570267764851451,-0.00808109436184168,-0.00148961786180735,-0.0021717743948102
"7",0.00566862756386399,0.00356676359660923,-0.00370342517271638,-0.00536958361044526,0.00144564150832593,-0.00595967844128609,0.00230947602540255,0.00605361210182309,0.0029633017256856,-0.000905436754692346
"8",-0.000406713894335553,0.00177149334922433,-0.00367468991316855,-0.0037933902349323,0.012281090952456,-9.69240863923915e-05,-0.00611098483204842,-0.0111636770889163,0.00355211854912341,-0.00309210340492427
"9",0.000680954137351364,0.0090071652084589,-0.00312667363323271,0.00862624403089285,0.00488386023789644,0.00463883485645056,0.0110195176675916,0.00405243225395679,-0.000497731729410589,0.000802266236860305
"10",0.001330730272457,0.0052528465166688,-0.00252478616312146,0.00246929773129523,-0.00295841973274946,0.00794048793613911,0.00738605437800288,-0.00734772067517042,-0.0007006527739577,0.00392702454701066
"11",-0.000112282192276325,0.00249148276634514,0.0109023712575436,-0.000161115807713941,0.00492392899468541,0.00448262505233288,-0.000701708719134331,0.00994773861020803,6.21193248662166e-05,0.000416183960624039
"12",-0.00394288217648864,0.000361427228199318,0.00222939625382423,-0.00354698719456792,0.000872640521265566,-0.00351770804263651,0.00308892130851746,-0.0023692783433944,0.00174609711393714,0.00455878488719463
"13",0.00242334743961692,-0.00190540810581297,0.00573011208325624,-0.00400632480159402,0.000502714130561799,0.00931682530790567,-0.00670434953644872,-0.0041402243077755,0.000617191777564585,-0.00333308731205761
"14",0.00355940870940685,-0.000373364804545417,-0.0130925439298153,-0.000993767753243446,-0.00354529567994177,-0.000725087244063616,0.000844036461785436,0.00200995523482561,0.00700027588754892,0.000464982935227454
"15",-0.00441072648391128,0.000316207500873134,0.000727434060536325,4.32557826570701e-05,-0.000146745180245489,-0.00225343834608793,0.00322499615140259,0.00258053699508309,-0.0040906579233706,0.00379531714133918
"16",0.00724355550482869,0.000959470693487674,0.00299067958258092,0.00164600287098438,0.000916142831556499,-0.00521964859217405,-0.00117361091542989,-0.0018948792712763,0.000744106480851769,-0.00153700460214168
"17",0.00271027022972703,-0.000666806823574007,0.0096855740994215,-0.00139302969910204,0.00131707184482366,-0.00345039740204811,-9.7568663477432e-05,0.00222924188710749,0.00291230017319322,0.00696134101599455
"18",0.00564290070906281,-0.00314655830152333,-0.000894608849193901,-0.00555645860731602,-0.000966241641435772,0.00312355626374483,0.000813997408840805,0.00545152556151152,-0.00199446734040976,-7.87548124208115e-05
"19",-0.00188420806080103,-0.00114431034307927,-0.00554631417617202,-0.00224045407958329,0.00227473303675652,-0.00913882721215487,0.00256599066779017,-0.00292774382978678,0.000921265978831798,0.00307415565475821
"20",0.000644646410364658,0.0276435352861881,-0.00565774459391832,-0.00277740880846977,0.00440502725541592,-0.00205275136977434,-0.00201599928550422,0.00146789778955281,0.00213794899173081,0.00284252618439496
"21",0.00122476182878017,-0.00845966022461653,-0.00284170731902122,0.00720203947275877,6.80088269291446e-05,-0.00687115732580423,0.000816537125501782,-0.0108647160232067,-0.00170631904620677,0.00331828929483891
